DEPTH,DT,CNL,DEN,GR,RD,RS,DTXX,sample_weight
2549.125,110.4177242,21.9,2.432,129,7.2,7.34,185.7284921,0.9999974505084508
2549.25,110.7625651,22.9,2.435,135,7.12,7.22,186.7773009,0.9999859228248952
2549.375,110.399527,23.6,2.458,139,7.19,7.23,187.5178186,0.9999978007690308
2549.5,109.612788,24.1,2.483,141,7.37,7.38,187.9383248,0.9999882067691732
2549.625,109.6658556,24.5,2.495,140,7.6,7.62,187.9004311,0.999990374757248
2549.75,112.2763456,24.9,2.481,137,7.77,7.81,187.4471678,0.9999516004613689
2549.875,113.429475,25.0,2.433,132,7.78,7.86,186.3368831,0.9998552063691817
2550.0,112.2139333,24.8,2.364,129,7.64,7.79,184.49695,0.9999202116395269
2550.125,109.4568253,24.4,2.3,130,7.57,7.78,182.1037886,0.9999999496522145
2550.25,107.0936941,24.0,2.268,135,7.81,8.06,179.5129171,0.9999699596588749
2550.375,104.3881495,23.5,2.296,141,8.41,8.67,176.8048299,0.9999991679439569
2550.5,102.916215,22.9,2.377,146,9.13,9.35,174.8561877,0.9999961245649526
2550.625,101.4130486,22.2,2.467,146,9.64,9.81,174.6657913,0.9998929577623485
2550.75,101.0740654,21.6,2.498,141,9.71,9.86,176.2325643,0.9998446347547599
2550.875,102.8469175,21.6,2.459,136,9.26,9.44,179.3473897,0.9999821918324194
2551.0,105.6385022,22.1,2.392,132,8.29,8.55,184.1160085,0.9998232961952096
2551.125,110.680339,22.5,2.338,129,7.17,7.48,190.1558492,0.999999870326198
2551.25,113.8199713,22.7,2.303,126,6.23,6.54,195.1515885,0.9996957513908286
2551.375,114.9305325,22.8,2.284,124,5.69,5.99,199.0727146,0.9994055456983263
2551.5,115.043831,23.2,2.279,125,5.43,5.71,201.7700748,0.9993705308301267
2551.625,115.6562012,24.2,2.296,128,5.37,5.64,202.9812554,0.9991639550833309
2551.75,116.6872051,25.3,2.342,131,5.51,5.75,202.3516622,0.998750150695252
