DEPTH,DT,CNL,DEN,GR,RD,RS,DTXX
2233,88.40694232,20.2,2.283,129,6.35,6.49,180.6371608
2233.125,88.54477369,19.6,2.355,127,6.34,6.35,180.261981
2233.25,90.12726332,19.3,2.42,125,6.23,6.15,179.7094437
2233.375,90.81714193,19.3,2.453,125,6.1,6,179.163676
2233.5,91.03699948,19.6,2.467,127,6.01,5.93,178.8285696
2233.625,91.18739049,20,2.474,129,6.03,5.98,178.7243037
2233.75,91.25768445,20.2,2.47,129,6.16,6.13,178.8887561
2233.875,91.0541418,19.9,2.446,130,6.41,6.4,179.3363051
2234,90.57620545,18.9,2.414,131,6.66,6.69,179.9722138
2234.125,90.76338425,17.9,2.393,131,6.74,6.82,180.7560669
2234.25,90.8768523,17.5,2.392,131,6.53,6.69,181.6740503
2234.375,90.80785223,17.7,2.408,132,6.12,6.32,182.669551
2234.5,90.68463701,18.3,2.432,132,5.69,5.87,183.6683177
2234.625,90.81337251,18.7,2.456,131,5.37,5.5,184.5879093
2234.75,91.35216844,19.3,2.48,130,5.17,5.25,185.2406324
2234.875,92.06400118,20.3,2.499,129,5.05,5.08,185.5863203
2235,92.34593471,21.3,2.507,128,4.93,4.93,185.6380822
2235.125,92.33836424,21.9,2.499,127,4.79,4.76,185.4388007
2235.25,92.48511949,21.7,2.478,127,4.65,4.59,185.0569894
2235.375,93.18844954,21,2.458,127,4.58,4.47,184.5748699
2235.5,93.11334121,20.3,2.45,128,4.6,4.44,184.0029278
2235.625,92.2155561,19.8,2.454,128,4.7,4.52,183.4117415
2235.75,91.25072356,19.4,2.467,129,4.86,4.67,182.8835535
2235.875,90.64992152,18.9,2.485,131,5.03,4.84,182.4819275
2236,90.40704587,18.1,2.501,131,5.18,4.98,182.2499163
2236.125,90.65614364,17.4,2.51,130,5.27,5.05,182.3318553
2236.25,90.75579803,17.1,2.504,129,5.28,5.05,182.6666136
2236.375,91.11797047,17.5,2.482,127,5.21,4.98,183.209638
2236.5,92.16294895,18.3,2.451,126,5.06,4.85,183.90671
2236.625,93.73234377,19.5,2.421,126,4.87,4.67,184.6732749
2236.75,94.29098878,20.4,2.399,128,4.67,4.49,185.3761949
2236.875,94.84220138,20.7,2.383,130,4.51,4.34,185.8321056
2237,95.11340879,20.5,2.369,131,4.42,4.24,185.9916726
2237.125,95.15719724,20.3,2.361,130,4.42,4.22,185.851363
2237.25,95.03928077,20.4,2.367,129,4.48,4.24,185.4513531
2237.375,94.75529948,20.2,2.391,129,4.57,4.3,184.8687829
2237.5,93.7507063,19.3,2.423,131,4.69,4.39,184.2195047
2237.625,92.74241102,18.5,2.447,132,4.8,4.48,183.5662396
2237.75,92.09020118,18.3,2.461,133,4.9,4.57,182.9572819
2237.875,91.58414823,18.5,2.473,134,5,4.67,182.4037146
2238,91.04272874,18.8,2.49,135,5.11,4.77,181.9133626
2238.125,90.60227598,18.9,2.509,134,5.24,4.88,181.5053902
2238.25,90.81985906,19,2.517,134,5.39,5,181.2406669
2238.375,91.15396798,19.1,2.509,132,5.52,5.1,181.0828336
2238.5,91.70829711,19.1,2.488,130,5.61,5.18,181.0439284
2238.625,92.35742047,19.3,2.469,129,5.68,5.22,181.085849
2238.75,92.84805814,19.5,2.457,130,5.74,5.27,181.1184245
2238.875,92.99192297,19.7,2.453,131,5.82,5.31,180.9263314
2239,92.88540787,19.8,2.452,131,5.89,5.36,180.3391372
2239.125,92.37454304,20,2.454,129,5.97,5.4,179.4524663
2239.25,91.49085781,20,2.462,127,6.07,5.47,178.3717793
2239.375,90.50330512,19.9,2.478,125,6.23,5.57,177.2870986
2239.5,89.93543117,19.7,2.502,125,6.41,5.7,176.4791669
2239.625,90.23603812,19.3,2.522,126,6.53,5.79,176.3306268
2239.75,90.59124921,19,2.527,128,6.57,5.81,176.6648713
2239.875,91.05927251,19,2.512,130,6.54,5.77,177.3942413
2240,91.8384023,19.4,2.487,132,6.44,5.68,178.3131096
2240.125,92.99162736,20.1,2.458,134,6.26,5.54,179.2276262
2240.25,93.84210308,21,2.436,136,6.09,5.4,180.2101557
2240.375,93.70102907,21.7,2.427,139,6.02,5.33,180.9364378
2240.5,93.42422441,21.9,2.428,142,6.08,5.37,181.3865752
2240.625,92.98349836,21.6,2.436,143,6.21,5.48,181.7445427
2240.75,92.41320682,20.9,2.445,142,6.35,5.61,181.9391871
2240.875,91.92255236,20.4,2.457,139,6.47,5.74,181.6275951
2241,91.84036732,19.7,2.472,138,6.55,5.83,181.1581889
2241.125,91.79085328,18.8,2.487,137,6.6,5.87,180.6242541
2241.25,91.61378366,18.2,2.493,136,6.62,5.9,179.9336297
2241.375,91.46527972,18.4,2.489,136,6.63,5.94,179.2607774
2241.5,91.44975702,19.4,2.481,136,6.62,5.97,178.77199
2241.625,91.19180098,20.6,2.471,136,6.57,5.99,178.3323575
2241.75,91.04911791,20.8,2.463,135,6.51,6.02,177.8377366
2241.875,90.98558097,20.1,2.456,133,6.44,6.07,177.1886297
2242,90.71792815,19.4,2.451,133,6.38,6.13,176.4041215
2242.125,90.22044357,19.2,2.453,135,6.35,6.21,175.4860631
2242.25,89.68603307,19.1,2.461,136,6.39,6.3,174.4303668
2242.375,88.95571811,18.8,2.474,135,6.45,6.39,173.3996909
2242.5,88.67537749,18.5,2.487,136,6.5,6.45,172.6506079
2242.625,88.57357395,18.6,2.495,137,6.53,6.47,172.0541489
2242.75,88.43847441,19,2.495,137,6.58,6.48,171.7795272
2242.875,88.22154692,19.6,2.484,136,6.61,6.46,172.0273717
2243,88.1988271,20.1,2.461,133,6.6,6.42,172.9063087
2243.125,88.91928287,20.2,2.433,130,6.54,6.36,174.2912717
2243.25,89.61830433,19.8,2.406,128,6.46,6.31,176.1726898
2243.375,90.35079075,19.1,2.385,128,6.29,6.23,178.2419622
2243.5,91.22534646,18.8,2.371,130,6.03,6.07,180.1890974
2243.625,92.23759219,18.9,2.367,133,5.71,5.86,181.779747
2243.75,92.51851411,19.3,2.378,135,5.46,5.67,183.0472175
2243.875,93.0438378,19.7,2.402,136,5.33,5.58,183.804139
2244,93.18146522,20.1,2.432,137,5.32,5.6,184.191664
2244.125,92.97168314,20.4,2.451,137,5.38,5.7,184.2771415
2244.25,92.43687756,20.6,2.457,138,5.45,5.79,184.0808882
2244.375,91.35314364,20.5,2.453,138,5.48,5.84,183.5548075
2244.5,90.86405243,20,2.447,138,5.48,5.85,182.9066776
2244.625,90.53356909,19.7,2.437,137,5.46,5.85,181.9046409
2244.75,90.36018937,19.4,2.426,138,5.42,5.83,180.7285968
2244.875,90.22664757,19,2.422,138,5.34,5.78,179.5321682
2245,89.95713228,18.5,2.435,139,5.23,5.69,178.4193669
2245.125,89.36854961,18.1,2.472,138,5.14,5.58,177.3790126
2245.25,89.55815689,17.9,2.516,136,5.1,5.49,177.1905041
2245.375,89.96926417,18,2.541,134,5.11,5.43,177.5659236
2245.5,90.70173071,18.7,2.534,132,5.13,5.43,178.3861149
2245.625,91.6332206,20,2.509,130,5.16,5.46,179.5666415
2245.75,92.2962252,21.4,2.48,128,5.18,5.51,181.0426545
2245.875,93.09510971,22.3,2.445,127,5.16,5.52,182.239915
2246,93.23850669,22.4,2.397,127,5.1,5.45,183.0058005
2246.125,93.21064311,21.8,2.336,127,5.05,5.38,183.2750551
2246.25,92.87034108,21.2,2.283,126,5.09,5.4,182.9957724
2246.375,92.107146,21,2.255,123,5.24,5.52,182.1925738
2246.5,91.77389469,21.1,2.263,122,5.44,5.68,181.0544504
2246.625,91.59436227,21.1,2.295,121,5.66,5.85,180.326014
2246.75,92.30902927,21.1,2.334,120,5.89,6.06,180.2085369
2246.875,93.24098937,21,2.366,121,6.15,6.35,180.7983175
2247,94.25530873,21,2.392,123,6.41,6.66,182.1255409
2247.125,95.79882474,20.9,2.424,127,6.64,6.95,184.1231636
2247.25,96.75986476,20.7,2.461,128,6.86,7.24,186.2252797
2247.375,96.77769961,21.1,2.49,127,7.09,7.57,188.138452
2247.5,97.2498584,22.2,2.5,127,7.33,7.91,189.6785192
2247.625,97.93158642,23.5,2.498,129,7.55,8.2,190.6094577
2247.75,98.16640308,24,2.503,132,7.7,8.39,190.7678513
2247.875,97.59758747,23.2,2.524,135,7.72,8.4,190.157451
2248,96.49689429,22.1,2.548,137,7.61,8.23,188.618278
2248.125,94.45849088,21.1,2.556,136,7.45,7.97,186.4376885
2248.25,92.73917526,20.3,2.527,133,7.36,7.76,183.848928
2248.375,91.50745,19.6,2.467,130,7.37,7.65,181.162875
2248.5,90.08688976,19.2,2.393,128,7.41,7.58,178.716828
2248.625,88.84377953,18.8,2.333,127,7.36,7.44,176.798931
2248.75,88.51034665,18.2,2.298,125,7.21,7.26,175.7565301
2248.875,88.93572185,17.7,2.294,123,7.04,7.11,175.5475579
2249,90.14719364,17.5,2.299,122,6.91,7.04,175.916635
2249.125,91.83561142,18,2.305,122,6.84,7.05,176.6378998
2249.25,93.05788832,19.2,2.323,124,6.89,7.17,177.6944123
2249.375,93.41921647,20.3,2.351,128,7.05,7.39,178.6029555
2249.5,93.5424998,20.7,2.385,132,7.24,7.68,179.1370024
2249.625,93.73158346,20.6,2.417,136,7.38,7.96,179.4079519
2249.75,93.74353261,20.6,2.44,139,7.48,8.23,179.4302439
2249.875,93.18940157,20.6,2.452,139,7.55,8.52,179.1813045
2250,92.71335171,20.3,2.457,137,7.59,8.76,178.7762028
2250.125,92.21729259,19.8,2.458,133,7.55,8.88,178.6149501
2250.25,91.89425472,19.5,2.454,129,7.39,8.82,178.7382874
2250.375,91.97814836,19.5,2.441,128,7.17,8.61,179.1401375
2250.5,92.2074794,19.5,2.427,128,6.92,8.31,179.7838471
2250.625,91.68115768,19.4,2.422,128,6.65,7.96,180.6043348
2250.75,92.4464956,19.1,2.428,128,6.39,7.61,181.1242659
2250.875,92.79779068,18.9,2.437,130,6.16,7.3,181.2848453
2251,93.18150157,19.1,2.432,131,5.96,7.01,181.0700163
2251.125,93.3001563,19.8,2.403,130,5.8,6.76,180.5823182
2251.25,92.8349332,20.7,2.358,128,5.72,6.57,180.0224379
2251.375,92.78588465,21.8,2.317,126,5.74,6.48,179.7391374
2251.5,92.07886286,22.9,2.287,126,5.78,6.42,180.1934134
2251.625,92.01955203,23.8,2.26,126,5.75,6.29,181.3340646
2251.75,92.6820498,23.6,2.223,125,5.66,6.11,182.9795923
2251.875,93.62722388,22.4,2.187,124,5.54,5.95,184.7258763
2252,94.07716385,21.4,2.182,126,5.41,5.86,185.9839252
2252.125,94.1308876,21.3,2.22,131,5.3,5.81,186.1640433
2252.25,92.77936647,21.3,2.286,135,5.28,5.86,185.3870362
2252.375,92.14514075,20,2.354,133,5.45,6.03,183.6510624
2252.5,91.54227185,18.1,2.405,130,5.7,6.28,181.3399583
2252.625,90.22999022,16.7,2.444,129,5.94,6.54,178.9720874
2252.75,90.36868773,16.5,2.478,130,6.14,6.77,176.9779929
2252.875,90.18096594,16.9,2.506,130,6.26,6.91,175.2560441
2253,90.11294573,17.5,2.526,128,6.27,6.91,174.1692682
2253.125,90.39364888,17.8,2.541,126,6.2,6.8,173.5896648
2253.25,90.81329252,18,2.554,127,6.13,6.66,173.3437813
2253.375,90.93821155,18.2,2.565,130,6.11,6.55,173.2825734
2253.5,91.91590184,18.4,2.575,133,6.1,6.43,173.4704014
2253.625,92.55676142,18.7,2.581,135,6.05,6.27,173.6622827
2253.75,93.26876391,18.9,2.577,137,5.95,6.07,173.7539688
2253.875,93.72419193,18.8,2.557,139,5.76,5.82,173.8489485
2254,93.84544705,18.6,2.522,141,5.55,5.56,174.0361057
2254.125,94.53138865,18.7,2.486,142,5.4,5.37,174.2418964
2254.25,93.45217986,19.1,2.464,143,5.39,5.29,173.9220933
2254.375,91.98356634,19.5,2.465,141,5.53,5.34,173.1629919
2254.5,90.66841745,19.4,2.487,136,5.8,5.52,171.8389441
2254.625,89.52586647,19,2.519,129,6.07,5.74,170.0554293
2254.75,88.26827539,18.5,2.55,122,6.26,5.89,168.1666478
2254.875,87.0546107,18.2,2.572,117,6.29,5.91,167.097012
2255,87.84597198,17.9,2.583,115,6.23,5.85,167.2376463
2255.125,88.74765669,17.8,2.581,117,6.08,5.7,168.5983386
2255.25,90.19588307,18,2.559,121,5.89,5.52,171.0190409
2255.375,92.16880899,18.3,2.518,127,5.71,5.33,174.1029921
2255.5,93.16694075,18.5,2.471,132,5.59,5.2,177.2112319
2255.625,92.80891909,18.7,2.437,134,5.53,5.13,179.9328526
2255.75,93.88753497,19.2,2.423,135,5.53,5.08,182.0749747
2255.875,95.86376102,19.7,2.428,135,5.56,5.06,183.5710945
2256,97.74525938,20,2.442,136,5.61,5.06,184.5339375
2256.125,98.74268727,20.1,2.457,137,5.64,5.06,185.1786694
2256.25,99.95118465,20.5,2.457,136,5.6,5.02,185.6975343
2256.375,100.8119016,21.3,2.434,133,5.5,4.93,186.3215956
2256.5,101.4554354,22.2,2.392,130,5.4,4.85,187.2759396
2256.625,101.9965752,22.9,2.346,130,5.39,4.82,188.700498
2256.75,102.5379268,23.7,2.306,130,5.49,4.89,190.6118406
2256.875,103.1811449,24.7,2.28,132,5.72,5.04,192.8720451
2257,104.9056364,26.1,2.279,132,5.96,5.18,194.9343811
2257.125,107.0684963,27.5,2.303,132,6.1,5.24,196.9574999
2257.25,108.1651422,28.7,2.338,130,6.06,5.17,198.6869478
2257.375,107.3102104,29,2.353,130,5.91,5.03,199.7898238
2257.5,105.1552608,27.8,2.335,131,5.79,4.91,200.1240759
2257.625,106.4946636,25.2,2.303,133,5.82,4.9,200.2201225
2257.75,105.2042581,22.8,2.286,135,6,5,199.0006906
2257.875,102.2325037,21.3,2.292,136,6.3,5.2,197.0202923
2258,98.12299416,20.8,2.313,137,6.63,5.46,194.8694646
2258.125,94.16402992,20.9,2.336,137,6.9,5.69,192.8504837
2258.25,92.2072105,20.9,2.356,137,7.05,5.83,190.9851673
2258.375,92.94507139,20.8,2.366,136,7.1,5.88,190.2081823
2258.5,94.25356102,20.7,2.362,134,7.08,5.84,189.9885669
2258.625,95.14558753,21,2.351,132,6.99,5.74,189.8464331
2258.75,95.9469874,21.3,2.343,131,6.81,5.56,189.5310764
2258.875,97.01666752,21.2,2.343,131,6.54,5.31,188.8971427
2259,97.69982041,20.7,2.344,132,6.19,5.01,187.8701578
2259.125,97.1028523,20.1,2.341,132,5.86,4.72,186.6705094
2259.25,96.54714685,20,2.338,131,5.64,4.53,185.9203823
2259.375,96.03378622,20.2,2.345,131,5.61,4.48,185.8786045
2259.5,95.4865082,20.7,2.357,132,5.7,4.54,186.6284111
2259.625,94.90578937,21,2.362,132,5.84,4.68,188.1214094
2259.75,95.03423425,21.1,2.351,131,6.01,4.85,190.4655696
2259.875,94.92966831,20.9,2.333,129,6.18,5.03,192.8878255
2260,94.90194016,20.6,2.318,125,6.31,5.16,194.7853498
2260.125,95.02714587,21,2.319,123,6.33,5.2,195.8380549
2260.25,95.25819219,21.6,2.339,123,6.22,5.13,195.9181938
2260.375,95.42707343,22,2.371,124,6,4.98,195.1083185
2260.5,94.9959586,22,2.392,126,5.75,4.79,193.283539
2260.625,93.91461962,22.3,2.372,127,5.53,4.61,191.3891132
2260.75,93.0099376,23.2,2.306,128,5.4,4.5,189.7006346
2260.875,92.51614488,23.4,2.235,129,5.38,4.46,188.2213982
2261,92.21916621,22.2,2.188,130,5.45,4.49,186.8505979
2261.125,91.75123642,20.5,2.181,130,5.57,4.54,185.9198236
2261.25,91.45319049,19.5,2.208,130,5.68,4.59,185.1791993
2261.375,91.03190466,19.5,2.255,130,5.78,4.67,184.772006
2261.5,91.0919061,19.8,2.302,129,5.9,4.78,184.8378537
2261.625,92.09938871,19.9,2.336,128,6.03,4.9,185.3571395
2261.75,94.01507927,19.8,2.357,130,6.14,4.99,186.0934871
2261.875,94.78345197,19.8,2.37,133,6.16,5.01,187.0400094
2262,94.86949232,20.2,2.378,137,6.07,4.97,187.8134514
2262.125,94.96692192,20.7,2.381,141,5.9,4.88,188.1128219
2262.25,95.1791878,20.9,2.385,144,5.76,4.81,187.9074628
2262.375,95.27153012,20.5,2.393,145,5.7,4.78,187.2593166
2262.5,94.86134311,19.9,2.404,144,5.75,4.82,185.9733094
2262.625,94.05564075,19.5,2.415,141,5.82,4.87,184.0441939
2262.75,93.09844751,19.2,2.42,137,5.85,4.92,182.0196778
2262.875,92.09537041,19.1,2.424,133,5.85,4.96,179.9166287
2263,91.13152461,19.1,2.436,131,5.88,5,177.7769957
2263.125,90.27551312,19.3,2.459,130,5.98,5.08,175.7356278
2263.25,89.63903018,19.4,2.486,129,6.16,5.21,173.986284
2263.375,88.65846693,19.6,2.504,128,6.38,5.38,172.3534116
2263.5,87.84819101,19.4,2.505,128,6.57,5.52,171.0779224
2263.625,87.69687448,18.9,2.49,128,6.64,5.59,170.337002
2263.75,88.37404567,18.6,2.465,128,6.56,5.54,170.2364553
2263.875,89.20705092,18.9,2.439,127,6.3,5.38,170.8116686
2264,90.38207047,20,2.421,127,5.97,5.16,172.2447121
2264.125,91.73320906,21.4,2.415,129,5.64,4.92,174.0356022
2264.25,92.86931667,22.1,2.421,130,5.42,4.74,175.9464667
2264.375,93.51849908,21.7,2.433,130,5.33,4.66,177.8114207
2264.5,93.58515748,20.7,2.447,130,5.38,4.69,179.5145821
2264.625,93.16356955,19.8,2.462,131,5.51,4.81,180.6924856
2264.75,92.85372218,19.3,2.481,131,5.64,4.95,181.6098705
2264.875,92.4747435,19.3,2.497,131,5.72,5.08,182.3817134
2265,92.20183406,19.6,2.504,131,5.72,5.13,183.0434581
2265.125,92.28985105,20.2,2.503,132,5.61,5.09,183.6315369
2265.25,92.94519882,20.8,2.497,134,5.41,4.97,184.2209398
2265.375,93.72687822,21.1,2.489,134,5.2,4.83,184.4404513
2265.5,94.47640413,21.1,2.48,133,5.04,4.73,184.2698866
2265.625,95.07479646,21,2.47,132,4.99,4.71,183.7282321
2265.75,95.33539259,20.9,2.461,131,4.98,4.73,182.8977029
2265.875,95.11309606,20.9,2.455,130,4.99,4.77,181.9200214
2266,94.75974961,20.7,2.452,129,4.98,4.8,181.0648705
2266.125,94.11710899,20.7,2.443,128,5.01,4.86,180.4223533
2266.25,93.6142189,20.9,2.425,129,5.12,4.98,180.0144864
2266.375,93.14352992,21.2,2.404,129,5.3,5.16,179.7955073
2266.5,92.62346266,21.1,2.386,128,5.52,5.38,179.6917425
2266.625,92.20624199,20.5,2.375,126,5.76,5.61,179.6225968
2266.75,92.63373543,19.7,2.366,125,5.94,5.79,179.2435778
2266.875,92.71472723,19.1,2.353,126,5.99,5.86,178.2498949
2267,93.07991949,18.9,2.339,128,5.9,5.78,176.5519499
2267.125,93.51661122,19.2,2.331,131,5.73,5.63,173.9785726
2267.25,93.39257907,19.9,2.33,132,5.6,5.49,170.3979886
2267.375,92.34886188,20.2,2.329,132,5.59,5.48,165.9358003
2267.5,90.43492776,18.6,2.327,130,5.84,5.71,161.3320886
2267.625,87.12374449,15.3,2.338,128,6.53,6.33,156.9385331
2267.75,83.41617034,12.6,2.383,127,7.84,7.49,153.4868342
2267.875,80.72117677,11,2.455,127,9.61,9.06,151.6626258
2268,80.4747168,10.7,2.527,129,11.22,10.57,151.945031
2268.125,82.65745958,11.2,2.557,130,11.79,11.29,154.7389942
2268.25,86.04252283,12.6,2.53,132,11.02,10.86,159.603849
2268.375,89.55271115,15,2.463,135,9.18,9.37,165.654011
2268.5,93.16077684,17.6,2.396,138,7.26,7.64,172.0628969
2268.625,97.03964744,19.9,2.347,139,5.86,6.27,178.1055407
2268.75,100.44803,21.7,2.318,136,5.26,5.62,183.2903341
2268.875,102.1696852,23,2.301,132,5.13,5.45,186.7442156
2269,103.2028051,23.9,2.291,129,5.25,5.55,188.7443695
2269.125,101.5048243,23.9,2.289,129,5.43,5.73,189.5673306
2269.25,96.96975781,23.5,2.294,130,5.59,5.88,189.4518266
2269.375,91.94377441,22.9,2.302,133,5.69,5.96,188.5730596
2269.5,90.68606444,22.5,2.308,135,5.74,5.99,187.2788503
2269.625,90.34560938,21.9,2.316,136,5.79,6.02,185.9953379
2269.75,90.30357736,20.8,2.336,134,5.87,6.09,184.8296244
2269.875,90.8687456,19.7,2.364,131,5.99,6.18,183.8598141
2270,91.94548615,19.1,2.385,130,6.1,6.26,183.13079
2270.125,91.6550498,19.3,2.389,130,6.19,6.3,182.6453077
2270.25,91.79614331,19.9,2.382,131,6.25,6.31,182.399468
2270.375,91.92803635,20.6,2.372,133,6.29,6.28,182.2850914
2270.5,92.10334429,20.8,2.364,133,6.33,6.25,182.2717165
2270.625,92.38111391,20.9,2.36,132,6.38,6.23,182.3018295
2270.75,92.75297513,21.3,2.361,130,6.45,6.27,182.2948385
2270.875,92.79029469,22,2.362,129,6.56,6.34,182.1387526
2271,92.87292657,22.1,2.359,129,6.68,6.41,181.7448476
2271.125,92.93199744,21.4,2.357,130,6.81,6.48,181.1668847
2271.25,92.88693307,20.3,2.368,129,6.91,6.54,180.5661622
2271.375,92.64058642,19.8,2.394,128,6.97,6.6,180.1016683
2271.5,92.07242697,19.9,2.427,126,6.99,6.62,179.8592963
2271.625,92.04309823,20.1,2.448,125,6.95,6.59,180.0413545
2271.75,92.12389469,20.4,2.457,124,6.87,6.51,180.5630268
2271.875,92.11993373,20.5,2.462,125,6.77,6.39,181.2131696
2272,92.17197717,20.8,2.47,127,6.67,6.27,181.8359039
2272.125,92.5767832,21.2,2.488,127,6.58,6.15,182.3289979
2272.25,93.3330168,21.7,2.513,128,6.47,6.02,182.5954021
2272.375,93.86336398,22.1,2.532,128,6.34,5.89,182.4883232
2272.5,94.13419068,22.4,2.532,130,6.16,5.74,182.0734424
2272.625,93.5945624,22.7,2.508,132,6,5.6,181.4290887
2272.75,92.45601752,23,2.464,134,5.9,5.49,180.6173472
2272.875,92.12636588,22.8,2.41,136,5.92,5.47,179.6560933
2273,91.65326877,22,2.369,136,6.05,5.56,178.5306012
2273.125,90.68080472,20.9,2.359,134,6.26,5.72,177.4631644
2273.25,90.25983694,19.9,2.395,131,6.49,5.94,176.6011653
2273.375,90.23190945,19.5,2.433,130,6.68,6.13,176.089326
2273.5,90.14861496,19.4,2.433,129,6.78,6.27,176.0883073
2273.625,90.96816877,19.6,2.405,127,6.82,6.36,176.9187699
2273.75,92.97205276,19.8,2.382,126,6.85,6.43,178.6611878
2273.875,94.65810492,20.5,2.374,126,6.93,6.54,181.0429242
2274,95.91740591,21.5,2.381,128,7.13,6.75,183.7970908
2274.125,96.81001417,22.2,2.39,132,7.45,7.05,186.5828684
2274.25,97.37394902,22.1,2.385,136,7.86,7.4,189.0153811
2274.375,97.03446411,21.3,2.359,138,8.24,7.71,190.6056042
2274.5,96.62078451,20.3,2.329,139,8.53,7.96,190.9986715
2274.625,95.98441358,19.6,2.32,139,8.72,8.15,190.3057644
2274.75,95.58524462,19,2.342,140,8.79,8.25,188.7704197
2274.875,95.81422034,18.8,2.382,142,8.76,8.24,186.669421
2275,96.18019803,18.8,2.41,142,8.61,8.09,184.1238173
2275.125,94.21323576,19.1,2.414,143,8.42,7.9,181.5806159
2275.25,92.27845669,19.8,2.398,142,8.25,7.72,179.0364837
2275.375,90.94884961,20.7,2.386,140,8.07,7.54,176.4030189
2275.5,90.28773845,21.3,2.389,136,7.82,7.31,173.6605902
2275.625,89.95343432,21.3,2.401,132,7.55,7.07,170.878889
2275.75,89.31129193,20.5,2.406,130,7.34,6.88,168.3169632
2275.875,89.98196299,19.6,2.397,130,7.14,6.71,166.6985894
2276,91.17319816,19.5,2.385,132,6.89,6.48,166.003277
2276.125,92.61769744,20.3,2.382,135,6.62,6.24,166.3615014
2276.25,94.24185906,21.7,2.395,138,6.44,6.06,167.8057783
2276.375,96.1119378,22.8,2.419,138,6.29,5.94,170.1409161
2276.5,95.3409063,22.7,2.442,137,6.13,5.8,172.5948433
2276.625,95.21627644,21.9,2.451,137,6,5.68,175.0679992
2276.75,95.22569009,21.2,2.451,137,5.98,5.65,177.3258943
2276.875,94.95768287,21,2.454,136,6.04,5.68,179.3078593
2277,94.32624777,21,2.471,132,6.1,5.72,181.1179065
2277.125,94.12086719,21,2.496,129,6.09,5.72,183.0192352
2277.25,93.95270512,20.9,2.519,128,6.04,5.67,185.0226634
2277.375,93.77354226,20.7,2.531,129,5.97,5.59,187.1690272
2277.5,93.98155591,20.8,2.528,129,5.92,5.5,189.3068667
2277.625,94.71215335,21.2,2.508,128,5.87,5.41,191.2295791
2277.75,95.49307526,21.9,2.465,127,5.83,5.33,192.7303993
2277.875,95.29520407,22.3,2.406,128,5.85,5.31,193.389128
2278,94.60002854,22.3,2.35,130,5.94,5.35,193.2610407
2278.125,94.60453681,21.8,2.322,132,6.1,5.43,192.3972465
2278.25,94.88897664,21.3,2.324,134,6.29,5.52,190.9404274
2278.375,94.45842815,20.9,2.347,135,6.46,5.61,189.088013
2278.5,94.12123983,21,2.377,136,6.6,5.7,187.0317466
2278.625,93.24281306,21.2,2.407,137,6.74,5.8,184.8027965
2278.75,92.73634783,20.9,2.434,136,6.92,5.92,182.5998283
2278.875,92.29402382,19.9,2.456,133,7.15,6.08,180.4858832
2279,91.63015112,19.1,2.468,131,7.4,6.28,178.5170531
2279.125,90.77089902,19.2,2.469,130,7.59,6.45,176.7676455
2279.25,90.2594981,19.9,2.463,131,7.7,6.55,175.6027012
2279.375,90.02994186,20.9,2.452,130,7.75,6.57,174.7183438
2279.5,89.69654193,21.6,2.429,127,7.8,6.57,173.8643028
2279.625,89.49134724,21.5,2.391,126,7.88,6.6,172.8150585
2279.75,89.44894954,20.6,2.352,127,8.02,6.72,171.4029009
2279.875,87.91786358,19.1,2.352,129,8.24,6.9,169.5767033
2280,87.21140873,18.1,2.396,133,8.46,7.1,167.8592509
2280.125,86.836725,18.2,2.464,134,8.58,7.23,166.71915
2280.25,86.78688445,19.3,2.509,131,8.49,7.22,166.5760781
2280.375,86.87935302,20.6,2.517,127,8.23,7.08,167.6801652
2280.5,86.7694666,21.4,2.502,125,7.84,6.83,170.069557
2280.625,86.84533602,21.9,2.479,125,7.38,6.48,173.6732315
2280.75,90.8564773,22.1,2.448,124,6.87,6.06,177.9851058
2280.875,94.92187054,21.9,2.402,123,6.32,5.61,182.4684147
2281,97.76773701,21.6,2.342,122,5.8,5.17,186.7576112
2281.125,99.3257124,22,2.276,123,5.34,4.79,190.5098613
2281.25,100.3195608,23.3,2.221,125,5.04,4.53,193.2777419
2281.375,99.81692362,24.1,2.19,127,4.93,4.39,194.5609969
2281.5,98.07640951,23.7,2.196,129,4.95,4.37,194.7233047
2281.625,95.82665958,22.6,2.24,130,5.05,4.45,193.8065599
2281.75,93.74933839,21.8,2.305,130,5.16,4.56,192.0170258
2281.875,92.28410886,21.3,2.369,130,5.24,4.69,189.6845579
2282,90.89065413,20.7,2.415,131,5.29,4.8,187.0082948
2282.125,90.94860531,20.5,2.444,131,5.34,4.92,184.3106189
2282.25,90.56642133,20.8,2.464,129,5.46,5.07,181.7907053
2282.375,89.95790971,21.5,2.482,127,5.66,5.28,179.6216854
2282.5,89.55030276,22,2.494,127,5.93,5.52,177.9372681
2282.625,89.13708097,21.8,2.494,128,6.19,5.74,176.8140726
2282.75,88.47418589,21.2,2.488,130,6.39,5.9,176.0347331
2282.875,88.02376693,20.2,2.489,128,6.49,5.98,175.5967185
2283,88.02029482,19.3,2.508,125,6.47,5.94,175.200048
2283.125,88.3576208,18.8,2.537,124,6.35,5.81,174.6169013
2283.25,88.69474941,18.8,2.558,127,6.15,5.6,173.7247031
2283.375,88.61002172,19.2,2.553,129,5.92,5.37,172.5793619
2283.5,88.10290991,19.4,2.526,128,5.73,5.19,171.0358395
2283.625,87.77691713,19.2,2.49,124,5.68,5.13,169.343861
