DEPTH,DT,CNL,DEN,GR,RD,RS,DTXX
2107,82.1962248,17.3,2.451,120,4.91,5.11,168.2475976
2107.125,81.98457552,16.9,2.444,118,5.18,5.37,166.3687762
2107.25,81.67768084,16.3,2.437,116,5.4,5.6,165.1724094
2107.375,81.50933169,15.8,2.435,114,5.55,5.76,164.5812354
2107.5,81.74284547,15.7,2.448,116,5.57,5.82,164.7623378
2107.625,81.97296076,15.7,2.478,122,5.46,5.77,165.3689451
2107.75,82.94933681,15.7,2.516,130,5.33,5.68,166.2432933
2107.875,84.29351824,15.7,2.547,135,5.27,5.63,167.371199
2108,85.53501562,15.7,2.566,135,5.3,5.62,168.7286783
2108.125,86.8212689,16.2,2.571,132,5.33,5.62,170.1961159
2108.25,88.10966765,16.9,2.567,130,5.31,5.57,171.8418662
2108.375,88.63765302,17.6,2.553,129,5.25,5.49,173.4513661
2108.5,89.01814429,18,2.529,129,5.14,5.37,174.8330602
2108.625,89.36521155,18,2.498,128,5.02,5.22,175.8329214
2108.75,89.38987723,17.9,2.466,128,4.89,5.08,176.3313131
2108.875,89.02332539,17.7,2.448,130,4.79,4.99,176.0868906
2109,88.62248294,17.3,2.451,133,4.74,4.94,175.2079126
2109.125,87.90726594,16.9,2.472,134,4.75,4.96,173.9443945
2109.25,86.63611811,16.8,2.495,131,4.84,5.06,172.5812781
2109.375,85.19163104,17,2.507,128,4.97,5.2,171.404982
2109.5,84.97616188,17.3,2.505,127,5.1,5.35,170.6479282
2109.625,86.49217402,17.6,2.495,129,5.2,5.45,170.904275
2109.75,87.41591056,18.3,2.484,131,5.22,5.49,172.2342571
2109.875,89.01388491,19.4,2.466,131,5.12,5.42,174.3999356
2110,90.67416378,20.6,2.436,131,4.9,5.23,177.1235791
2110.125,91.14389094,21.4,2.391,131,4.63,4.99,180.078868
2110.25,91.61780827,21.4,2.35,131,4.39,4.75,182.7413516
2110.375,91.54051988,21.2,2.335,131,4.24,4.58,184.3552378
2110.5,91.11591864,20.8,2.351,130,4.19,4.51,185.0002171
2110.625,90.38034337,20,2.386,128,4.24,4.54,184.8353192
2110.75,89.59244173,19.2,2.418,128,4.33,4.64,184.0250976
2110.875,89.29733839,18.9,2.44,128,4.41,4.72,182.6925751
2111,89.49295846,19,2.449,126,4.43,4.75,181.325121
2111.125,89.51863858,19,2.445,123,4.41,4.74,180.1545124
2111.25,89.2947666,18.9,2.433,123,4.42,4.73,179.2256252
2111.375,89.03755938,18.9,2.429,125,4.49,4.78,178.6600578
2111.5,88.97903445,19,2.441,127,4.63,4.89,178.534623
2111.625,88.92120965,18.6,2.466,127,4.8,5.05,178.6912011
2111.75,88.58435787,17.9,2.486,125,4.94,5.22,178.9583557
2111.875,88.30434213,17.3,2.493,125,5.02,5.35,179.3047484
2112,88.15983885,17.5,2.489,126,5.02,5.39,179.5073243
2112.125,88.18730919,18.1,2.482,128,4.99,5.39,179.4567287
2112.25,88.36838524,18.6,2.482,129,4.95,5.38,179.2028236
2112.375,88.16571135,18.7,2.489,131,4.96,5.39,178.8104352
2112.5,87.89929304,18.6,2.494,132,5.02,5.43,178.1130961
2112.625,87.94907028,18.3,2.484,131,5.14,5.52,177.2973061
2112.75,87.91362723,18.2,2.46,129,5.29,5.65,176.374384
2112.875,87.43391824,18.2,2.437,126,5.44,5.78,175.3148629
2113,87.00199567,18.1,2.429,123,5.6,5.92,174.1297415
2113.125,87.2915876,17.8,2.436,121,5.74,6.06,173.1838464
2113.25,87.36262605,17.7,2.445,122,5.82,6.15,172.6967002
2113.375,87.52219134,17.8,2.441,123,5.79,6.16,172.7787435
2113.5,87.83603419,17.9,2.425,123,5.72,6.12,173.4412771
2113.625,88.0732624,18.1,2.411,123,5.67,6.08,174.5905953
2113.75,87.80087067,18.6,2.424,123,5.63,6.04,175.9578033
2113.875,87.87128976,19.2,2.47,125,5.6,6.03,177.0914015
2114,88.08235249,19.5,2.532,127,5.65,6.08,177.9875003
2114.125,88.37150768,19.4,2.567,129,5.75,6.19,178.6918195
2114.25,88.79592664,19.2,2.554,129,5.85,6.29,179.2947234
2114.375,89.59038202,19.2,2.502,126,5.89,6.34,179.9307963
2114.5,90.1094065,19.2,2.449,124,5.91,6.38,180.8181465
2114.625,90.57461752,18.8,2.42,123,5.96,6.45,181.7694254
2114.75,90.9452273,18.1,2.418,123,6.04,6.54,182.7085957
2114.875,91.15915709,17.4,2.426,125,6.15,6.64,183.5432161
2115,91.12784705,17.1,2.429,126,6.29,6.77,184.1706839
2115.125,90.60348681,17.3,2.424,127,6.42,6.9,184.4338893
2115.25,90.28127756,17.8,2.416,128,6.48,6.98,184.2635923
2115.375,90.35680689,18.2,2.412,131,6.46,6.99,183.6472512
2115.5,90.11567533,18.7,2.412,133,6.42,6.95,182.5256726
2115.625,89.66371831,19.2,2.412,133,6.39,6.9,180.8212844
2115.75,90.56185558,19.7,2.406,133,6.36,6.84,178.4352661
2115.875,86.94317119,19.5,2.394,131,6.35,6.79,175.4086913
2116,84.47352579,18.4,2.384,127,6.45,6.83,172.1388638
2116.125,84.35057598,16.9,2.389,122,6.79,7.07,168.9241743
2116.25,84.82622106,16,2.413,118,7.32,7.49,166.1211877
2116.375,83.74303406,15.9,2.449,114,7.9,7.96,164.1290335
2116.5,83.80692841,16.7,2.477,113,8.28,8.3,163.564893
2116.625,83.83331352,17.7,2.485,114,8.33,8.39,164.7156966
2116.75,83.98309331,18.6,2.476,118,8.03,8.2,166.5726024
2116.875,85.22255256,18.9,2.468,122,7.48,7.78,169.4784029
2117,87.49698517,18.8,2.471,126,6.85,7.26,173.3693749
2117.125,89.40776339,18.7,2.479,127,6.3,6.77,177.4874106
2117.25,90.19007966,18.5,2.48,127,5.95,6.44,180.7710392
2117.375,90.0833086,17.9,2.474,128,5.8,6.29,182.7039197
2117.5,89.72952992,17.1,2.469,130,5.79,6.29,183.2490244
2117.625,89.25751411,16.7,2.473,132,5.85,6.37,182.3928287
2117.75,88.60342297,16.5,2.489,132,5.99,6.51,180.2566171
2117.875,87.73547677,16.3,2.509,129,6.21,6.73,177.1800915
2118,85.49700564,16.2,2.522,125,6.48,7,173.7919288
2118.125,83.43863465,16.1,2.523,122,6.78,7.25,170.8525835
2118.25,82.29748799,15.9,2.517,118,7.14,7.53,168.6338305
2118.375,82.12107723,15.3,2.512,115,7.53,7.83,167.2778743
2118.5,82.34524626,14.7,2.51,111,7.8,8.03,166.7986092
2118.625,82.61813012,14.3,2.507,110,7.76,7.95,166.9902102
2118.75,82.78059895,14.1,2.499,113,7.46,7.62,167.1735734
2118.875,82.94602782,14.3,2.491,120,7.05,7.22,167.1098909
2119,83.03210728,14.7,2.495,125,6.72,6.92,166.6853565
2119.125,82.84072598,15,2.513,124,6.57,6.77,165.8445652
2119.25,82.03560787,15.2,2.531,119,6.7,6.83,164.5519963
2119.375,80.62495846,15.1,2.535,113,7.08,7.12,163.068875
2119.5,79.50022585,14.6,2.528,109,7.59,7.58,161.6900928
2119.625,79.02848537,14,2.521,108,8.03,8.04,160.6512074
2119.75,79.36167165,13.7,2.52,108,8.3,8.34,160.1974746
2119.875,80.41507238,14,2.514,112,8.35,8.43,160.5618162
2120,81.64596148,14.6,2.481,118,8.14,8.26,162.0774822
2120.125,82.84876811,15.3,2.42,125,7.69,7.86,164.5077224
2120.25,83.97945282,16,2.356,130,7.13,7.33,167.4601932
2120.375,84.74776804,16.5,2.329,133,6.69,6.89,170.698749
2120.5,85.0323685,16.7,2.347,135,6.51,6.68,173.9946146
2120.625,85.10946824,16.7,2.39,136,6.58,6.7,177.1178101
2120.75,86.66479186,17,2.414,135,6.74,6.82,179.7529406
2120.875,89.14860866,17.6,2.4,133,6.81,6.85,181.7124906
2121,90.95631765,18.3,2.351,130,6.58,6.64,182.7254233
2121.125,91.59610308,18.6,2.302,129,6.14,6.24,182.5739458
2121.25,91.37611575,19.1,2.276,130,5.68,5.8,181.1158161
2121.375,90.83543333,20,2.287,133,5.47,5.58,178.1907833
2121.5,89.62397211,20.5,2.325,135,5.6,5.67,174.0648627
2121.625,88.44812559,19.9,2.372,136,6.07,6.08,169.4742854
2121.75,87.03927881,18.7,2.405,136,6.66,6.65,164.9726483
2121.875,85.30041522,17.8,2.42,135,7.17,7.17,161.1149636
2122,83.61033209,17.4,2.421,135,7.44,7.49,158.4286457
2122.125,83.37107684,17.3,2.417,134,7.51,7.59,157.7872415
2122.25,84.03261299,17.3,2.41,132,7.46,7.58,158.9530801
2122.375,84.82686319,17.2,2.399,128,7.42,7.58,161.5320978
2122.5,85.37835007,17.5,2.383,125,7.44,7.6,165.1170647
2122.625,85.76642854,18,2.364,124,7.45,7.61,169.2659491
2122.75,87.0373439,18.6,2.35,124,7.32,7.45,173.5045482
2122.875,88.90209482,18.9,2.345,126,7,7.09,176.8407025
2123,89.7475042,19,2.341,127,6.57,6.63,179.3084592
2123.125,89.78800315,19.1,2.333,127,6.23,6.24,180.7529165
2123.25,89.41467408,18.9,2.326,126,6.05,6.02,181.1649454
2123.375,88.97272001,18.4,2.33,125,6.05,5.97,180.7283458
2123.5,88.97313012,18,2.345,124,6.19,6.07,179.9096122
2123.625,88.24519062,18.1,2.36,124,6.4,6.29,179.1487846
2123.75,87.26311096,18.6,2.36,125,6.56,6.51,178.9274924
2123.875,86.65883642,19.4,2.344,126,6.56,6.57,179.4440606
2124,86.98732493,20.1,2.323,127,6.38,6.44,180.7306955
2124.125,88.47584199,20.7,2.304,128,6.13,6.2,182.7196226
2124.25,89.19513248,21,2.288,127,5.9,5.96,184.9805104
2124.375,89.86795315,20.8,2.272,127,5.72,5.76,186.9203823
2124.5,90.19450794,20.3,2.261,128,5.57,5.59,188.1808039
2124.625,90.17114311,19.9,2.26,129,5.48,5.47,188.533787
2124.75,90.04235669,19.7,2.271,129,5.49,5.46,187.9011505
2124.875,89.38389213,19.6,2.293,128,5.66,5.57,186.3360259
2125,88.33870098,19.4,2.323,124,5.97,5.81,184.3478421
2125.125,87.25382034,18.8,2.359,122,6.36,6.15,182.5137218
2125.25,86.47076824,18.2,2.389,120,6.76,6.53,181.1124746
2125.375,86.24827244,17.8,2.404,119,7.15,6.93,180.2869805
2125.5,86.67182887,17.8,2.406,117,7.49,7.3,180.0710192
2125.625,87.32704213,18.1,2.415,115,7.74,7.57,180.2891934
2125.75,87.65506909,18.5,2.436,116,7.87,7.69,180.2460287
2125.875,88.06429344,18.5,2.457,117,7.93,7.71,179.8085531
2126,88.48364593,17.9,2.472,118,8,7.74,178.8352603
2126.125,88.52736555,17.2,2.488,118,8.12,7.81,177.2311354
2126.25,87.99021004,16.8,2.516,118,8.26,7.92,175.1491144
2126.375,87.68681568,17,2.556,117,8.42,8.06,173.0952985
2126.5,87.43208996,17.8,2.604,117,8.59,8.22,171.2138919
2126.625,87.47096759,19.1,2.641,119,8.67,8.3,169.5611128
2126.75,87.78802867,20.2,2.652,122,8.58,8.22,168.2957269
2126.875,87.84380827,20.4,2.625,122,8.31,7.97,167.7465071
2127,87.59495656,19.8,2.572,120,8.02,7.67,167.5808247
2127.125,87.3700189,18.8,2.521,117,7.8,7.4,167.2001098
2127.25,87.11731791,18.2,2.493,115,7.62,7.19,166.8076372
2127.375,86.6692834,17.9,2.48,113,7.43,6.99,166.5823833
2127.5,85.96455052,17.8,2.479,113,7.23,6.79,166.6745987
2127.625,85.64975394,17.9,2.479,113,7,6.61,167.2428402
2127.75,85.67486365,18.2,2.464,115,6.75,6.41,168.8065108
2127.875,86.86809888,18.8,2.432,118,6.5,6.21,170.6144216
2128,88.8274939,19.4,2.399,121,6.33,6.07,172.3562455
2128.125,90.6576086,19.9,2.384,123,6.25,6.02,173.8281479
2128.25,91.23136936,20,2.39,124,6.22,6,174.9088126
2128.375,91.26245531,19.4,2.403,124,6.15,5.97,175.1824346
2128.5,91.31433583,18.5,2.411,123,6.05,5.9,175.2471082
2128.625,90.98958222,17.6,2.407,122,5.94,5.81,175.1429366
2128.75,90.45030945,17.3,2.399,121,5.87,5.75,174.8788789
2128.875,89.95724882,17.4,2.395,122,5.83,5.72,174.4785969
2129,89.3224063,18,2.397,123,5.86,5.75,174.0356835
2129.125,88.72997343,18.8,2.404,125,5.93,5.82,173.8316033
2129.25,88.53225072,19.4,2.413,125,5.98,5.87,174.2660713
2129.375,88.68550696,19.6,2.416,125,5.95,5.83,175.3194669
2129.5,89.1073815,19.6,2.409,124,5.85,5.73,176.9249299
2129.625,89.71096339,19.5,2.392,124,5.75,5.64,179.0111896
2129.75,90.32562874,19.2,2.377,124,5.69,5.6,181.5418655
2129.875,91.06017303,18.9,2.374,124,5.68,5.61,183.8387256
2130,91.81290223,18.7,2.381,124,5.71,5.65,185.929653
2130.125,92.7793481,19,2.387,124,5.75,5.7,187.6852268
2130.25,93.88407992,19.6,2.388,124,5.77,5.73,188.8551459
2130.375,94.19133058,20.2,2.391,125,5.7,5.69,188.9858053
2130.5,94.48282054,20.5,2.406,127,5.61,5.61,188.3908392
2130.625,94.31165689,20.6,2.433,129,5.56,5.55,187.2726059
2130.75,93.77869928,20.3,2.461,131,5.63,5.58,185.8284451
2130.875,92.88895814,19.7,2.48,133,5.77,5.7,184.2837207
2131,91.64725807,19.2,2.492,133,5.93,5.85,182.8370283
2131.125,90.78529941,19.1,2.502,131,6.04,5.98,181.4702304
2131.25,90.11171129,19.1,2.513,129,6.08,6.03,180.63388
2131.375,89.97774921,19.1,2.521,127,6.04,5.98,180.5178699
2131.5,90.14794554,19.1,2.516,126,5.91,5.86,181.3045736
2131.625,90.56292848,19.5,2.491,127,5.76,5.71,183.0767236
2131.75,91.74419488,20.5,2.44,130,5.63,5.61,185.7744762
2131.875,95.04688727,21.8,2.373,133,5.56,5.56,189.009344
2132,97.0003145,22.9,2.305,136,5.55,5.57,192.3308478
2132.125,99.04787874,23.6,2.263,137,5.64,5.67,195.5245974
2132.25,100.884472,23.7,2.257,136,5.83,5.85,198.3529948
2132.375,101.3865077,23,2.285,134,6.05,6.06,200.587066
2132.5,100.9020917,21.8,2.33,132,6.26,6.26,201.9678075
2132.625,100.1323503,20.8,2.373,130,6.41,6.42,202.2280638
2132.75,98.92600486,20.6,2.4,129,6.47,6.49,201.5087669
2132.875,97.50934921,20.6,2.411,129,6.41,6.46,200.036853
2133,96.28889016,20.7,2.412,129,6.24,6.33,198.0632944
2133.125,95.7761523,20.8,2.411,130,5.99,6.1,195.7998299
2133.25,96.01376713,21.3,2.412,134,5.71,5.85,193.4513226
2133.375,96.44770669,22.2,2.409,138,5.48,5.64,191.1477422
2133.5,96.69248996,23,2.398,140,5.37,5.53,188.934048
2133.625,96.54366476,23.1,2.38,140,5.39,5.55,186.9504197
2133.75,95.96599469,22.7,2.366,138,5.53,5.71,185.3803991
2133.875,95.16358327,22.3,2.361,137,5.73,5.96,184.4593033
2134,93.90523484,22.2,2.353,136,5.93,6.22,184.3260175
2134.125,92.95866345,22.3,2.33,136,6.09,6.4,184.8011024
2134.25,92.22171332,22,2.297,134,6.16,6.49,185.7218446
2134.375,91.60077087,21.3,2.275,134,6.15,6.5,186.8965535
2134.5,91.12612972,20.5,2.285,133,6.07,6.43,188.1230741
2134.625,90.88523406,19.8,2.337,131,5.95,6.31,189.1140518
2134.75,90.78356083,19.4,2.413,129,5.81,6.16,189.6555108
2134.875,90.73502638,19.2,2.487,128,5.66,5.99,189.6611729
2135,90.78069613,19.3,2.52,129,5.51,5.82,189.1735594
2135.125,90.9448813,19.8,2.505,131,5.36,5.63,188.315148
2135.25,91.08620348,20.7,2.467,130,5.17,5.41,187.2455942
2135.375,91.78028583,21.6,2.436,127,4.93,5.15,186.0752407
2135.5,92.09133701,22.1,2.422,123,4.67,4.89,184.9516498
2135.625,92.06699888,22,2.416,122,4.43,4.68,183.8556954
2135.75,91.94405367,21.9,2.397,123,4.25,4.54,182.7455373
2135.875,91.92596122,21.8,2.37,125,4.18,4.49,181.5932667
2136,90.90931096,21.5,2.355,125,4.24,4.56,180.5874432
2136.125,90.53651575,21.1,2.351,123,4.37,4.71,179.8698429
2136.25,89.62891142,20.5,2.355,120,4.49,4.86,179.5196175
2136.375,88.70529003,19.9,2.366,120,4.55,4.94,179.6785079
2136.5,88.4970628,19.4,2.384,121,4.56,4.96,180.4244056
2136.625,89.1912065,19.3,2.405,123,4.5,4.91,181.6972075
2136.75,89.57735322,19.6,2.415,125,4.37,4.79,182.764892
2136.875,90.80619232,20,2.407,128,4.2,4.64,184.1806851
2137,91.40424843,20.3,2.386,131,4.05,4.48,185.782647
2137.125,91.16345866,20.4,2.375,132,3.97,4.39,187.3312768
2137.25,90.85419167,20.3,2.382,132,3.97,4.38,188.5912417
2137.375,91.28718051,20.2,2.401,131,4.05,4.44,189.4823998
2137.5,91.15817493,20.2,2.412,129,4.15,4.53,190.0040819
2137.625,91.21999678,20.1,2.407,129,4.2,4.57,190.2301619
2137.75,91.38231437,19.9,2.396,129,4.19,4.57,190.1619713
2137.875,91.48391916,19.6,2.392,130,4.14,4.53,189.7716167
2138,91.52491404,19.6,2.403,131,4.11,4.5,188.9981992
2138.125,91.56313583,19.9,2.424,129,4.14,4.53,187.7659157
2138.25,91.21615577,19.9,2.448,124,4.24,4.64,186.2845927
2138.375,90.67592316,19.3,2.471,119,4.4,4.81,184.7464659
2138.5,90.21774665,18.7,2.491,118,4.53,4.95,183.3586132
2138.625,90.08615203,18.6,2.503,119,4.6,5.03,182.2971342
2138.75,90.26668025,19.2,2.499,122,4.57,5.03,181.6436729
2138.875,90.55643209,19.9,2.482,125,4.49,4.97,181.2655835
2139,90.28821785,20,2.463,128,4.42,4.92,180.8942493
2139.125,89.75340669,19.5,2.458,129,4.43,4.93,180.3699003
2139.25,89.18688209,19,2.469,130,4.54,5.04,179.6326555
2139.375,88.56321404,18.6,2.485,130,4.75,5.25,178.7463274
2139.5,87.89900801,18.6,2.483,128,4.99,5.51,177.9758222
2139.625,87.76665827,18.9,2.458,127,5.18,5.72,177.5644701
2139.75,87.96896765,19.2,2.421,127,5.23,5.81,177.5448877
2139.875,88.41493753,19.3,2.394,128,5.16,5.78,177.8556467
2140,89.03527382,19.3,2.39,128,5.01,5.66,178.3544305
2140.125,89.71202907,19.3,2.411,127,4.84,5.53,178.7969338
2140.25,89.758104,19.1,2.444,128,4.7,5.43,178.8756894
2140.375,89.48876398,18.6,2.476,130,4.6,5.38,178.6023002
2140.5,89.08526562,17.9,2.499,133,4.57,5.37,178.0430108
2140.625,88.74646627,17.5,2.51,135,4.6,5.42,177.2963104
2140.75,88.63149744,17.6,2.508,136,4.66,5.49,176.4808445
2140.875,88.31645479,17.9,2.496,135,4.71,5.55,175.7782526
2141,88.17906148,18.2,2.484,133,4.74,5.59,175.2410346
2141.125,88.07346949,18.4,2.484,132,4.76,5.61,174.8428589
2141.25,87.80899508,18.3,2.496,131,4.81,5.63,174.5969685
2141.375,87.35432743,18.3,2.508,129,4.91,5.69,174.4992865
2141.5,87.09628937,18.4,2.505,125,5.12,5.86,174.4882957
2141.625,87.13444094,18.6,2.487,122,5.4,6.14,174.5310713
2141.75,87.03984948,18.5,2.467,120,5.71,6.48,174.5536793
2141.875,87.07484902,18.2,2.46,119,5.98,6.79,174.4385825
2142,87.2554315,17.6,2.465,120,6.14,7.02,174.1352583
2142.125,87.32253629,17,2.477,123,6.18,7.13,173.651678
2142.25,86.57753957,16.6,2.489,126,6.17,7.19,172.9587646
2142.375,86.03765341,16.5,2.504,125,6.23,7.31,172.0863705
2142.5,85.80743445,16.7,2.525,120,6.42,7.55,171.3258932
2142.625,86.12912047,16.8,2.546,114,6.64,7.82,170.8670941
2142.75,86.93247336,16.7,2.554,111,6.8,8.02,170.826298
2142.875,87.54451404,16.5,2.54,113,6.82,8.06,171.2264784
2143,88.70857638,16.7,2.518,116,6.77,8,172.2035581
2143.125,89.57075322,17.7,2.502,118,6.74,7.93,173.2987861
2143.25,90.28338117,19.1,2.498,119,6.85,7.99,174.1848196
2143.375,90.76915768,20.4,2.49,119,7.06,8.19,174.7286935
2143.5,90.87122461,21,2.466,120,7.28,8.43,174.9461197
2143.625,90.7735376,20.8,2.422,121,7.35,8.51,174.8929701
2143.75,90.4456626,20.4,2.369,121,7.24,8.35,174.7522242
2143.875,90.16258714,19.9,2.325,121,7.06,8.04,174.823341
2144,89.95042999,19.6,2.31,121,6.94,7.75,175.1344121
2144.125,89.81379035,19.8,2.331,121,6.97,7.59,175.622138
2144.25,89.77998012,20.6,2.38,121,7.1,7.6,176.1688936
2144.375,89.7408561,21.7,2.422,120,7.23,7.67,176.7989789
2144.5,89.65387972,22.3,2.438,119,7.25,7.69,177.5625919
2144.625,90.11737382,21.9,2.419,119,7.11,7.57,178.5437632
2144.75,90.94051614,21.1,2.378,121,6.86,7.36,179.793009
2144.875,91.61347264,20.7,2.326,123,6.6,7.13,181.3332984
2145,91.88799692,21.2,2.278,123,6.44,6.96,183.1899257
2145.125,91.95877913,22.2,2.251,123,6.41,6.89,184.8351697
2145.25,91.73805059,23,2.255,123,6.54,6.97,185.9491882
2145.375,91.06856995,22.9,2.29,126,6.83,7.21,186.526491
2145.5,90.03958839,22,2.341,129,7.19,7.53,186.483017
2145.625,89.0123248,20.6,2.396,132,7.52,7.81,185.6269937
2145.75,88.28479856,19.1,2.442,135,7.65,7.91,184.0128205
2145.875,87.9059437,17.8,2.467,136,7.52,7.76,182.2653875
2146,88.05892087,17.3,2.458,136,7.14,7.37,180.4229758
2146.125,88.42963609,17.3,2.425,136,6.62,6.85,178.6967655
2146.25,88.63219554,17.5,2.384,136,6.09,6.31,177.3440708
2146.375,88.61972835,17.7,2.353,135,5.7,5.9,176.5915281
2146.5,88.74037028,18.2,2.339,131,5.53,5.68,176.1763926
2146.625,88.42164154,18.7,2.346,128,5.59,5.67,175.9180919
2146.75,87.60059823,19.1,2.373,127,5.78,5.83,175.734048
2146.875,86.5903374,19.2,2.405,128,6.02,6.05,175.5291996
2147,85.96888307,19.3,2.428,129,6.17,6.21,175.2265421
2147.125,86.17606811,19.4,2.433,127,6.13,6.17,174.9990978
2147.25,87.07057198,19.2,2.42,124,5.95,5.99,175.0318224
2147.375,87.78157552,18.5,2.392,121,5.75,5.8,175.3042961
2147.5,88.19742047,17.8,2.371,122,5.63,5.69,175.8435244
2147.625,88.50898346,17.8,2.377,125,5.56,5.65,176.6457101
2147.75,89.09461339,18.4,2.418,129,5.55,5.63,177.6350474
2147.875,89.48884114,19.1,2.474,131,5.59,5.64,178.576474
2148,89.71832828,19.6,2.529,132,5.63,5.64,179.439586
2148.125,89.96946824,19.7,2.57,132,5.55,5.55,180.1292292
2148.25,90.22632972,19.6,2.599,132,5.36,5.38,180.5918833
2148.375,90.35978609,19.5,2.618,132,5.18,5.19,180.8247655
2148.5,90.47264698,19.7,2.629,132,5.09,5.1,180.8984203
2148.625,90.52677343,20,2.637,131,5.1,5.1,180.8007122
2148.75,90.4988794,20.2,2.639,130,5.17,5.15,180.6702626
2148.875,90.46746148,20.5,2.635,128,5.24,5.21,180.5379034
2149,90.47875039,20.5,2.626,124,5.26,5.23,180.3851108
2149.125,90.48759816,20.2,2.609,121,5.23,5.21,180.1475003
2149.25,90.41213885,19.8,2.581,119,5.18,5.17,179.7475659
2149.375,90.82518406,19.6,2.544,121,5.16,5.15,179.1287732
2149.5,91.2151019,20,2.503,124,5.2,5.19,178.4047362
2149.625,91.28503773,20.7,2.469,125,5.25,5.25,177.7952085
2149.75,91.00553071,20.9,2.447,125,5.28,5.3,177.5552289
2149.875,90.90907402,20.5,2.439,124,5.28,5.31,177.918664
2150,90.65115538,20.2,2.44,124,5.25,5.31,179.0777161
2150.125,90.23450709,20.2,2.444,126,5.23,5.3,180.7988409
2150.25,89.92809528,20.3,2.438,127,5.21,5.3,182.7758522
2150.375,89.86647106,20.3,2.416,128,5.18,5.28,184.760334
2150.5,89.96816949,20.4,2.373,128,5.09,5.22,186.6264472
2150.625,90.71398642,20.8,2.32,126,4.95,5.12,188.1503974
2150.75,91.32806647,21.3,2.269,123,4.83,5.03,189.39096
2150.875,91.39362657,21.6,2.241,122,4.78,4.99,190.4513087
2151,91.30075676,21.7,2.237,121,4.85,5.04,191.3083107
2151.125,91.52288169,21.7,2.247,120,5.04,5.19,191.8943554
2151.25,91.65747815,21.8,2.261,118,5.3,5.42,192.1408285
2151.375,91.08054941,22,2.281,117,5.55,5.7,191.7810171
2151.5,90.99519508,22.3,2.312,118,5.74,5.96,190.8511815
2151.625,90.88225335,22.4,2.345,120,5.88,6.17,189.450063
2151.75,90.59119075,21.9,2.372,123,5.95,6.29,187.6757764
2151.875,90.47064042,21,2.39,125,5.98,6.35,185.6169215
2152,90.28297638,19.7,2.409,125,5.99,6.37,183.4991394
2152.125,88.96873865,18.6,2.427,127,6,6.39,181.4726285
2152.25,87.980425,18.1,2.441,130,5.99,6.38,179.4388407
2152.375,87.7139622,18.2,2.45,134,5.94,6.32,177.2878004
2152.5,87.80710787,18.3,2.457,136,5.84,6.2,174.8814129
2152.625,86.8947063,18.1,2.461,134,5.71,6.06,172.0119903
2152.75,84.26076752,17.4,2.462,131,5.71,6.01,168.5184917
2152.875,81.46819396,16.2,2.459,128,6.07,6.28,164.8971045
2153,79.54819626,14.7,2.456,126,6.99,7.08,161.5252469
2153.125,78.682475,13.7,2.459,120,8.11,8.09,158.792025
2153.25,78.37365991,13.6,2.452,111,8.89,8.83,157.0823675
2153.375,78.33814482,14.2,2.392,104,8.84,8.88,157.06096
2153.5,79.55490177,15,2.277,105,8.07,8.29,158.5768583
2153.625,83.00361056,16.2,2.15,112,6.9,7.31,161.1637605
2153.75,86.6130187,17.9,2.074,121,5.8,6.31,164.4855062
2153.875,88.7702435,19.9,2.062,127,5.02,5.53,168.1430778
2154,90.23932159,21,2.106,129,4.72,5.16,171.6539865
2154.125,89.29965873,21,2.177,131,4.74,5.15,174.3735887
2154.25,87.71385,20.7,2.259,133,4.9,5.31,176.1850638
2154.375,86.64318353,19.9,2.348,137,4.99,5.44,177.1216078
2154.5,86.26645584,18.9,2.429,137,5.03,5.5,177.3229536
2154.625,86.19604409,17.7,2.48,135,5.05,5.52,177.0288463
2154.75,86.5749811,17.2,2.484,131,5.04,5.5,176.6542564
2154.875,87.31767605,17.4,2.454,129,4.97,5.41,176.7254404
2155,88.19196594,18.1,2.411,130,4.86,5.25,177.2447063
2155.125,89.17119239,18.6,2.382,131,4.72,5.07,178.1559582
2155.25,90.13537546,19,2.38,132,4.57,4.88,179.2816075
2155.375,90.7968502,19.1,2.406,134,4.43,4.71,180.310136
2155.5,90.72245715,19,2.441,137,4.34,4.59,180.6753755
2155.625,90.20719908,18.6,2.47,139,4.32,4.55,180.3629952
2155.75,88.80602008,18,2.482,139,4.41,4.6,179.4049159
2155.875,86.95247047,17.1,2.481,137,4.59,4.74,178.0187322
2156,85.43206201,16.3,2.473,133,4.87,4.97,176.5436502
2156.125,84.73250492,15.7,2.468,128,5.19,5.26,175.429723
2156.25,85.00434954,15.3,2.47,124,5.44,5.5,175.0032993
2156.375,85.40935112,15.3,2.476,121,5.51,5.57,175.2775889
2156.5,86.56237382,15.7,2.481,122,5.36,5.44,176.0431604
2156.625,88.3733477,16.4,2.484,127,5.06,5.18,177.0093581
2156.75,89.82102454,17.3,2.486,133,4.72,4.86,177.8588886
2156.875,90.79658228,17.9,2.488,136,4.47,4.61,178.2245382
2157,91.18621542,18,2.488,135,4.4,4.52,178.1558689
2157.125,90.87718196,17.8,2.49,131,4.55,4.62,177.6620425
2157.25,90.16341929,17.8,2.495,128,4.8,4.83,176.7362177
2157.375,89.37633615,18.1,2.5,129,5.04,5.05,175.4601489
2157.5,88.46746148,18.4,2.503,132,5.2,5.2,174.1416614
2157.625,87.4406311,18.4,2.505,134,5.26,5.26,173.2229947
