DEPTH,CAL,SP,GR,CNL,DT,DEN,MSFL,RS,RD,Facies,Well Name
2304.5,10.818,102.9,128,18.6,96,2.46,2.17,10.02,9.44,3,GY1
2304.6,10.7556,102.66,128,19,96.8,2.46,2.034,9.548,9.04,3,GY1
2304.7,10.713,102.42,128.6,19.58,97,2.4582,2.006,9.118,8.664,3,GY1
2304.8,10.7442,102.22,129,20.3,97,2.4546,2.086,8.778,8.364,3,GY1
2304.9,10.8426,102.1,128.8,21.06,97,2.4488,2.242,8.546,8.16,3,GY1
2305,10.941,102.1,128,21.7,97,2.44,2.41,8.41,8.04,3,GY1
2305.1,11.2002,102.02,126.4,22.1,97,2.4288,2.434,8.362,8.016,3,GY1
2305.2,11.4042,102,125.4,22.14,97,2.4146,2.356,8.35,8.04,3,GY1
2305.3,11.5006,102,125,21.98,97,2.3994,2.244,8.358,8.084,3,GY1
2305.4,11.4622,102.02,125.4,21.74,97,2.3852,2.178,8.366,8.118,3,GY1
2305.5,11.287,102.1,127,21.5,97,2.374,2.25,8.35,8.11,3,GY1
2305.6,10.9654,102.18,128.6,21.34,97,2.3756,2.506,8.31,8.046,3,GY1
2305.7,10.7614,102.32,129.6,21.18,97,2.3814,2.672,8.3,8,3,GY1
2305.8,10.5522,102.48,130.4,20.98,96.6,2.3878,2.672,8.332,8.004,3,GY1
2305.9,10.344,102.66,131.4,20.68,96,2.3926,2.578,8.41,8.072,3,GY1
2306,10.272,102.9,133,20.2,96,2.395,2.61,8.53,8.2,3,GY1
2306.1,10.252,103.06,133,19.72,95.2,2.4022,2.97,8.698,8.368,3,GY1
2306.2,10.3268,103.22,132.4,19.48,95,2.41,3.174,8.92,8.572,3,GY1
2306.3,10.4164,103.34,131.2,19.6,95,2.4136,3.102,9.192,8.808,3,GY1
2306.4,10.5008,103.44,130,20.06,94.8,2.4098,2.842,9.494,9.066,3,GY1
2306.5,10.62,103.6,130,20.7,94,2.397,2.69,9.79,9.33,3,GY1
2306.6,10.6424,103.68,130.8,21.1,94,2.3794,2.842,9.958,9.482,3,GY1
2306.7,10.621,103.7,131.6,21.14,93.4,2.3678,3.048,9.958,9.478,3,GY1
2306.8,10.5158,103.74,131.6,20.94,93,2.365,3.252,9.782,9.314,3,GY1
2306.9,10.3126,103.82,130.6,20.56,92.8,2.3744,3.43,9.444,9.004,3,GY1
2307,10.023,103.9,129,20,92,2.4,3.59,8.98,8.58,3,GY1
2307.1,9.863,104.06,127.4,19.44,91.2,2.4416,4.094,8.516,8.148,3,GY1
2307.2,9.6208,104.16,125.2,19,90.4,2.4874,5.174,8.136,7.818,3,GY1
2307.3,9.424,104.24,123.6,18.68,89.6,2.5274,6.366,7.88,7.614,3,GY1
2307.4,9.3342,104.32,123,18.54,88.8,2.557,7.206,7.754,7.536,3,GY1
2307.5,9.347,104.4,123,18.7,88,2.577,7.23,7.73,7.56,3,GY1
2307.6,9.547,104.48,124.6,19.18,88,2.5874,6.598,7.762,7.616,3,GY1
2307.7,9.7254,104.44,126.2,19.72,89.2,2.5744,5.726,7.776,7.636,3,GY1
2307.8,9.9722,104.32,127.4,20.12,90.8,2.5464,4.886,7.772,7.616,3,GY1
2307.9,10.2276,104.14,128.2,20.26,92.2,2.514,4.194,7.752,7.57,3,GY1
2308,10.282,103.9,129,20.1,93,2.49,3.61,7.72,7.53,3,GY1
2308.1,10.2076,103.66,129,19.94,93,2.4676,3.154,7.744,7.538,3,GY1
2308.2,10.0948,103.48,129,19.84,93.6,2.4446,2.908,7.822,7.612,3,GY1
2308.3,10.11,103.36,128.6,19.84,94.4,2.425,2.824,7.978,7.76,3,GY1
2308.4,10.269,103.28,128,19.94,95.2,2.412,2.806,8.204,7.964,3,GY1
2308.5,10.437,103.2,128,20.1,96,2.408,2.71,8.46,8.18,3,GY1
2308.6,10.7722,103.12,128,20.34,96,2.4224,2.742,8.716,8.372,3,GY1
2308.7,11.0132,102.98,128,20.7,97.2,2.4476,3.158,8.936,8.534,3,GY1
2308.8,11.1556,102.78,127.6,21.06,98,2.4764,3.706,9.128,8.686,3,GY1
2308.9,11.2598,102.54,127,21.3,97.6,2.502,4.074,9.294,8.84,3,GY1
2309,11.451,102.3,127,21.3,96,2.518,3.89,9.43,9,3,GY1
2309.1,11.591,102.06,127,21.3,94.4,2.5164,3.49,9.462,9.048,3,GY1
2309.2,11.8852,101.94,127.6,21.48,94,2.5028,3.198,9.386,8.982,3,GY1
2309.3,12.192,101.82,128,21.96,94,2.478,3.014,9.206,8.81,3,GY1
2309.4,12.4,101.68,128,22.66,94,2.4468,2.904,8.95,8.566,3,GY1
2309.5,12.428,101.6,128,23.3,94,2.418,2.8,8.67,8.31,3,GY1
2309.6,12.2352,101.52,128,23.3,94.8,2.406,2.608,8.438,8.118,3,GY1
2309.7,11.9416,101.5,129.2,22.76,95.6,2.4132,2.44,8.29,8.01,3,GY1
2309.8,11.7184,101.46,130.8,22.04,96,2.4324,2.332,8.214,7.982,3,GY1
2309.9,11.6124,101.42,132.2,21.48,96.2,2.4562,2.288,8.196,8.016,3,GY1
2310,11.546,101.5,133,21.4,97,2.477,2.28,8.22,8.08,3,GY1
2310.1,11.6788,101.5,133.8,22.04,97.8,2.481,2.264,8.26,8.128,3,GY1
2310.2,11.796,101.56,133.4,23.04,99.2,2.4754,2.302,8.294,8.158,3,GY1
2310.3,11.984,101.6,133,24.32,100,2.4646,2.358,8.318,8.174,3,GY1
2310.4,12.2576,101.6,133,25.74,99.8,2.453,2.414,8.33,8.178,3,GY1
2310.5,12.56,101.6,133,27.1,99,2.445,2.47,8.33,8.17,3,GY1
2310.6,12.7416,101.6,130.6,28.06,99.8,2.4354,2.774,8.322,8.146,3,GY1
2310.7,13.1026,101.6,127,28.54,101.2,2.415,3.114,8.314,8.122,3,GY1
2310.8,13.4114,101.64,123.4,28.46,102.4,2.3782,3.286,8.306,8.094,3,GY1
2310.9,13.6064,101.72,120.4,27.86,103.2,2.3246,3.288,8.304,8.072,3,GY1
2311,13.796,101.8,118,26.9,104,2.259,3.32,8.32,8.08,3,GY1
2311.1,13.4944,102.04,116.4,25.94,104,2.2038,3.144,8.392,8.176,3,GY1
2311.2,13.1658,102.28,116,25.1,102.2,2.1774,2.776,8.548,8.368,3,GY1
2311.3,12.5894,102.52,116.4,24.5,99.4,2.1834,2.616,8.776,8.64,3,GY1
2311.4,11.8242,102.74,117.4,24.2,96.8,2.2204,2.908,9.054,8.966,3,GY1
2311.5,11.209,102.9,119,24.2,96,2.282,3.74,9.35,9.31,3,GY1
2311.6,11.0506,103.14,121.4,24.12,96,2.3364,3.588,9.582,9.566,3,GY1
2311.7,10.9648,103.32,123.2,23.98,96.6,2.371,3.148,9.712,9.708,3,GY1
2311.8,10.9764,103.48,124.8,23.66,97.8,2.3874,2.976,9.724,9.72,3,GY1
2311.9,11.0442,103.62,126.6,23.18,99.4,2.3906,3.12,9.626,9.616,3,GY1
2312,11.061,103.7,129,22.7,101,2.389,3.12,9.45,9.44,3,GY1
2312.1,10.965,103.78,130.6,22.38,101,2.3866,2.736,9.234,9.256,3,GY1
2312.2,10.8714,103.98,130.4,22.3,101,2.3812,2.562,9.018,9.078,3,GY1
2312.3,10.7426,104.18,128.8,22.38,101,2.3744,2.554,8.802,8.902,3,GY1
2312.4,10.5842,104.36,126.8,22.44,101,2.3684,2.656,8.594,8.736,3,GY1
2312.5,10.445,104.6,126,22.2,101,2.366,2.8,8.41,8.6,3,GY1
2312.6,10.3306,104.84,126,21.56,101,2.3748,3.112,8.378,8.632,3,GY1
2312.7,10.0368,105.08,126.6,20.74,100.4,2.3938,3.604,8.514,8.832,3,GY1
2312.8,9.6844,105.32,126.2,19.9,98.4,2.4214,4.832,8.79,9.184,3,GY1
2312.9,9.396,105.56,124.2,19.1,95.4,2.4526,7.51,9.132,9.616,3,GY1
2313,9.296,105.8,121,18.3,93,2.479,12.51,9.42,10,3,GY1
2313.1,9.3032,105.96,120.2,17.66,92.2,2.4798,10.878,9.452,10.112,3,GY1
2313.2,9.4574,106.06,121.8,17.38,91.4,2.4524,7.05,9.226,9.9,3,GY1
2313.3,9.6178,106.06,125,17.54,92.2,2.4104,4.246,8.806,9.436,3,GY1
2313.4,9.7446,105.96,128.8,18.22,94.8,2.367,3.416,8.262,8.806,3,GY1
2313.5,9.899,105.8,132,19.5,98,2.335,3.24,7.67,8.11,3,GY1
2313.6,9.9374,105.56,134.4,20.7,101.2,2.3318,2.992,7.254,7.638,3,GY1
2313.7,9.9662,105.32,135.6,21.54,102,2.3448,2.96,7.072,7.454,3,GY1
2313.8,10.0634,105.08,135.6,22.02,101.6,2.3684,3.176,7.148,7.562,3,GY1
2313.9,10.226,104.88,134.6,22.28,100.8,2.3962,3.434,7.454,7.908,3,GY1
2314,10.37,104.8,133,22.6,100,2.421,3.29,7.91,8.38,3,GY1
2314.1,10.706,104.8,133,23,98.4,2.4338,2.858,8.39,8.82,3,GY1
2314.2,11.006,104.74,133.6,23.34,98,2.4352,2.654,8.762,9.14,3,GY1
2314.3,11.1992,104.66,133.6,23.38,97.6,2.4268,2.598,8.99,9.316,3,GY1
2314.4,11.2912,104.6,132.8,23.08,97,2.4102,2.602,9.062,9.344,3,GY1
2314.5,11.364,104.6,132,22.6,97,2.387,2.57,8.99,9.24,3,GY1
2314.6,11.2264,104.52,130.4,22.28,97,2.3686,2.482,8.766,9,3,GY1
2314.7,11.075,104.56,128.8,22.02,96.4,2.3592,2.532,8.452,8.688,3,GY1
2314.8,10.7858,104.64,127.2,21.7,95.6,2.3592,2.756,8.068,8.312,3,GY1
2314.9,10.3734,104.74,126,21.34,95,2.3674,3.072,7.638,7.892,3,GY1
2315,9.991,104.9,126,21.1,95,2.381,3.28,7.19,7.46,3,GY1
2315.1,9.8782,105.14,126.8,21.1,95.8,2.3978,3,6.79,7.084,3,GY1
2315.2,9.826,105.26,128.2,21.34,96.6,2.4158,2.768,6.438,6.756,3,GY1
2315.3,9.844,105.34,129.8,21.58,97.8,2.4334,2.736,6.122,6.456,3,GY1
2315.4,9.9536,105.4,131.4,21.66,99.4,2.4482,2.864,5.832,6.17,3,GY1
2315.5,10.188,105.4,133,21.5,101,2.457,2.92,5.56,5.89,3,GY1
2315.6,10.4264,105.32,133,21.18,100.2,2.4514,2.744,5.336,5.658,3,GY1
2315.7,10.5448,105.24,132.4,20.92,99.4,2.4386,2.67,5.16,5.474,3,GY1
2315.8,10.6176,105.12,130.8,20.8,98.6,2.4234,2.622,5.036,5.354,3,GY1
2315.9,10.6694,104.98,128.6,20.84,97.8,2.4104,2.536,4.974,5.312,3,GY1
2316,10.675,104.9,127,21,97,2.404,2.36,4.99,5.36,3,GY1
2316.1,10.6726,104.9,127,21.24,96.2,2.4048,2.248,5.102,5.512,3,GY1
2316.2,10.657,104.84,126.4,21.54,95.4,2.408,2.184,5.262,5.7,3,GY1
2316.3,10.6158,104.8,126,21.82,95,2.4128,2.156,5.438,5.896,3,GY1
2316.4,10.5584,104.8,126,21.96,95,2.4194,2.178,5.602,6.072,3,GY1
2316.5,10.516,104.8,126,21.8,95,2.429,2.29,5.73,6.2,3,GY1
2316.6,10.4432,104.8,126.8,21.4,95,2.4426,2.466,5.746,6.224,3,GY1
2316.7,10.4022,104.86,128.8,21.12,95,2.4556,2.51,5.672,6.14,3,GY1
2316.8,10.3854,104.94,130.8,21,95,2.4644,2.45,5.516,5.964,3,GY1
2316.9,10.3828,105.02,132.4,21.02,95.2,2.4668,2.326,5.296,5.722,3,GY1
2317,10.382,105.1,134,21.1,96,2.462,2.19,5.04,5.45,3,GY1
2317.1,10.382,105.18,134,21.34,96,2.4556,2.118,4.832,5.226,3,GY1
2317.2,10.3832,105.32,133.4,21.58,96.6,2.4522,2.094,4.684,5.086,3,GY1
2317.3,10.3844,105.44,132.6,21.66,97,2.4546,2.098,4.616,5.042,3,GY1
2317.4,10.3852,105.52,132,21.52,97,2.4632,2.144,4.632,5.096,3,GY1
2317.5,10.386,105.6,132,21.2,97,2.476,2.28,4.72,5.24,3,GY1
2317.6,10.3836,105.68,132.8,20.96,97,2.488,2.448,4.888,5.48,3,GY1
2317.7,10.3674,105.7,133,20.84,96.4,2.494,2.49,5.11,5.744,3,GY1
2317.8,10.347,105.7,133,20.84,96,2.4928,2.494,5.338,6,3,GY1
2317.9,10.3204,105.68,133.2,20.88,95.8,2.4856,2.508,5.54,6.224,3,GY1
2318,10.274,105.6,134,20.8,95,2.476,2.54,5.7,6.4,3,GY1
2318.1,10.2428,105.44,135.6,20.64,95,2.4776,2.452,5.796,6.52,3,GY1
2318.2,10.2302,105.34,136.6,20.3,95,2.4888,2.448,5.886,6.628,3,GY1
2318.3,10.2234,105.26,137,19.9,94.6,2.506,2.5,5.962,6.72,3,GY1
2318.4,10.2146,105.18,136.8,19.54,94.2,2.5228,2.544,6.016,6.784,3,GY1
2318.5,10.201,105.1,136,19.3,95,2.53,2.48,6.04,6.8,3,GY1
2318.6,10.1938,105.02,135.2,19.38,95,2.5172,2.384,6,6.752,3,GY1
2318.7,10.2028,104.94,135,19.58,95.6,2.4978,2.444,5.93,6.674,3,GY1
2318.8,10.2264,104.9,135.4,19.94,96,2.4806,2.66,5.838,6.57,3,GY1
2318.9,10.2772,104.88,136.2,20.44,96.2,2.4704,2.928,5.734,6.448,3,GY1
2319,10.382,104.8,137,21,97,2.468,3.04,5.63,6.32,3,GY1
2319.1,10.43,104.8,137.8,21.4,97.8,2.46,2.744,5.518,6.192,3,GY1
2319.2,10.4114,104.8,138.6,21.62,98.6,2.4382,2.436,5.412,6.082,3,GY1
2319.3,10.2942,104.84,139.4,21.74,99,2.4066,2.2,5.336,6.006,3,GY1
2319.4,10.0976,104.92,140,21.8,98.8,2.3748,2.144,5.312,5.986,3,GY1
2319.5,9.892,105,140,21.8,98,2.358,2.4,5.36,6.05,3,GY1
2319.6,9.8288,105.08,140,21.8,96.4,2.374,3.112,5.496,6.194,3,GY1
2319.7,9.7776,105.16,139.4,21.68,94.8,2.4104,3.44,5.644,6.356,3,GY1
2319.8,9.7624,105.2,139,21.56,93.6,2.456,3.316,5.768,6.492,3,GY1
2319.9,9.78,105.22,139.2,21.48,93,2.5002,2.946,5.836,6.562,3,GY1
2320,9.8,105.3,140,21.4,93,2.533,2.81,5.82,6.53,3,GY1
2320.1,9.8432,105.3,140.8,21.16,93,2.5442,2.802,5.7,6.37,3,GY1
2320.2,9.8648,105.3,140.4,20.92,93.6,2.5446,2.728,5.532,6.174,3,GY1
2320.3,9.8768,105.34,138.8,20.8,94,2.5374,2.744,5.356,5.978,3,GY1
2320.4,9.8838,105.4,136,20.82,94,2.5264,2.96,5.204,5.816,3,GY1
2320.5,9.883,105.4,132,20.9,94,2.516,3.44,5.1,5.72,3,GY1
2320.6,9.8798,105.4,129.6,20.82,94.8,2.5088,3.304,5.068,5.696,3,GY1
2320.7,9.8532,105.4,128.4,20.38,95,2.5034,2.952,5.084,5.714,3,GY1
2320.8,9.7872,105.4,128.4,19.94,94.6,2.4978,2.772,5.124,5.75,3,GY1
2320.9,9.6982,105.4,129.2,19.7,94,2.4912,2.862,5.168,5.788,3,GY1
2321,9.635,105.4,130,19.7,94,2.484,3.03,5.2,5.82,3,GY1
2321.1,9.5222,105.32,129.2,19.62,93.2,2.4776,2.91,5.232,5.86,3,GY1
2321.2,9.4526,105.18,127.8,19.18,92.4,2.476,2.862,5.3,5.942,3,GY1
2321.3,9.4226,105.02,125.8,18.62,91.6,2.482,3.274,5.408,6.066,3,GY1
2321.4,9.4288,104.84,123.4,18.16,90.8,2.4968,4.46,5.556,6.23,3,GY1
2321.5,9.468,104.6,121,18,90,2.52,6.66,5.74,6.43,3,GY1
2321.6,9.5904,104.36,119.4,18.32,88.4,2.5384,7.092,5.916,6.622,3,GY1
2321.7,9.6876,104.12,119.6,18.52,88,2.543,6.21,6.038,6.766,3,GY1
2321.8,9.8308,103.92,120.4,18.52,88,2.5318,4.922,6.082,6.822,3,GY1
2321.9,10.002,103.76,121.4,18.36,88.2,2.5074,3.774,6.034,6.764,3,GY1
2322,10.094,103.6,123,18.2,89,2.477,2.95,5.89,6.58,3,GY1
2322.1,10.2308,103.44,123,18.44,90.6,2.4538,2.718,5.642,6.292,3,GY1
2322.2,10.31,103.4,123,18.98,92.2,2.4432,2.732,5.388,5.998,3,GY1
2322.3,10.3452,103.4,122.2,19.62,93.4,2.444,2.72,5.168,5.758,3,GY1
2322.4,10.357,103.42,121,20.2,94.2,2.4534,2.572,5.01,5.602,3,GY1
2322.5,10.373,103.5,121,20.6,95,2.467,2.34,4.93,5.53,3,GY1
2322.6,10.4146,103.66,123.4,20.6,95.8,2.475,2.212,4.922,5.546,3,GY1
2322.7,10.4454,103.76,126.4,20.54,96.6,2.4776,2.126,4.95,5.592,3,GY1
2322.8,10.477,103.84,129.6,20.46,97,2.476,2.09,5.014,5.672,3,GY1
2322.9,10.4896,103.9,132.4,20.42,97,2.4732,2.104,5.106,5.786,3,GY1
2323,10.432,103.9,134,20.5,97,2.474,2.16,5.21,5.93,3,GY1
2323.1,10.3728,103.9,134.8,20.58,96.2,2.486,2.28,5.322,6.09,3,GY1
2323.2,10.3004,103.78,133.8,20.78,95.4,2.5064,2.442,5.422,6.244,3,GY1
2323.3,10.2712,103.62,131.8,20.94,94.2,2.5296,2.63,5.502,6.372,3,GY1
2323.4,10.3188,103.46,129.6,20.96,93,2.5506,2.79,5.552,6.456,3,GY1
2323.5,10.454,103.3,128,20.8,93,2.565,2.83,5.56,6.48,3,GY1
2323.6,10.5676,103.06,127.2,20.56,93,2.5634,2.63,5.504,6.408,3,GY1
2323.7,10.602,102.82,128.8,20.44,93.6,2.551,2.436,5.412,6.294,3,GY1
2323.8,10.5764,102.58,131.6,20.4,94.4,2.5314,2.312,5.312,6.178,3,GY1
2323.9,10.5096,102.36,134.2,20.34,95.2,2.5084,2.276,5.24,6.108,3,GY1
2324,10.42,102.2,135,20.1,96,2.486,2.3,5.24,6.14,3,GY1
2324.1,10.3784,102.12,135,19.78,96.8,2.4716,2.388,5.376,6.332,3,GY1
2324.2,10.3122,102.1,133.2,19.7,97,2.4644,2.494,5.596,6.632,3,GY1
2324.3,10.2434,102.1,131.6,19.94,97,2.4632,2.574,5.88,6.992,3,GY1
2324.4,10.1902,102.1,130.8,20.38,97,2.467,2.6,6.202,7.37,3,GY1
2324.5,10.167,102.1,130,20.7,97,2.475,2.56,6.53,7.73,3,GY1
2324.6,10.1486,102.18,130.8,20.54,97,2.4886,2.456,6.85,8.058,3,GY1
2324.7,10.165,102.2,131,20.26,95.8,2.5076,2.622,7.134,8.35,3,GY1
2324.8,10.1982,102.2,129.8,20.06,94.6,2.5292,3.018,7.394,8.622,3,GY1
2324.9,10.2578,102.2,127.4,19.98,93.8,2.5496,3.428,7.642,8.886,6,GY1
2325,10.381,102.2,125,19.9,93,2.564,3.46,7.89,9.15,6,GY1
2325.1,10.445,102.12,124.2,19.98,93,2.5656,3.292,8.146,9.422,6,GY1
2325.2,10.509,102.04,125.2,20.24,93.6,2.5636,3.328,8.342,9.628,6,GY1
2325.3,10.5138,102,127.2,20.76,94.4,2.5648,3.44,8.446,9.728,6,GY1
2325.4,10.4588,102,129.6,21.48,95.2,2.573,3.546,8.438,9.7,6,GY1
2325.5,10.402,102,132,22.2,96,2.589,3.61,8.31,9.54,6,GY1
2325.6,10.2764,102,132.8,22.68,96.8,2.5994,3.802,8.03,9.212,6,GY1
2325.7,10.134,102.06,133.6,22.86,97.6,2.5852,3.526,7.654,8.764,6,GY1
2325.8,10.0148,102.22,134,22.86,98,2.548,2.938,7.218,8.248,6,GY1
2325.9,9.9008,102.48,133.8,22.72,97.8,2.4948,2.33,6.764,7.714,6,GY1
2326,9.716,102.8,133,22.4,97,2.438,2.13,6.34,7.21,6,GY1
2326.1,9.592,103.12,132.2,21.84,96.2,2.41,2.594,6.036,6.858,6,GY1
2326.2,9.5406,103.44,130.8,21.22,95.4,2.4048,3.082,5.816,6.608,6,GY1
2326.3,9.5198,103.72,129.2,20.7,94.2,2.416,3.206,5.672,6.448,3,GY1
2326.4,9.5084,103.96,128.2,20.36,92.8,2.4342,2.934,5.586,6.348,3,GY1
2326.5,9.506,104.2,129,20.2,92,2.447,2.59,5.53,6.26,3,GY1
2326.6,9.4948,104.28,132.2,20.28,92,2.447,2.55,5.45,6.14,3,GY1
2326.7,9.4728,104.36,136.6,20.42,93.2,2.4428,2.612,5.34,5.972,3,GY1
2326.8,9.4516,104.4,140.6,20.54,95.2,2.44,2.66,5.212,5.78,3,GY1
2326.9,9.4324,104.42,142.8,20.56,97.2,2.442,2.7,5.086,5.592,3,GY1
2327,9.406,104.5,142,20.4,98,2.45,2.86,4.99,5.44,3,GY1
2327.1,9.3932,104.58,140.4,19.92,98,2.4644,3.252,4.966,5.384,3,GY1
2327.2,9.3876,104.66,138.8,19.44,98,2.4818,3.572,4.99,5.382,3,GY1
2327.3,9.3816,104.74,136.8,19.08,97.6,2.501,3.856,5.054,5.434,3,GY1
2327.4,9.3708,104.8,134.2,18.98,96.4,2.5204,4.03,5.15,5.53,3,GY1
2327.5,9.354,104.8,131,19.3,94,2.538,3.91,5.27,5.65,3,GY1
2327.6,9.342,104.88,127.8,19.62,93.2,2.5476,3.918,5.382,5.762,3,GY1
2327.7,9.321,104.9,125.8,19.76,93,2.55,4.172,5.47,5.838,3,GY1
2327.8,9.3026,104.94,124.6,19.6,93,2.546,4.064,5.542,5.894,3,GY1
2327.9,9.2934,105,124,19.22,93,2.5378,3.504,5.612,5.948,3,GY1
2328,9.295,105,124,18.9,93,2.529,2.92,5.7,6.02,3,GY1
2328.1,9.323,105.08,125.6,18.98,92.2,2.5234,3.072,5.788,6.092,3,GY1
2328.2,9.3498,105.1,126.6,19.12,91.4,2.519,3.188,5.828,6.116,3,GY1
2328.3,9.3954,105.1,127.8,19.2,91,2.5134,3.06,5.812,6.088,3,GY1
2328.4,9.4556,105.1,129.4,19.16,91,2.5052,2.754,5.74,6.002,3,GY1
2328.5,9.502,105.1,131,19,91,2.494,2.61,5.62,5.85,3,GY1
2328.6,9.5124,105.1,132.6,18.92,91.8,2.4828,2.97,5.468,5.65,3,GY1
2328.7,9.512,105.1,134.2,18.84,92.6,2.474,3.36,5.292,5.438,3,GY1
2328.8,9.4924,105.1,135.4,18.84,93.4,2.4672,3.496,5.132,5.258,3,GY1
2328.9,9.4596,105.12,136,18.96,94,2.4616,3.358,5.022,5.148,3,GY1
2329,9.434,105.2,136,19.2,94,2.456,3.19,4.99,5.14,3,GY1
2329.1,9.3836,105.2,134.4,19.36,93.2,2.4512,3.054,5.094,5.268,3,GY1
2329.2,9.3476,105.26,132.8,19.34,92.4,2.453,3.248,5.252,5.438,3,GY1
2329.3,9.3292,105.34,130.8,19.26,91.6,2.4622,3.988,5.416,5.602,3,GY1
2329.4,9.328,105.42,128.6,19.16,90.8,2.4788,5.086,5.55,5.728,3,GY1
2329.5,9.34,105.5,127,19,90,2.502,5.95,5.63,5.8,3,GY1
2329.6,9.3792,105.58,126.2,19.08,88.4,2.5236,4.894,5.67,5.8,3,GY1
2329.7,9.4046,105.6,125.4,19.16,88,2.5368,4.096,5.698,5.776,3,GY1
2329.8,9.4294,105.6,125.8,19.28,88,2.5388,3.8,5.714,5.748,3,GY1
2329.9,9.4526,105.6,127.4,19.42,88,2.529,3.85,5.724,5.734,3,GY1
2330,9.459,105.6,129,19.5,88,2.509,3.69,5.74,5.75,3,GY1
2330.1,9.4822,105.52,130.6,19.66,89.6,2.4818,3.218,5.804,5.822,3,GY1
2330.2,9.56,105.38,131.6,19.88,91.2,2.4522,3.004,5.886,5.924,3,GY1
2330.3,9.6476,105.22,132.8,20.2,93.2,2.4218,2.996,5.966,6.012,3,GY1
2330.4,9.7464,105.08,134.4,20.62,95.4,2.3934,3.138,6.02,6.062,3,GY1
2330.5,9.904,105,136,21.1,97,2.371,3.37,6.02,6.07,3,GY1
2330.6,9.9568,104.84,136.8,21.34,97.8,2.3622,3.682,5.964,6.014,3,GY1
2330.7,9.949,104.68,137,21.4,98,2.3588,3.652,5.89,5.946,3,GY1
2330.8,9.871,104.56,135.8,21.32,97.2,2.3584,3.336,5.818,5.882,3,GY1
2330.9,9.7394,104.5,133.4,21.14,95.8,2.3598,2.938,5.758,5.832,3,GY1
2331,9.597,104.5,131,20.9,95,2.363,2.81,5.71,5.8,3,GY1
2331.1,9.5442,104.5,129.4,20.58,94.2,2.3726,2.954,5.678,5.792,3,GY1
2331.2,9.4866,104.56,129.6,20.2,94,2.39,2.93,5.658,5.778,3,GY1
2331.3,9.449,104.6,130.8,19.76,94,2.414,2.81,5.65,5.758,3,GY1
2331.4,9.428,104.62,132.8,19.34,93.8,2.4422,2.702,5.65,5.736,3,GY1
2331.5,9.392,104.7,136,19.1,93,2.471,2.75,5.65,5.72,3,GY1
2331.6,9.3504,104.7,139.2,19.18,92.2,2.495,3.126,5.642,5.728,3,GY1
2331.7,9.3274,104.76,141.2,19.26,91.4,2.5118,3.748,5.628,5.73,3,GY1
2331.8,9.3094,104.84,141.2,19.3,90.6,2.5198,4.22,5.608,5.73,3,GY1
2331.9,9.2938,104.92,139.4,19.28,90,2.519,4.276,5.586,5.726,3,GY1
2332,9.289,105,137,19.2,90,2.511,3.78,5.57,5.71,3,GY1
2332.1,9.2874,105.08,134.6,19.04,90,2.5022,3.692,5.562,5.71,3,GY1
2332.2,9.2834,105.22,132.2,18.94,90.6,2.497,3.982,5.56,5.71,3,GY1
2332.3,9.2782,105.34,130.2,18.98,91.4,2.4958,4.374,5.564,5.718,3,GY1
2332.4,9.2736,105.44,129.2,19.16,92,2.4984,4.638,5.574,5.732,3,GY1
2332.5,9.272,105.6,130,19.4,92,2.504,4.59,5.59,5.74,3,GY1
2332.6,9.2696,105.76,132.4,19.4,92,2.5096,4.326,5.622,5.74,3,GY1
2332.7,9.269,105.92,133.6,19.22,92,2.5152,4.26,5.654,5.746,3,GY1
2332.8,9.269,106.08,134,18.94,91.6,2.5208,4.596,5.678,5.762,3,GY1
2332.9,9.2692,106.24,134,18.68,90.8,2.5272,5.33,5.69,5.784,3,GY1
2333,9.27,106.4,134,18.6,90,2.536,6.25,5.69,5.8,3,GY1
2333.1,9.2716,106.56,134.8,18.84,89.2,2.544,5.946,5.682,5.816,3,GY1
2333.2,9.2732,106.72,135.6,19.2,88.4,2.5502,5.312,5.662,5.814,3,GY1
2333.3,9.274,106.84,136,19.6,88,2.555,4.936,5.614,5.77,3,GY1
2333.4,9.274,106.94,136.4,19.94,88.4,2.5588,5.06,5.53,5.676,3,GY1
2333.5,9.274,107.1,138,20.1,90,2.562,5.58,5.41,5.54,3,GY1
2333.6,9.2748,107.18,139.6,19.86,90.8,2.562,5.38,5.266,5.38,3,GY1
2333.7,9.2756,107.26,141.2,19.62,91.6,2.5566,4.742,5.134,5.238,3,GY1
2333.8,9.2756,107.34,142,19.46,92.4,2.5446,4.246,5.018,5.114,3,GY1
2333.9,9.2752,107.4,141.8,19.42,93.2,2.5264,4.046,4.914,5,3,GY1
2334,9.276,107.4,141,19.5,94,2.504,3.87,4.81,4.88,3,GY1
2334.1,9.2888,107.32,139.4,19.58,94,2.48,3.558,4.714,4.76,3,GY1
2334.2,9.304,107.24,137.8,19.72,94,2.4614,3.384,4.624,4.646,3,GY1
2334.3,9.338,107.12,136.6,20,94,2.4526,3.348,4.548,4.55,3,GY1
2334.4,9.3842,106.98,136,20.38,94,2.4556,3.456,4.49,4.472,3,GY1
2334.5,9.413,106.9,136,20.7,94,2.47,3.72,4.45,4.4,3,GY1
2334.6,9.4594,106.74,136,20.7,94,2.4932,4.184,4.434,4.368,3,GY1
