DEPTH,CAL,SP,GR,CNL,DT,DEN,MSFL,RS,RD,Facies,Well Name
2374.5,9.53,107.9,140,23.1,103,2.409,3.06,4.68,4.41,2,GY1
2374.6,9.49,107.82,139.2,22.7,103.8,2.409,3.34,4.768,4.49,2,GY1
2374.7,9.4566,107.74,137.2,22.48,104.6,2.4108,3.344,4.886,4.606,2,GY1
2374.8,9.4338,107.62,134.8,22.28,105.4,2.4108,3.144,5.034,4.75,2,GY1
2374.9,9.4156,107.48,132.4,21.96,105.8,2.408,2.946,5.208,4.918,2,GY1
2375,9.386,107.4,130,21.4,105,2.404,3.09,5.4,5.11,2,GY1
2375.1,9.3676,107.32,128.4,20.6,103.4,2.4096,4.682,5.584,5.294,2,GY1
2375.2,9.3606,107.24,128,19.86,101.2,2.4254,6.694,5.726,5.46,2,GY1
2375.3,9.3614,107.2,128,19.3,98.8,2.4466,7.582,5.826,5.588,2,GY1
2375.4,9.3708,107.18,128.2,18.98,96.6,2.4674,7.064,5.878,5.66,2,GY1
2375.5,9.394,107.1,129,18.9,95,2.481,6.12,5.87,5.66,2,GY1
2375.6,9.4124,107.02,130.6,19.06,94.2,2.4842,5.2,5.79,5.58,2,GY1
2375.7,9.4452,106.94,132.8,19.16,94,2.4856,4.334,5.686,5.476,2,GY1
2375.8,9.4708,106.9,134,19.08,93.6,2.488,3.91,5.594,5.388,2,GY1
2375.9,9.487,106.88,133.8,18.82,92.8,2.4928,4.116,5.536,5.342,2,GY1
2376,9.511,106.8,133,18.5,92,2.5,4.94,5.52,5.35,2,GY1
2376.1,9.547,106.72,131.4,18.42,91.2,2.504,5.956,5.544,5.406,2,GY1
2376.2,9.5716,106.7,130.4,18.58,91,2.4996,5.514,5.556,5.432,2,GY1
2376.3,9.5992,106.66,129.6,18.9,91.8,2.4852,4.346,5.532,5.416,2,GY1
2376.4,9.633,106.58,128.6,19.28,93.4,2.4604,3.158,5.464,5.352,2,GY1
2376.5,9.665,106.5,127,19.6,95,2.426,2.63,5.36,5.24,2,GY1
2376.6,9.6842,106.5,125.4,19.76,95.8,2.3932,2.366,5.28,5.152,2,GY1
2376.7,9.7118,106.44,125,19.8,96.6,2.367,2.198,5.26,5.124,2,GY1
2376.8,9.7282,106.4,124.6,19.76,96.6,2.349,2.158,5.304,5.172,2,GY1
2376.9,9.7292,106.42,123.8,19.72,95.8,2.339,2.228,5.4,5.284,2,GY1
2377,9.726,106.5,123,19.8,95,2.335,2.34,5.52,5.42,2,GY1
2377.1,9.7612,106.58,122.2,20.2,94.2,2.3318,2.38,5.592,5.516,2,GY1
2377.2,9.8678,106.66,123.2,20.78,94.6,2.3292,2.348,5.574,5.516,2,GY1
2377.3,9.9778,106.7,125.2,21.3,95.8,2.3284,2.324,5.474,5.42,2,GY1
2377.4,10.0846,106.72,128,21.62,97.4,2.3308,2.362,5.312,5.248,2,GY1
2377.5,10.243,106.8,132,21.7,99,2.338,2.49,5.12,5.04,2,GY1
2377.6,10.2942,106.88,135.2,21.86,100.6,2.3492,2.554,4.952,4.88,2,GY1
2377.7,10.3346,107.02,137.2,22.14,101,2.3598,2.75,4.838,4.78,2,GY1
2377.8,10.3146,107.14,138,22.26,101,2.3674,3.282,4.782,4.748,2,GY1
2377.9,10.2326,107.22,138.2,22.06,100.8,2.3706,3.97,4.776,4.776,2,GY1
2378,10.135,107.3,139,21.5,100,2.369,4.25,4.8,4.84,2,GY1
2378.1,9.8542,107.38,138.2,20.86,98.4,2.3658,3.418,4.856,4.912,2,GY1
2378.2,9.5932,107.4,136.2,20.46,97.4,2.3704,2.958,4.906,4.96,2,GY1
2378.3,9.4284,107.36,134.2,20.3,96.2,2.3872,3.118,4.934,4.984,2,GY1
2378.4,9.358,107.3,132.8,20.28,94.8,2.4184,4.004,4.934,4.984,2,GY1
2378.5,9.302,107.3,132,20.2,94,2.464,5.58,4.91,4.96,2,GY1
2378.6,9.298,107.22,132.8,19.88,93.2,2.5096,6.612,4.878,4.912,2,GY1
2378.7,9.297,107.2,133,19.62,93,2.5408,6.684,4.816,4.834,2,GY1
2378.8,9.2978,107.2,133.4,19.46,93.4,2.5528,5.956,4.728,4.73,2,GY1
2378.9,9.2992,107.22,134,19.46,94.2,2.546,4.824,4.62,4.61,2,GY1
2379,9.3,107.3,134,19.7,95,2.526,3.92,4.5,4.49,2,GY1
2379.1,9.3008,107.3,133.2,20.1,95.8,2.502,3.488,4.404,4.402,2,GY1
2379.2,9.3016,107.36,132.4,20.38,96.6,2.4828,3.14,4.344,4.356,2,GY1
2379.3,9.3024,107.4,131.2,20.58,96.6,2.472,3.02,4.32,4.344,2,GY1
2379.4,9.3036,107.4,129.8,20.72,96,2.4714,3.31,4.326,4.356,2,GY1
2379.5,9.306,107.4,129,20.8,96,2.481,4.23,4.35,4.38,2,GY1
2379.6,9.3068,107.32,128.2,20.96,96,2.4954,5.302,4.374,4.388,2,GY1
2379.7,9.3082,107.18,128.6,21,96.6,2.5038,5.246,4.386,4.384,2,GY1
2379.8,9.309,107.02,129.4,20.88,97.4,2.5014,4.654,4.378,4.36,2,GY1
2379.9,9.3064,106.84,130.2,20.62,98.2,2.4872,3.954,4.354,4.32,2,GY1
2380,9.296,106.6,131,20.3,99,2.464,3.41,4.33,4.28,2,GY1
2380.1,9.2856,106.28,130.2,20.22,99.8,2.444,3.282,4.314,4.264,2,GY1
2380.2,9.2674,106.02,128.8,20.32,99.4,2.4318,3.652,4.322,4.272,2,GY1
2380.3,9.2494,105.82,127.6,20.52,99,2.4254,3.94,4.35,4.296,2,GY1
2380.4,9.2364,105.66,127,20.8,98.8,2.4218,3.838,4.388,4.328,2,GY1
2380.5,9.23,105.5,127,21.2,98,2.417,3.31,4.42,4.36,2,GY1
2380.6,9.2196,105.42,128.6,21.6,97.2,2.4074,3.19,4.444,4.368,2,GY1
2380.7,9.217,105.4,130.2,21.82,97.6,2.402,3.598,4.45,4.364,2,GY1
2380.8,9.2266,105.4,131.4,21.94,98,2.4028,4.29,4.446,4.344,2,GY1
2380.9,9.25,105.42,132,22.04,98.2,2.41,4.864,4.434,4.312,2,GY1
2381,9.286,105.5,132,22.2,99,2.422,4.76,4.41,4.28,2,GY1
2381.1,9.3068,105.58,130.4,22.36,99,2.4308,4.544,4.386,4.248,2,GY1
2381.2,9.3474,105.66,129.4,22.46,99.6,2.4348,4.28,4.374,4.222,2,GY1
2381.3,9.3886,105.74,128.6,22.42,99.6,2.4324,3.932,4.382,4.214,2,GY1
2381.4,9.4146,105.8,128,22.22,99,2.4244,3.59,4.418,4.242,2,GY1
2381.5,9.413,105.8,128,21.9,99,2.414,3.47,4.49,4.33,2,GY1
2381.6,9.3594,105.8,128,21.58,97.4,2.4084,3.742,4.634,4.49,2,GY1
2381.7,9.2908,105.74,128.6,21.38,97,2.413,4.716,4.814,4.68,2,GY1
2381.8,9.242,105.66,130.2,21.34,96.6,2.4246,5.824,4.998,4.864,2,GY1
2381.9,9.2196,105.58,132.6,21.44,95.6,2.4384,6.336,5.158,5.012,2,GY1
2382,9.202,105.5,135,21.6,94,2.448,5.36,5.27,5.1,2,GY1
2382.1,9.202,105.42,137.4,22.08,94,2.4488,5,5.294,5.1,2,GY1
2382.2,9.2032,105.34,139.8,22.68,94,2.4502,5.444,5.27,5.046,2,GY1
2382.3,9.2052,105.26,141.4,23.28,94,2.4574,6.204,5.202,4.962,2,GY1
2382.4,9.2072,105.18,141.8,23.74,94,2.4718,6.872,5.11,4.872,2,GY1
2382.5,9.208,105.1,141,23.9,94,2.491,7.12,5.03,4.8,2,GY1
2382.6,9.2112,105.1,138.6,23.42,94.8,2.5038,7.2,4.974,4.76,2,GY1
2382.7,9.2096,105.1,138,22.7,96.2,2.5034,6.878,4.912,4.696,2,GY1
2382.8,9.2056,105.14,138.4,22.02,97.4,2.491,6.178,4.836,4.612,2,GY1
2382.9,9.198,105.22,139,21.58,98.2,2.4686,5.228,4.748,4.514,2,GY1
2383,9.182,105.3,139,21.5,99,2.439,4.26,4.66,4.41,2,GY1
2383.1,9.1604,105.3,138.2,21.42,99,2.4086,3.796,4.652,4.394,2,GY1
2383.2,9.1472,105.36,137.4,21.16,98.4,2.3866,3.902,4.734,4.462,2,GY1
2383.3,9.1336,105.44,136.6,20.76,97.2,2.3762,4.738,4.91,4.626,2,GY1
2383.4,9.1188,105.52,135.2,20.28,95.4,2.3778,6.032,5.18,4.894,2,GY1
2383.5,9.11,105.6,132,19.8,93,2.389,7.08,5.54,5.27,2,GY1
2383.6,9.1076,105.68,128,19.08,90.6,2.4018,6.296,6.036,5.79,2,GY1
2383.7,9.107,105.7,124.6,18.12,87,2.4164,6.094,6.652,6.436,2,GY1
2383.8,9.1078,105.66,123,17.24,83.4,2.44,8.642,7.324,7.116,2,GY1
2383.9,9.1102,105.58,123.8,16.7,80.6,2.4762,13.912,7.956,7.728,2,GY1
2384,9.115,105.5,127,16.7,79,2.525,19.68,8.42,8.16,2,GY1
2384.1,9.119,105.34,131,17.5,79,2.5642,13.064,8.436,8.128,2,GY1
2384.2,9.1206,105.18,133.8,18.48,80.2,2.5746,8.992,8.164,7.808,2,GY1
2384.3,9.1222,105.02,135.8,19.36,83,2.5602,7.116,7.704,7.308,2,GY1
2384.4,9.1244,104.9,136.6,19.98,86.8,2.532,6.758,7.172,6.748,2,GY1
2384.5,9.126,104.9,135,20.3,90,2.508,6.91,6.7,6.26,2,GY1
2384.6,9.1276,104.9,132.6,20.7,90,2.5104,8.926,6.452,6.044,6,GY1
2384.7,9.1292,104.96,129,20.92,90,2.5266,12.136,6.426,6.062,5,GY1
2384.8,9.1304,105.08,125.4,20.76,89.6,2.5418,12.44,6.562,6.242,5,GY1
2384.9,9.131,105.2,122.4,20.28,89,2.545,9.548,6.768,6.48,2,GY1
2385,9.131,105.2,120,19.8,89,2.529,6.98,6.92,6.64,2,GY1
2385.1,9.131,105.2,119.2,19.8,89.8,2.4914,6.372,6.84,6.544,2,GY1
2385.2,9.1316,105.2,120.2,20.22,91.8,2.4514,5.896,6.61,6.286,2,GY1
2385.3,9.1324,105.16,121.8,20.74,93.4,2.4166,5.656,6.306,5.962,6,GY1
2385.4,9.1334,105.08,123.2,21.08,94.2,2.3914,5.634,6.002,5.654,1,GY1
2385.5,9.135,105,124,21,95,2.377,5.69,5.77,5.43,1,GY1
2385.6,9.1358,105.08,124.8,20.6,95.8,2.3714,6.13,5.634,5.318,1,GY1
2385.7,9.1348,105.16,126.2,20.5,96.6,2.3682,6.966,5.552,5.242,1,GY1
2385.8,9.134,105.24,128.6,20.7,97.4,2.3666,7.506,5.508,5.202,1,GY1
2385.9,9.134,105.32,132.2,21.08,98.2,2.367,7.416,5.512,5.212,1,GY1
2386,9.134,105.4,137,21.4,99,2.371,6.72,5.6,5.3,1,GY1
2386.1,9.1348,105.48,139.4,21.24,99,2.3838,5.84,5.864,5.564,1,GY1
2386.2,9.1344,105.5,139.4,21.02,98.4,2.4032,5.896,6.266,5.984,1,GY1
2386.3,9.1332,105.54,137,20.82,97.2,2.4264,7.248,6.742,6.484,1,GY1
2386.4,9.1322,105.6,132.8,20.64,95.8,2.4502,9.224,7.226,6.984,1,GY1
2386.5,9.133,105.6,128,20.4,95,2.471,10.12,7.65,7.4,1,GY1
2386.6,9.145,105.6,122.4,19.84,94.2,2.4838,8.496,7.882,7.616,1,GY1
2386.7,9.157,105.6,119.2,19.34,94,2.4948,8.18,7.958,7.664,1,GY1
2386.8,9.1802,105.56,118.4,19.18,94.4,2.5076,8.804,7.87,7.548,1,GY1
2386.9,9.2118,105.5,119.6,19.48,95.4,2.5226,9.604,7.628,7.286,1,GY1
2387,9.235,105.5,122,20.2,97,2.537,9.42,7.26,6.91,1,GY1
2387.1,9.299,105.42,123.6,21.08,97.8,2.5378,8.372,6.812,6.462,1,GY1
2387.2,9.3762,105.4,123.4,21.9,98.6,2.523,6.694,6.376,6.038,1,GY1
2387.3,9.435,105.4,123.4,22.5,99.4,2.4986,5.086,5.98,5.662,1,GY1
2387.4,9.4744,105.38,124.6,22.82,100.2,2.4708,3.996,5.64,5.344,2,GY1
2387.5,9.524,105.3,127,22.9,101,2.446,3.62,5.36,5.08,2,GY1
2387.6,9.5488,105.22,130.2,22.82,101,2.4324,3.892,5.136,4.88,2,GY1
2387.7,9.558,105.14,132.8,22.8,100.4,2.4248,3.876,4.942,4.71,2,GY1
2387.8,9.5468,105.1,134.8,22.72,100,2.4216,3.62,4.778,4.566,2,GY1
2387.9,9.5064,105.1,136.4,22.46,100,2.4224,3.372,4.644,4.448,2,GY1
2388,9.424,105.1,138,21.9,100,2.428,3.58,4.54,4.36,2,GY1
2388.1,9.376,105.18,139.6,21.1,100,2.4368,3.804,4.46,4.288,2,GY1
2388.2,9.3094,105.26,140.6,20.54,99.4,2.4474,3.626,4.404,4.24,2,GY1
2388.3,9.2598,105.34,141,20.3,98.6,2.4594,3.606,4.372,4.216,2,GY1
2388.4,9.239,105.42,141,20.4,97.8,2.473,4.062,4.362,4.214,2,GY1
2388.5,9.235,105.5,141,20.8,97,2.489,5.07,4.37,4.23,2,GY1
2388.6,9.2326,105.58,140.2,21.2,97,2.5074,5.406,4.394,4.254,2,GY1
2388.7,9.2314,105.54,140,21.54,96.4,2.521,5.514,4.448,4.296,2,GY1
2388.8,9.231,105.5,139.6,21.7,96,2.5238,5.634,4.548,4.384,2,GY1
2388.9,9.2312,105.48,138.4,21.56,95.8,2.513,5.598,4.72,4.554,2,GY1
2389,9.232,105.4,136,21,95,2.489,4.83,5,4.85,2,GY1
2389.1,9.2352,105.32,132.8,20.36,93.4,2.461,4.598,5.4,5.282,2,GY1
2389.2,9.245,105.3,129.6,19.84,91.8,2.4402,5.086,5.848,5.762,2,GY1
2389.3,9.2598,105.26,127.2,19.48,90.6,2.4294,5.634,6.304,6.242,2,GY1
2389.4,9.2748,105.18,125.8,19.32,89.8,2.4274,5.952,6.73,6.676,2,GY1
2389.5,9.282,105.1,125,19.4,89,2.429,6.12,7.09,7.02,2,GY1
2389.6,9.2892,105.1,124.2,19.72,89,2.4242,5.968,7.314,7.196,2,GY1
2389.7,9.2916,105.04,124,20.34,90.2,2.4134,5.516,7.382,7.234,2,GY1
2389.8,9.292,105,124.4,21.1,91.8,2.3986,4.98,7.334,7.162,2,GY1
2389.9,9.2908,105.02,125.4,21.74,93.6,2.3822,4.422,7.208,7.018,2,GY1
2390,9.286,105.1,127,21.9,96,2.367,3.75,7.04,6.85,2,GY1
2390.1,9.2796,105.1,129.4,21.34,97.6,2.3518,3.35,6.88,6.698,2,GY1
2390.2,9.2666,105.22,130,20.66,99.2,2.3372,3.07,6.738,6.57,2,GY1
2390.3,9.2522,105.34,129.2,20.26,100.4,2.324,2.934,6.614,6.466,2,GY1
2390.4,9.2412,105.42,127.8,20.36,101,2.3144,3.042,6.508,6.386,2,GY1
2390.5,9.238,105.5,127,21,101,2.312,3.57,6.42,6.33,2,GY1
2390.6,9.2388,105.66,127.8,21.72,100.2,2.3264,4.61,6.364,6.274,2,GY1
2390.7,9.2492,105.82,130.4,22.2,99.4,2.3564,5.89,6.32,6.224,2,GY1
2390.8,9.264,105.98,133.2,22.48,98.6,2.396,6.922,6.284,6.176,2,GY1
2390.9,9.2908,106.14,135.4,22.64,97.8,2.4382,7.382,6.262,6.138,2,GY1
2391,9.35,106.3,137,22.8,97,2.475,7.11,6.27,6.13,2,GY1
2391.1,9.4548,106.3,137.8,23.04,97.8,2.4934,6.654,6.302,6.162,2,GY1
2391.2,9.5302,106.36,138.6,23.34,99.2,2.501,6.21,6.352,6.212,2,GY1
2391.3,9.6082,106.4,138.6,23.66,100.8,2.4998,5.598,6.4,6.26,2,GY1
2391.4,9.6626,106.38,137.6,23.9,102.4,2.4924,4.836,6.426,6.282,2,GY1
2391.5,9.609,106.3,136,23.9,104,2.482,4.14,6.41,6.25,2,GY1
2391.6,9.533,106.38,134.4,23.42,104,2.47,3.884,6.338,6.17,2,GY1
2391.7,9.3964,106.46,133.4,22.88,103.4,2.4616,3.886,6.254,6.072,2,GY1
2391.8,9.2932,106.54,133,22.44,102.2,2.46,4.162,6.166,5.968,2,GY1
2391.9,9.2446,106.64,132.8,22.2,100.4,2.4672,4.706,6.082,5.866,2,GY1
2392,9.199,106.8,132,22.2,98,2.484,5.49,6.01,5.77,2,GY1
2392.1,9.171,106.96,130.4,22.2,97.2,2.5096,6.05,5.954,5.698,2,GY1
2392.2,9.155,107.06,128.8,22.02,96.4,2.5322,6.136,5.922,5.662,2,GY1
2392.3,9.1422,107.1,127.2,21.74,96,2.5482,5.952,5.93,5.666,2,GY1
2392.4,9.1316,107.08,125.8,21.44,96,2.5548,5.592,5.99,5.72,2,GY1
2392.5,9.13,107,125,21.2,96,2.55,5.04,6.11,5.84,2,GY1
2392.6,9.1324,106.84,125.8,20.88,95.2,2.5348,4.936,6.286,6.016,2,GY1
2392.7,9.1444,106.68,128.4,20.56,94.4,2.5154,5.726,6.468,6.21,2,GY1
2392.8,9.1688,106.56,131.2,20.12,94,2.4946,6.586,6.612,6.378,2,GY1
2392.9,9.1998,106.48,133.2,19.58,94.2,2.4744,6.87,6.69,6.486,2,GY1
2393,9.223,106.4,134,19.1,95,2.456,6.11,6.69,6.51,2,GY1
2393.1,9.2798,106.32,133.2,18.86,95.8,2.4408,5.23,6.61,6.422,2,GY1
2393.2,9.3168,106.24,132.4,18.98,97.2,2.428,4.368,6.506,6.304,2,GY1
2393.3,9.3632,106.16,131.6,19.46,98.8,2.416,3.808,6.398,6.188,2,GY1
2393.4,9.4294,106.1,130.6,20.3,100,2.4042,3.668,6.308,6.098,2,GY1
2393.5,9.507,106.1,129,21.5,100,2.393,3.9,6.26,6.05,2,GY1
2393.6,9.555,106.1,127.4,22.7,100,2.3906,3.924,6.26,6.066,2,GY1
2393.7,9.6462,106.1,125.8,23.6,99.4,2.3984,3.732,6.272,6.094,2,GY1
2393.8,9.7602,106.14,124.6,24.12,99.4,2.4156,3.492,6.256,6.082,2,GY1
2393.9,9.875,106.2,124,24.26,100,2.4386,3.32,6.19,6.008,2,GY1
2394,9.967,106.2,124,24.1,100,2.461,3.28,6.07,5.88,2,GY1
2394.1,10.259,106.2,124,23.86,100,2.4674,3.328,5.91,5.712,2,GY1
2394.2,10.6242,106.2,124.6,23.56,100,2.4588,3.37,5.774,5.568,2,GY1
2394.3,10.9118,106.24,125.4,23.2,100.4,2.4404,3.49,5.67,5.468,2,GY1
2394.4,11.1182,106.3,126,22.84,101.2,2.417,3.726,5.602,5.416,2,GY1
2394.5,11.387,106.3,126,22.6,102,2.393,4.07,5.57,5.4,2,GY1
2394.6,11.4686,106.38,125.2,22.68,102,2.3706,3.766,5.586,5.416,2,GY1
2394.7,11.468,106.46,123.8,22.82,101.4,2.3494,3.396,5.614,5.45,2,GY1
2394.8,11.3848,106.5,123,22.86,101,2.3318,3.312,5.662,5.498,2,GY1
2394.9,11.2574,106.52,123.6,22.72,100.8,2.3196,3.558,5.728,5.56,2,GY1
2395,11.163,106.6,126,22.4,100,2.314,3.87,5.8,5.64,2,GY1
2395.1,10.9086,106.6,128.4,22.08,99.2,2.3156,3.574,5.864,5.72,2,GY1
2395.2,10.5696,106.54,130.2,21.64,98.4,2.3256,3.116,5.928,5.794,2,GY1
2395.3,10.2876,106.42,130.6,21.2,97.6,2.3456,2.768,5.996,5.862,2,GY1
2395.4,10.0658,106.26,129.6,20.84,96.6,2.3754,2.654,6.07,5.93,2,GY1
2395.5,9.769,106.1,128,20.6,95,2.413,2.75,6.15,6.01,2,GY1
2395.6,9.6914,105.94,127.2,20.52,93.4,2.4418,2.934,6.222,6.098,2,GY1
2395.7,9.6954,105.72,126.4,20.5,92.4,2.4544,2.986,6.258,6.156,2,GY1
2395.8,9.7878,105.48,125.6,20.46,92,2.4528,2.902,6.242,6.164,2,GY1
2395.9,9.9714,105.26,124.8,20.46,92.4,2.4412,2.79,6.164,6.11,2,GY1
2396,10.245,105.1,124,20.7,94,2.426,2.87,6.02,5.99,2,GY1
2396.1,10.4378,104.86,124,21.26,94.8,2.4076,3.126,5.836,5.806,2,GY1
2396.2,10.8112,104.68,124,22.06,96.8,2.3862,3.31,5.64,5.61,2,GY1
2396.3,11.1148,104.56,124.4,22.82,98.8,2.3654,3.426,5.452,5.422,2,GY1
2396.4,11.2832,104.48,125.2,23.38,100.2,2.349,3.456,5.284,5.256,2,GY1
2396.5,11.436,104.4,126,23.7,101,2.341,3.36,5.14,5.12,2,GY1
2396.6,11.4152,104.4,124.4,23.94,101.8,2.3482,3.256,5.06,5.048,2,GY1
2396.7,11.3968,104.46,123.4,24.36,102.6,2.3638,3.368,5.022,5.012,2,GY1
2396.8,11.3516,104.58,123,24.64,103,2.379,3.564,5.022,5.016,2,GY1
2396.9,11.2258,104.74,123.4,24.56,103,2.3856,3.634,5.06,5.064,2,GY1
2397,10.941,104.9,125,24,103,2.376,3.29,5.14,5.16,2,GY1
2397.1,10.7162,105.14,125.8,23.28,101.4,2.3528,2.954,5.26,5.288,2,GY1
2397.2,10.3282,105.38,125.4,22.74,100.4,2.3356,2.858,5.398,5.428,2,GY1
2397.3,10.0042,105.66,124.6,22.46,99.6,2.332,2.978,5.53,5.56,2,GY1
2397.4,9.853,105.98,123.8,22.38,99,2.3426,3.194,5.634,5.66,2,GY1
2397.5,9.865,106.3,123,22.3,99,2.361,3.29,5.69,5.7,2,GY1
2397.6,10.0282,106.54,123.8,21.9,99.8,2.3738,3.058,5.626,5.612,2,GY1
2397.7,10.1908,106.78,125.2,21.68,100.6,2.3818,3.078,5.466,5.428,2,GY1
2397.8,10.2828,107.02,126.8,21.76,101.4,2.3902,3.446,5.242,5.188,2,GY1
2397.9,10.2756,107.24,128.4,22.18,101.8,2.402,4.026,4.988,4.932,2,GY1
2398,10.182,107.4,130,22.9,101,2.418,4.45,4.74,4.7,2,GY1
2398.1,10.0876,107.56,130,23.46,100.2,2.4236,4.186,4.572,4.548,2,GY1
2398.2,9.8852,107.72,128.8,23.42,98.8,2.4154,3.718,4.458,4.45,2,GY1
2398.3,9.6328,107.88,127.6,22.98,97.6,2.4022,3.326,4.41,4.418,2,GY1
2398.4,9.4028,108.02,127,22.34,96.6,2.395,3.26,4.424,4.45,2,GY1
2398.5,9.282,108.1,127,21.7,95,2.407,3.74,4.48,4.53,2,GY1
2398.6,9.122,108.18,127.8,21.14,93.4,2.4494,5.268,4.592,4.642,2,GY1
2398.7,9.058,108.14,128.6,20.64,92.4,2.5044,6.766,4.71,4.76,2,GY1
2398.8,9.052,108.06,128.6,20.2,91.6,2.5612,6.99,4.822,4.86,2,GY1
2398.9,9.0864,107.98,127.8,19.88,91,2.6084,5.804,4.912,4.928,2,GY1
2399,9.164,107.9,127,19.8,91,2.634,4.18,4.96,4.96,2,GY1
2399.1,9.2536,107.74,127,19.96,91.8,2.6052,3.876,4.952,4.936,2,GY1
2399.2,9.3048,107.58,127.6,20.18,93.2,2.5602,4.082,4.926,4.894,2,GY1
2399.3,9.3536,107.42,128.8,20.46,95.2,2.513,4.15,4.878,4.834,2,GY1
2399.4,9.4074,107.28,130.2,20.78,97.4,2.4712,3.772,4.818,4.766,2,GY1
2399.5,9.445,107.2,131,21.1,99,2.436,2.98,4.77,4.71,2,GY1
2399.6,9.4546,107.2,131.8,21.5,100.6,2.4072,2.588,4.786,4.71,2,GY1
2399.7,9.4636,107.2,132,21.72,101,2.3868,2.538,4.868,4.788,2,GY1
2399.8,9.4712,107.2,131.6,21.68,100.6,2.3768,2.694,5.02,4.94,2,GY1
2399.9,9.4838,107.2,130.8,21.38,99.6,2.378,2.932,5.23,5.148,2,GY1
2400,9.515,107.2,130,20.9,98,2.39,3.14,5.47,5.38,2,GY1
2400.1,9.559,107.2,127.6,20.58,97.2,2.4092,3.26,5.662,5.556,2,GY1
2400.2,9.5838,107.14,125.2,20.44,97.6,2.4272,3.128,5.776,5.642,2,GY1
2400.3,9.6062,107.1,123.6,20.48,98.4,2.442,2.848,5.804,5.634,2,GY1
2400.4,9.637,107.1,123.4,20.68,99.2,2.4528,2.55,5.756,5.544,2,GY1
2400.5,9.681,107.1,125,21,100,2.46,2.39,5.66,5.4,2,GY1
2400.6,9.7226,107.1,125.8,21.4,100.8,2.4616,2.374,5.556,5.264,2,GY1
2400.7,9.8338,107.1,126,21.8,101.6,2.459,2.478,5.47,5.158,2,GY1
2400.8,9.9922,107.1,126,22.04,102,2.4538,2.598,5.398,5.078,2,GY1
2400.9,10.1498,107.1,126,22.12,102.2,2.447,2.648,5.336,5.014,2,GY1
2401,10.233,107.1,126,22.2,103,2.439,2.56,5.28,4.95,2,GY1
2401.1,10.3362,107.1,126,22.2,103,2.4326,2.488,5.184,4.854,2,GY1
2401.2,10.3746,107.1,127.2,22.08,103,2.4274,2.404,5.064,4.728,2,GY1
2401.3,10.3714,107.1,128.8,21.84,103,2.4218,2.304,4.928,4.588,2,GY1
2401.4,10.3286,107.12,130.6,21.54,102.8,2.4142,2.228,4.788,4.454,2,GY1
2401.5,10.227,107.2,133,21.3,102,2.403,2.26,4.66,4.35,2,GY1
2401.6,10.143,107.28,134.6,21.22,100.4,2.3918,2.34,4.644,4.358,6,GY1
2401.7,9.9834,107.36,134.4,21.26,98.2,2.3896,2.39,4.73,4.462,2,GY1
2401.8,9.833,107.44,133.2,21.18,95.8,2.4028,2.614,4.906,4.65,2,GY1
2401.9,9.7414,107.5,131.6,20.82,93.4,2.4328,3.176,5.136,4.886,2,GY1
2402,9.723,107.5,130,20.1,91,2.476,4.2,5.36,5.11,2,GY1
2402.1,9.7326,107.42,131.6,19.3,91,2.516,4.152,5.504,5.246,2,GY1
2402.2,9.7554,107.16,134.4,19.04,91.6,2.5368,3.456,5.576,5.286,2,GY1
2402.3,9.777,106.84,136.8,19.32,92.8,2.5388,2.936,5.604,5.266,2,GY1
2402.4,9.799,106.52,138,20.02,94.2,2.5254,2.932,5.61,5.224,2,GY1
2402.5,9.839,106.2,138,20.9,95,2.503,3.3,5.61,5.2,2,GY1
2402.6,9.9302,105.88,137.2,21.14,95.8,2.483,3.812,5.634,5.248,2,GY1
2402.7,10.019,105.62,136.4,21.14,96.6,2.4672,4.228,5.676,5.32,2,GY1
2402.8,10.1722,105.42,135.6,21.14,97.4,2.4528,4.424,5.716,5.392,2,GY1
2402.9,10.3534,105.28,135,21.32,98.4,2.4372,4.456,5.73,5.432,2,GY1
2403,10.423,105.2,135,21.8,100,2.418,4.56,5.69,5.4,2,GY1
2403.1,10.3606,105.12,135,22.44,101.6,2.398,4.016,5.554,5.248,2,GY1
2403.2,10.171,105.1,134.4,23.02,103.2,2.3852,3.274,5.37,5.042,2,GY1
2403.3,10.0138,105.1,133.6,23.46,104.4,2.3832,2.798,5.194,4.846,2,GY1
2403.4,9.9562,105.12,132.8,23.68,105,2.3924,2.734,5.062,4.698,2,GY1
2403.5,9.973,105.2,132,23.6,105,2.41,2.91,4.99,4.61,2,GY1
2403.6,10.1778,105.28,131.2,23.44,105.8,2.4292,2.99,4.99,4.602,2,GY1
2403.7,10.3226,105.36,131,23.16,106.6,2.4418,3.112,5.002,4.606,2,GY1
2403.8,10.4734,105.4,130.6,22.84,107.4,2.447,3.084,5.018,4.614,2,GY1
2403.9,10.5854,105.38,129.8,22.44,108.2,2.4456,2.858,5.032,4.624,2,GY1
2404,10.503,105.3,129,21.8,109,2.44,2.53,5.04,4.64,2,GY1
2404.1,10.3502,105.22,128.2,21.08,108.2,2.4376,2.498,5.072,4.664,2,GY1
2404.2,10.0234,105.08,128,20.66,106.2,2.4394,2.61,5.122,4.706,2,GY1
2404.3,9.7534,104.96,128.8,20.58,103.8,2.4458,2.71,5.178,4.762,2,GY1
