DEPTH,GR,CNL,DT,DEN,MSFL,RS,RD,Well Name,Facies
2389.8200,115.8101,21.1532,92.3649,2.3981,4.8773,7.3178,7.1407,1,2
2389.8400,115.9885,21.3322,92.7024,2.3946,4.7766,7.2945,7.1124,1,2
2389.8600,116.1790,21.4887,93.0714,2.3912,4.6687,7.2687,7.0826,1,2
2389.8800,116.3799,21.6213,93.4735,2.3878,4.5533,7.2406,7.0513,1,2
2389.9000,116.5861,21.7247,93.9202,2.3846,4.4268,7.2101,7.0188,1,2
2389.9200,116.7955,21.7965,94.4160,2.3815,4.2880,7.1772,6.9852,1,2
2389.9400,117.0028,21.8393,94.9372,2.3786,4.1429,7.1427,6.9509,1,2
2389.9600,117.1952,21.8592,95.4256,2.3756,4.0067,7.1082,6.9170,1,2
2389.9800,117.3720,21.8565,95.8778,2.3726,3.8800,7.0739,6.8835,1,2
2390.0000,117.5303,21.8314,96.2774,2.3696,3.7668,7.0401,6.8508,1,2
2390.0200,117.6689,21.7841,96.6176,2.3665,3.6685,7.0070,6.8189,1,2
2390.0400,117.7871,21.7169,96.9155,2.3634,3.5825,6.9746,6.7877,1,2
2390.0600,117.8832,21.6361,97.2128,2.3604,3.5023,6.9428,6.7575,1,2
2390.0800,117.9570,21.5418,97.5119,2.3574,3.4275,6.9116,6.7280,1,2
2390.1000,118.0063,21.4346,97.8230,2.3544,3.3569,6.8811,6.6994,1,2
2390.1200,118.0300,21.3146,98.1502,2.3514,3.2900,6.8511,6.6717,1,2
2390.1400,118.0344,21.1849,98.4850,2.3483,3.2272,6.8218,6.6449,1,2
2390.1600,118.0343,21.0533,98.8064,2.3453,3.1699,6.7932,6.6190,1,2
2390.1800,118.0305,20.9202,99.1133,2.3424,3.1181,6.7653,6.5940,1,2
2390.2000,118.0254,20.7857,99.4022,2.3396,3.0719,6.7381,6.5701,1,2
2390.2200,118.0199,20.6498,99.6718,2.3368,3.0314,6.7117,6.5472,1,2
2390.2400,118.0165,20.5181,99.9206,2.3340,2.9968,6.6861,6.5253,1,2
2390.2600,118.0210,20.4043,100.1456,2.3312,2.9679,6.6611,6.5043,1,2
2390.2800,118.0338,20.3091,100.3464,2.3285,2.9448,6.6368,6.4842,1,2
2390.3000,118.0554,20.2349,100.5219,2.3258,2.9264,6.6132,6.4649,1,2
2390.3200,118.0859,20.1825,100.6715,2.3231,2.9121,6.5903,6.4465,1,2
2390.3400,118.1287,20.1544,100.7964,2.3205,2.9063,6.5682,6.4290,1,2
2390.3600,118.1921,20.1561,100.8991,2.3182,2.9199,6.5468,6.4129,1,2
2390.3800,118.2763,20.1882,100.9799,2.3162,2.9534,6.5263,6.3980,1,2
2390.4000,118.3832,20.2544,101.0406,2.3146,3.0096,6.5066,6.3846,1,2
2390.4200,118.5133,20.3562,101.0819,2.3134,3.0895,6.4876,6.3729,1,2
2390.4400,118.6673,20.4852,101.0991,2.3127,3.1916,6.4695,6.3623,1,2
2390.4600,118.8467,20.6208,101.0804,2.3124,3.3122,6.4526,6.3517,1,2
2390.4800,119.0518,20.7618,101.0249,2.3126,3.4510,6.4368,6.3411,1,2
2390.5000,119.2834,20.9045,100.9268,2.3132,3.6080,6.4223,6.3302,1,2
2390.5200,119.5421,21.0473,100.7837,2.3144,3.7830,6.4092,6.3190,1,2
2390.5400,119.8259,21.1890,100.6080,2.3160,3.9745,6.3972,6.3076,1,2
2390.5600,120.1302,21.3271,100.4302,2.3183,4.1789,6.3858,6.2963,1,2
2390.5800,120.4549,21.4613,100.2517,2.3211,4.3962,6.3750,6.2852,1,2
2390.6000,120.8005,21.5912,100.0796,2.3245,4.6266,6.3647,6.2744,1,2
2390.6200,121.1672,21.7166,99.9165,2.3285,4.8704,6.3549,6.2639,1,2
2390.6400,121.5501,21.8364,99.7598,2.3330,5.1233,6.3456,6.2537,1,2
2390.6600,121.9370,21.9474,99.6030,2.3381,5.3748,6.3367,6.2436,1,2
2390.6800,122.3275,22.0496,99.4457,2.3438,5.6242,6.3281,6.2337,1,2
2390.7000,122.7211,22.1422,99.2869,2.3501,5.8705,6.3199,6.2239,1,2
2390.7200,123.1176,22.2248,99.1259,2.3569,6.1133,6.3121,6.2143,1,2
2390.7400,123.5098,22.2978,98.9639,2.3643,6.3485,6.3047,6.2048,1,2
2390.7600,123.8799,22.3618,98.8035,2.3720,6.5664,6.2975,6.1952,1,2
2390.7800,124.2272,22.4171,98.6451,2.3801,6.7663,6.2905,6.1856,1,2
2390.8000,124.5479,22.4628,98.4900,2.3885,6.9478,6.2836,6.1759,1,2
2390.8200,124.8407,22.4988,98.3390,2.3973,7.1105,6.2767,6.1660,1,2
2390.8400,125.1048,22.5276,98.1881,2.4064,7.2490,6.2702,6.1563,1,2
2390.8600,125.3376,22.5556,98.0273,2.4153,7.3496,6.2652,6.1479,1,2
2390.8800,125.5392,22.5832,97.8558,2.4240,7.4116,6.2616,6.1409,1,2
2390.9000,125.7083,22.6115,97.6644,2.4324,7.4288,6.2598,6.1355,1,2
2390.9200,125.8443,22.6411,97.4493,2.4404,7.3989,6.2599,6.1319,1,2
2390.9400,125.9492,22.6721,97.2362,2.4481,7.3329,6.2617,6.1300,1,2
2390.9600,126.0277,22.7052,97.0879,2.4552,7.2575,6.2643,6.1296,1,2
2390.9800,126.0799,22.7404,97.0080,2.4618,7.1744,6.2678,6.1306,1,2
2391.0000,126.1052,22.7779,97.0146,2.4679,7.0889,6.2719,6.1330,1,2
2391.0200,126.1033,22.8178,97.1151,2.4734,7.0032,6.2767,6.1369,1,2
2391.0400,126.0799,22.8602,97.2907,2.4784,6.9172,6.2821,6.1421,1,2
2391.0600,126.0492,22.9050,97.4955,2.4829,6.8307,6.2883,6.1482,1,2
2391.0800,126.0118,22.9524,97.7271,2.4868,6.7439,6.2953,6.1553,1,2
2391.1000,125.9699,23.0023,97.9773,2.4902,6.6573,6.3032,6.1632,1,2
2391.1200,125.9244,23.0548,98.2427,2.4931,6.5713,6.3119,6.1720,1,2
2391.1400,125.8782,23.1097,98.5220,2.4956,6.4846,6.3214,6.1814,1,2
2391.1600,125.8383,23.1664,98.8114,2.4977,6.3943,6.3311,6.1911,1,2
2391.1800,125.8052,23.2248,99.1108,2.4994,6.3002,6.3410,6.2010,1,2
2391.2000,125.7807,23.2849,99.4197,2.5007,6.2022,6.3512,6.2112,1,2
2391.2200,125.7657,23.3465,99.7380,2.5016,6.1002,6.3616,6.2216,1,2
2391.2400,125.7592,23.4098,100.0626,2.5021,5.9926,6.3720,6.2320,1,2
2391.2600,125.7590,23.4748,100.3860,2.5022,5.8754,6.3819,6.2419,1,2
2391.2800,125.7651,23.5417,100.7077,2.5019,5.7485,6.3915,6.2515,1,2
2391.3000,125.7765,23.6115,101.0248,2.5013,5.6099,6.4007,6.2608,1,2
2391.3200,125.7929,23.6848,101.3363,2.5003,5.4588,6.4094,6.2698,1,2
2391.3400,125.8162,23.7574,101.6466,2.4990,5.2989,6.4173,6.2778,1,2
2391.3600,125.8514,23.8192,101.9668,2.4975,5.1396,6.4234,6.2833,1,2
2391.3800,125.8988,23.8695,102.2978,2.4959,4.9812,6.4275,6.2862,1,2
2391.4000,125.9591,23.9064,102.6491,2.4941,4.8247,6.4294,6.2860,1,2
2391.4200,126.0326,23.9290,103.0245,2.4922,4.6703,6.4290,6.2824,1,2
2391.4400,126.1201,23.9372,103.3980,2.4901,4.5217,6.4263,6.2760,1,2
2391.4600,126.2238,23.9307,103.7064,2.4880,4.3881,6.4216,6.2678,1,2
2391.4800,126.3438,23.9093,103.9460,2.4858,4.2699,6.4147,6.2577,1,2
2391.5000,126.4812,23.8723,104.0983,2.4836,4.1699,6.4057,6.2461,1,2
2391.5200,126.6364,23.8193,104.1559,2.4813,4.0890,6.3945,6.2329,1,2
2391.5400,126.8074,23.7525,104.1383,2.4790,4.0250,6.3814,6.2183,1,2
2391.5600,126.9890,23.6770,104.0936,2.4766,3.9723,6.3674,6.2028,1,2
2391.5800,127.1810,23.5932,104.0245,2.4743,3.9305,6.3527,6.1864,1,2
2391.6000,127.3846,23.5015,103.9409,2.4721,3.8984,6.3373,6.1690,1,2
2391.6200,127.6002,23.4022,103.8471,2.4699,3.8756,6.3214,6.1508,1,2
2391.6400,127.8202,23.2971,103.7391,2.4679,3.8626,6.3051,6.1318,1,2
2391.6600,128.0260,23.1907,103.6070,2.4660,3.8603,6.2884,6.1125,1,2
2391.6800,128.2165,23.0832,103.4503,2.4643,3.8689,6.2715,6.0926,1,2
2391.7000,128.3892,22.9750,103.2671,2.4627,3.8886,6.2543,6.0724,1,2
2391.7200,128.5430,22.8664,103.0567,2.4613,3.9194,6.2368,6.0517,1,2
2391.7400,128.6734,22.7592,102.8206,2.4602,3.9611,6.2191,6.0308,1,2
2391.7600,128.7692,22.6584,102.5630,2.4593,4.0133,6.2013,6.0098,1,2
2391.7800,128.8297,22.5643,102.2841,2.4588,4.0761,6.1836,5.9889,1,2
2391.8000,128.8522,22.4774,101.9860,2.4587,4.1490,6.1659,5.9680,1,2
2391.8200,128.8357,22.3980,101.6697,2.4589,4.2319,6.1481,5.9472,1,2
2391.8400,128.7806,22.3277,101.3295,2.4595,4.3259,6.1305,5.9264,1,2
2391.8600,128.6883,22.2707,100.9514,2.4606,4.4338,6.1134,5.9058,1,2
2391.8800,128.5588,22.2273,100.5342,2.4622,4.5556,6.0969,5.8855,1,2
2391.9000,128.3902,22.1996,100.0648,2.4644,4.6940,6.0810,5.8653,1,2
2391.9200,128.1816,22.1884,99.5380,2.4671,4.8498,6.0659,5.8453,1,2
2391.9400,127.9402,22.1896,98.9900,2.4704,5.0166,6.0514,5.8257,1,2
2391.9600,127.6829,22.1930,98.5092,2.4739,5.1783,6.0375,5.8069,1,2
2391.9800,127.4106,22.1980,98.1008,2.4777,5.3341,6.0240,5.7887,1,2
2392.0000,127.1241,22.2028,97.7915,2.4818,5.4813,6.0110,5.7714,1,2
2392.0200,126.8237,22.2067,97.5923,2.4862,5.6189,5.9985,5.7549,1,2
2392.0400,126.5190,22.2090,97.4720,2.4908,5.7448,5.9865,5.7392,1,2
2392.0600,126.2337,22.2075,97.3546,2.4956,5.8542,5.9753,5.7249,1,2
2392.0800,125.9693,22.2021,97.2358,2.5004,5.9469,5.9649,5.7118,1,2
2392.1000,125.7305,22.1926,97.0979,2.5052,6.0213,5.9553,5.7000,1,2
2392.1200,125.5195,22.1787,96.9336,2.5101,6.0767,5.9464,5.6895,1,2
2392.1400,125.3366,22.1599,96.7546,2.5150,6.1144,5.9385,5.6804,1,2
2392.1600,125.1827,22.1349,96.5897,2.5197,6.1377,5.9319,5.6728,1,2
2392.1800,125.0579,22.1037,96.4404,2.5243,6.1467,5.9267,5.6668,1,2
2392.2000,124.9643,22.0657,96.3122,2.5287,6.1414,5.9229,5.6624,1,2
2392.2200,124.9029,22.0206,96.2073,2.5330,6.1217,5.9205,5.6596,1,2
2392.2400,124.8679,21.9694,96.1241,2.5370,6.0900,5.9196,5.6584,1,2
2392.2600,124.8453,21.9145,96.0584,2.5407,6.0519,5.9205,5.6588,1,2
2392.2800,124.8345,21.8559,96.0101,2.5441,6.0076,5.9232,5.6607,1,2
2392.3000,124.8343,21.7936,95.9797,2.5471,5.9592,5.9278,5.6641,1,2
2392.3200,124.8443,21.7275,95.9673,2.5499,5.9073,5.9341,5.6688,1,2
2392.3400,124.8582,21.6597,95.9696,2.5522,5.8495,5.9426,5.6755,1,2
2392.3600,124.8610,21.5952,95.9781,2.5540,5.7798,5.9540,5.6853,1,2
2392.3800,124.8517,21.5345,95.9926,2.5552,5.6978,5.9683,5.6985,1,2
2392.4000,124.8270,21.4792,96.0147,2.5557,5.6000,5.9858,5.7153,1,2
2392.4200,124.7854,21.4300,96.0452,2.5555,5.4849,6.0066,5.7360,1,2
2392.4400,124.7273,21.3846,96.0717,2.5546,5.3608,6.0304,5.7600,1,2
2392.4600,124.6539,21.3375,96.0643,2.5535,5.2476,6.0563,5.7861,1,2
2392.4800,124.5651,21.2882,96.0210,2.5520,5.1465,6.0844,5.8144,1,2
2392.5000,124.4602,21.2355,95.9320,2.5502,5.0601,6.1145,5.8445,1,2
2392.5200,124.3387,21.1788,95.7931,2.5481,4.9895,6.1466,5.8764,1,2
2392.5400,124.2038,21.1190,95.6174,2.5458,4.9396,6.1805,5.9099,1,2
2392.5600,124.0628,21.0581,95.4373,2.5432,4.9225,6.2151,5.9446,1,2
2392.5800,123.9160,20.9961,95.2543,2.5404,4.9388,6.2505,5.9803,1,2
2392.6000,123.7632,20.9334,95.0741,2.5373,4.9933,6.2866,6.0172,1,2
2392.6200,123.6042,20.8701,94.8987,2.5340,5.0877,6.3233,6.0552,1,2
2392.6400,123.4456,20.8063,94.7309,2.5304,5.2154,6.3602,6.0939,1,2
2392.6600,123.3033,20.7417,94.5773,2.5267,5.3600,6.3964,6.1324,1,2
2392.6800,123.1782,20.6765,94.4381,2.5229,5.5205,6.4318,6.1705,1,2
2392.7000,123.0731,20.6113,94.3146,2.5190,5.6959,6.4662,6.2082,1,2
2392.7200,122.9891,20.5465,94.2073,2.5149,5.8857,6.4997,6.2455,1,2
2392.7400,122.9285,20.4794,94.1182,2.5107,6.0826,6.5318,6.2819,1,2
2392.7600,122.8966,20.4035,94.0518,2.5065,6.2694,6.5618,6.3166,1,2
2392.7800,122.8938,20.3185,94.0085,2.5022,6.4451,6.5895,6.3494,1,2
2392.8000,122.9210,20.2217,93.9890,2.4980,6.6095,6.6149,6.3804,1,2
2392.8200,122.9785,20.1122,93.9937,2.4938,6.7623,6.6379,6.4095,1,2
2392.8400,123.0680,19.9942,94.0237,2.4896,6.8913,6.6580,6.4361,1,2
2392.8600,123.1939,19.8780,94.0817,2.4854,6.9663,6.6744,6.4589,1,2
2392.8800,123.3563,19.7641,94.1681,2.4814,6.9855,6.6871,6.4778,1,2
2392.9000,123.5570,19.6546,94.2862,2.4774,6.9372,6.6956,6.4925,1,2
2392.9200,123.7966,19.5501,94.4376,2.4736,6.8167,6.6999,6.5028,1,2
2392.9400,124.0729,19.4511,94.6120,2.4698,6.6426,6.7004,6.5087,1,2
2392.9600,124.3802,19.3581,94.7844,2.4662,6.4606,6.6978,6.5105,1,2
2392.9800,124.7184,19.2712,94.9533,2.4626,6.2733,6.6923,6.5082,1,2
2393.0000,125.0910,19.1903,95.1104,2.4592,6.0904,6.6838,6.5015,1,2
2393.0200,125.4993,19.1153,95.2522,2.4558,5.9159,6.6724,6.4904,1,2
2393.0400,125.9277,19.0477,95.3903,2.4526,5.7469,6.6586,6.4755,1,2
2393.0600,126.3374,18.9908,95.5523,2.4494,5.5769,6.6433,6.4588,1,2
2393.0800,126.7267,18.9448,95.7399,2.4464,5.4054,6.6265,6.4403,1,2
2393.1000,127.0905,18.9103,95.9605,2.4434,5.2308,6.6086,6.4202,1,2
2393.1200,127.4269,18.8874,96.2171,2.4405,5.0523,6.5896,6.3987,1,2
2393.1400,127.7249,18.8769,96.5026,2.4378,4.8731,6.5696,6.3760,1,2
2393.1600,127.9572,18.8807,96.7997,2.4351,4.7010,6.5491,6.3529,1,2
2393.1800,128.1225,18.8987,97.1076,2.4324,4.5364,6.5281,6.3292,1,2
2393.2000,128.2166,18.9315,97.4246,2.4299,4.3802,6.5067,6.3052,1,2
2393.2200,128.2379,18.9792,97.7499,2.4275,4.2329,6.4849,6.2808,1,2
2393.2400,128.1790,19.0416,98.0786,2.4251,4.0966,6.4628,6.2564,1,2
2393.2600,128.0216,19.1188,98.3985,2.4227,3.9765,6.4409,6.2326,1,2
2393.2800,127.7645,19.2107,98.7093,2.4204,3.8728,6.4192,6.2094,1,2
2393.3000,127.3976,19.3166,99.0119,2.4180,3.7864,6.3976,6.1870,1,2
2393.3200,126.9170,19.4364,99.3067,2.4156,3.7178,6.3761,6.1653,1,2
2393.3400,126.3429,19.5720,99.5805,2.4132,3.6678,6.3552,6.1448,1,2
2393.3600,125.7252,19.7277,99.8008,2.4108,3.6391,6.3363,6.1261,1,2
2393.3800,125.0662,19.9039,99.9657,2.4084,3.6317,6.3193,6.1093,1,2
2393.4000,124.3709,20.1031,100.0623,2.4060,3.6489,6.3047,6.0946,1,2
2393.4200,123.6411,20.3265,100.0853,2.4035,3.6918,6.2925,6.0820,1,2
2393.4400,122.8948,20.5680,100.0563,2.4011,3.7516,6.2827,6.0716,1,2
2393.4600,122.1764,20.8128,100.0283,2.3989,3.8061,6.2746,6.0636,1,2
2393.4800,121.4881,21.0602,100.0043,2.3969,3.8543,6.2683,6.0579,1,2
2393.5000,120.8340,21.3075,99.9990,2.3952,3.8912,6.2637,6.0548,1,2
2393.5200,120.2160,21.5536,100.0185,2.3938,3.9149,6.2609,6.0543,1,2
2393.5400,119.6534,21.7972,100.0473,2.3926,3.9266,6.2596,6.0559,1,2
2393.5600,119.1929,22.0349,100.0477,2.3918,3.9296,6.2592,6.0586,1,2
2393.5800,118.8375,22.2665,100.0174,2.3914,3.9241,6.2596,6.0623,1,2
2393.6000,118.5994,22.4915,99.9437,2.3913,3.9099,6.2609,6.0670,1,2
2393.6200,118.4837,22.7098,99.8215,2.3915,3.8872,6.2630,6.0725,1,2
2393.6400,118.4831,22.9199,99.6704,2.3922,3.8569,6.2655,6.0785,1,2
2393.6600,118.5795,23.1178,99.5384,2.3931,3.8219,6.2676,6.0837,1,2
2393.6800,118.7723,23.3034,99.4282,2.3945,3.7822,6.2692,6.0882,1,2
2393.7000,119.0638,23.4762,99.3495,2.3963,3.7379,6.2703,6.0919,1,2
2393.7200,119.4550,23.6360,99.3063,2.3984,3.6892,6.2708,6.0947,1,2
2393.7400,119.9267,23.7814,99.2976,2.4010,3.6375,6.2705,6.0961,1,2
2393.7600,120.4319,23.9089,99.3205,2.4039,3.5868,6.2683,6.0951,1,2
2393.7800,120.9682,24.0183,99.3752,2.4074,3.5371,6.2643,6.0915,1,2
2393.8000,121.5305,24.1087,99.4669,2.4113,3.4891,6.2583,6.0852,1,2
2393.8200,122.1166,24.1796,99.5977,2.4157,3.4429,6.2504,6.0760,1,2
2393.8400,122.7100,24.2318,99.7492,2.4205,3.3999,6.2402,6.0639,1,2
2393.8600,123.2705,24.2670,99.8767,2.4253,3.3632,6.2275,6.0492,1,2
2393.8800,123.7959,24.2852,99.9774,2.4302,3.3330,6.2121,6.0318,1,2
2393.9000,124.2790,24.2856,100.0386,2.4351,3.3106,6.1937,6.0116,1,2
2393.9200,124.7168,24.2679,100.0551,2.4400,3.2963,6.1723,5.9886,1,2
2393.9400,125.1034,24.2361,100.0393,2.4448,3.2889,6.1483,5.9631,1,2
2393.9600,125.4245,24.2004,100.0220,2.4491,3.2852,6.1226,5.9359,1,2
2393.9800,125.6793,24.1611,100.0048,2.4531,3.2850,6.0953,5.9070,1,2
2394.0000,125.8621,24.1206,99.9942,2.4565,3.2879,6.0663,5.8765,1,2
2394.0200,125.9706,24.0798,99.9930,2.4595,3.2938,6.0357,5.8443,1,2
2394.0400,126.0122,24.0380,99.9979,2.4619,3.3019,6.0039,5.8110,1,2
2394.0600,126.0052,23.9939,100.0009,2.4638,3.3103,5.9726,5.7779,1,2
2394.0800,125.9505,23.9474,100.0013,2.4651,3.3188,5.9416,5.7453,1,2
2394.1000,125.8496,23.8981,99.9962,2.4659,3.3268,5.9114,5.7133,1,2
2394.1200,125.7032,23.8460,99.9844,2.4662,3.3340,5.8819,5.6820,1,2
2394.1400,125.5180,23.7913,99.9721,2.4659,3.3412,5.8534,5.6517,1,2
2394.1600,125.3103,23.7344,99.9743,2.4650,3.3501,5.8259,5.6227,1,2
2394.1800,125.0810,23.6754,99.9921,2.4635,3.3609,5.7996,5.5951,1,2
2394.2000,124.8323,23.6144,100.0284,2.4615,3.3738,5.7745,5.5690,1,2
2394.2200,124.5652,23.5515,100.0847,2.4589,3.3890,5.7506,5.5445,1,2
2394.2400,124.2842,23.4863,100.1602,2.4559,3.4068,5.7280,5.5217,1,2
2394.2600,124.0006,23.4174,100.2533,2.4524,3.4284,5.7068,5.5009,1,2
2394.2800,123.7150,23.3447,100.3640,2.4486,3.4538,5.6869,5.4821,1,2
2394.3000,123.4300,23.2671,100.4931,2.4445,3.4828,5.6685,5.4656,1,2
2394.3200,123.1468,23.1842,100.6411,2.4401,3.5154,5.6514,5.4513,1,2
2394.3400,122.8648,23.0988,100.8041,2.4354,3.5532,5.6359,5.4392,1,2
2394.3600,122.5821,23.0185,100.9728,2.4306,3.6003,5.6220,5.4289,1,2
2394.3800,122.2986,22.9434,101.1467,2.4258,3.6571,5.6098,5.4204,1,2
2394.4000,122.0138,22.8749,101.3270,2.4209,3.7275,5.5993,5.4137,1,2
2394.4200,121.7274,22.8135,101.5140,2.4160,3.8131,5.5906,5.4088,1,2
2394.4400,121.4407,22.7598,101.6971,2.4112,3.9029,5.5836,5.4054,1,2
2394.4600,121.1568,22.7158,101.8499,2.4064,3.9704,5.5784,5.4033,1,2
2394.4800,120.8758,22.6813,101.9711,2.4017,4.0139,5.5751,5.4024,1,2
2394.5000,120.5964,22.6574,102.0540,2.3970,4.0261,5.5736,5.4025,1,2
2394.5200,120.3181,22.6443,102.0960,2.3924,4.0038,5.5741,5.4036,1,2
2394.5400,120.0474,22.6406,102.1005,2.3878,3.9545,5.5762,5.4057,1,2
2394.5600,119.8000,22.6431,102.0759,2.3832,3.8964,5.5790,5.4087,1,2
2394.5800,119.5769,22.6517,102.0226,2.3787,3.8304,5.5826,5.4125,1,2
2394.6000,119.3812,22.6660,101.9390,2.3743,3.7593,5.5866,5.4170,1,2
2394.6200,119.2143,22.6859,101.8243,2.3699,3.6841,5.5910,5.4222,1,2
2394.6400,119.0762,22.7102,101.6891,2.3656,3.6075,5.5958,5.4282,1,2
2394.6600,118.9665,22.7359,101.5588,2.3613,3.5361,5.6014,5.4348,1,2
2394.6800,118.8854,22.7626,101.4350,2.3570,3.4703,5.6076,5.4420,1,2
2394.7000,118.8340,22.7905,101.3229,2.3528,3.4108,5.6145,5.4499,1,2
2394.7200,118.8129,22.8194,101.2249,2.3487,3.3579,5.6221,5.4584,1,2
2394.7400,118.8182,22.8471,101.1406,2.3447,3.3147,5.6304,5.4675,1,2
2394.7600,118.8405,22.8679,101.0697,2.3409,3.2882,5.6396,5.4770,1,2
2394.7800,118.8792,22.8817,101.0121,2.3373,3.2791,5.6497,5.4870,1,2
2394.8000,118.9343,22.8872,100.9718,2.3338,3.2899,5.6609,5.4974,1,2
2394.8200,119.0058,22.8841,100.9502,2.3305,3.3219,5.6731,5.5081,1,2
2394.8400,119.0869,22.8719,100.9346,2.3275,3.3710,5.6863,5.5193,1,2
2394.8600,119.1608,22.8494,100.8939,2.3248,3.4280,5.6998,5.5314,1,2
2394.8800,119.2266,22.8165,100.8262,2.3224,3.4923,5.7137,5.5445,1,2
2394.9000,119.2813,22.7720,100.7219,2.3204,3.5643,5.7279,5.5588,1,2
2394.9200,119.3235,22.7154,100.5772,2.3188,3.6443,5.7424,5.5743,1,2
2394.9400,119.3517,22.6501,100.4032,2.3176,3.7239,5.7571,5.5908,1,2
2394.9600,119.3622,22.5838,100.2273,2.3166,3.7828,5.7716,5.6073,1,2
2394.9800,119.3547,22.5172,100.0510,2.3159,3.8198,5.7858,5.6238,1,2
2395.0000,119.3274,22.4522,99.8803,2.3153,3.8288,5.7995,5.6402,1,2
2395.0200,119.2797,22.3897,99.7175,2.3149,3.8075,5.8128,5.6565,1,2
2395.0400,119.2141,22.3282,99.5602,2.3146,3.7616,5.8257,5.6725,1,2
2395.0600,119.1369,22.2643,99.4031,2.3147,3.7048,5.8385,5.6884,1,2
2395.0800,119.0485,22.1977,99.2457,2.3150,3.6378,5.8512,5.7041,1,2
2395.1000,118.9483,22.1278,99.0872,2.3156,3.5626,5.8639,5.7196,1,2
2395.1200,118.8360,22.0543,98.9271,2.3165,3.4799,5.8766,5.7349,1,2
2395.1400,118.7180,21.9773,98.7660,2.3177,3.3919,5.8894,5.7500,1,2
2395.1600,118.6096,21.8966,98.6056,2.3192,3.3035,5.9022,5.7649,1,2
2395.1800,118.5115,21.8123,98.4459,2.3211,3.2149,5.9152,5.7796,1,2
2395.2000,118.4259,21.7238,98.2877,2.3233,3.1266,5.9282,5.7940,1,2
2395.2200,118.3536,21.6308,98.1314,2.3259,3.0389,5.9413,5.8082,1,2
2395.2400,118.2988,21.5350,97.9750,2.3289,2.9542,5.9546,5.8220,1,2
2395.2600,118.2716,21.4410,97.8139,2.3323,2.8783,5.9681,5.8357,1,2
2395.2800,118.2726,21.3489,97.6479,2.3361,2.8117,5.9818,5.8491,1,2
2395.3000,118.3047,21.2594,97.4779,2.3404,2.7557,5.9957,5.8622,1,2
2395.3200,118.3690,21.1727,97.3042,2.3452,2.7108,6.0099,5.8749,1,2
2395.3400,118.4637,21.0897,97.1204,2.3506,2.6769,6.0243,5.8876,1,2
2395.3600,118.5843,21.0126,96.9110,2.3564,2.6538,6.0390,5.9008,1,2
2395.3800,118.7305,20.9417,96.6748,2.3626,2.6416,6.0541,5.9145,1,2
2395.4000,118.9036,20.8776,96.4062,2.3694,2.6408,6.0696,5.9290,1,2
2395.4200,119.1040,20.8206,96.1029,2.3767,2.6518,6.0856,5.9443,1,2
2395.4400,119.3249,20.7701,95.7735,2.3844,2.6725,6.1018,5.9602,1,2
2395.4600,119.5501,20.7246,95.4390,2.3920,2.6976,6.1179,5.9767,1,2
2395.4800,119.7788,20.6841,95.1004,2.3994,2.7268,6.1339,5.9935,1,2
2395.5000,120.0099,20.6485,94.7598,2.4065,2.7596,6.1498,6.0109,1,2
2395.5200,120.2431,20.6177,94.4182,2.4133,2.7958,6.1655,6.0288,1,2
2395.5400,120.4698,20.5913,94.0824,2.4198,2.8336,6.1808,6.0469,1,2
2395.5600,120.6688,20.5686,93.7692,2.4259,2.8682,6.1951,6.0643,1,2
2395.5800,120.8390,20.5493,93.4795,2.4314,2.8994,6.2082,6.0808,1,2
2395.6000,120.9757,20.5336,93.2175,2.4365,2.9262,6.2201,6.0964,1,2
2395.6200,121.0770,20.5214,92.9849,2.4411,2.9482,6.2308,6.1111,1,2
2395.6400,121.1432,20.5123,92.7800,2.4452,2.9654,6.2401,6.1246,1,2
2395.6600,121.1749,20.5054,92.5989,2.4487,2.9773,6.2476,6.1364,1,2
2395.6800,121.1720,20.5006,92.4415,2.4515,2.9840,6.2533,6.1465,1,2
2395.7000,121.1329,20.4984,92.3066,2.4537,2.9852,6.2571,6.1549,1,2
2395.7200,121.0568,20.4989,92.1939,2.4553,2.9809,6.2590,6.1615,1,2
2395.7400,120.9489,20.5001,92.1047,2.4563,2.9712,6.2588,6.1663,1,2
2395.7600,120.8214,20.4968,92.0424,2.4566,2.9558,6.2564,6.1687,1,2
2395.7800,120.6748,20.4887,92.0070,2.4563,2.9349,6.2517,6.1689,1,2
2395.8000,120.5083,20.4731,91.9962,2.4553,2.9070,6.2448,6.1667,1,2
2395.8200,120.3216,20.4489,92.0091,2.4536,2.8715,6.2356,6.1622,1,2
2395.8400,120.1266,20.4219,92.0564,2.4514,2.8331,6.2239,6.1552,1,2
2395.8600,119.9521,20.4063,92.1639,2.4490,2.8033,6.2089,6.1450,1,2
2395.8800,119.7998,20.4030,92.3336,2.4464,2.7827,6.1904,6.1315,1,2
2395.9000,119.6755,20.4153,92.5807,2.4437,2.7740,6.1683,6.1146,1,2
2395.9200,119.5816,20.4446,92.9115,2.4408,2.7785,6.1423,6.0941,1,2
2395.9400,119.5190,20.4888,93.2905,2.4378,2.7944,6.1132,6.0705,1,2
2395.9600,119.4897,20.5428,93.6309,2.4348,2.8176,6.0824,6.0443,1,2
2395.9800,119.4939,20.6064,93.9275,2.4316,2.8480,6.0501,6.0158,1,2
2396.0000,119.5343,20.6785,94.1521,2.4284,2.8855,6.0166,5.9849,1,2
