DEPTH,GR,CNL,DT,DEN,MSFL,RS,RD,Well Name,Facies
2445.0800,128.9483,17.2460,90.2842,2.4646,7.7388,9.4928,8.1719,1,2
2445.1000,129.5083,17.2012,90.6578,2.4586,7.8104,9.4098,8.0938,1,2
2445.1200,130.0934,17.1500,90.9773,2.4532,7.9093,9.3353,8.0243,1,2
2445.1400,130.6806,17.0937,91.2399,2.4484,8.0411,9.2703,7.9644,1,2
2445.1600,131.2139,17.0357,91.4387,2.4442,8.2198,9.2176,7.9164,1,2
2445.1800,131.6905,16.9759,91.5733,2.4406,8.4462,9.1773,7.8806,1,6
2445.2000,132.1003,16.9147,91.6411,2.4377,8.7223,9.1499,7.8573,1,6
2445.2200,132.4392,16.8520,91.6411,2.4353,9.0490,9.1354,7.8466,1,6
2445.2400,132.7007,16.7899,91.5756,2.4337,9.4269,9.1345,7.8491,1,6
2445.2600,132.8685,16.7333,91.4505,2.4330,9.8575,9.1486,7.8659,1,6
2445.2800,132.9417,16.6824,91.2660,2.4333,10.3400,9.1778,7.8972,1,6
2445.3000,132.9159,16.6389,91.0209,2.4347,10.8587,9.2221,7.9431,1,6
2445.3200,132.7894,16.6035,90.7146,2.4372,11.4072,9.2817,8.0038,1,1
2445.3400,132.5630,16.5739,90.3550,2.4407,12.0446,9.3575,8.0794,1,1
2445.3600,132.2388,16.5452,89.9610,2.4451,12.9157,9.4513,8.1707,1,1
2445.3800,131.8167,16.5169,89.5336,2.4503,14.0306,9.5634,8.2776,1,1
2445.4000,131.2941,16.4883,89.0712,2.4563,15.4674,9.6953,8.4013,1,1
2445.4200,130.6697,16.4589,88.5734,2.4632,17.2579,9.8476,8.5422,1,1
2445.4400,129.9538,16.4284,88.0592,2.4708,19.2308,10.0166,8.6969,1,1
2445.4600,129.1710,16.3954,87.5751,2.4785,20.9673,10.1930,8.8572,1,1
2445.4800,128.3226,16.3599,87.1239,2.4862,22.4439,10.3765,9.0225,1,1
2445.5000,127.4068,16.3214,86.7177,2.4940,23.5598,10.5664,9.1923,1,1
2445.5200,126.4229,16.2795,86.3616,2.5017,24.2740,10.7624,9.3663,1,1
2445.5400,125.3949,16.2353,86.0469,2.5093,24.6448,10.9603,9.5407,1,1
2445.5600,124.3817,16.1909,85.7528,2.5164,24.8153,11.1496,9.7066,1,1
2445.5800,123.3863,16.1465,85.4780,2.5232,24.7927,11.3297,9.8635,1,1
2445.6000,122.4180,16.1021,85.2153,2.5294,24.5936,11.4987,10.0097,1,1
2445.6200,121.4807,16.0579,84.9617,2.5351,24.2249,11.6559,10.1446,1,1
2445.6400,120.5853,16.0148,84.7299,2.5403,23.7116,11.7999,10.2669,1,1
2445.6600,119.7586,15.9751,84.5508,2.5447,23.1151,11.9271,10.3736,1,1
2445.6800,119.0020,15.9391,84.4262,2.5483,22.4383,12.0374,10.4645,1,1
2445.7000,118.3204,15.9067,84.3623,2.5512,21.6848,12.1301,10.5391,1,1
2445.7200,117.7159,15.8781,84.3617,2.5532,20.8559,12.2049,10.5971,1,1
2445.7400,117.1935,15.8545,84.4240,2.5545,19.9899,12.2610,10.6379,1,1
2445.7600,116.7655,15.8392,84.5476,2.5549,19.1800,12.2967,10.6601,1,1
2445.7800,116.4329,15.8322,84.7327,2.5545,18.4320,12.3119,10.6636,1,1
2445.8000,116.2037,15.8331,84.9830,2.5532,17.7818,12.3065,10.6482,1,1
2445.8200,116.0813,15.8417,85.3000,2.5510,17.2440,12.2803,10.6139,1,1
2445.8400,116.0475,15.8621,85.6709,2.5481,16.7622,12.2325,10.5600,1,1
2445.8600,116.0584,15.9040,86.0641,2.5448,16.1988,12.1609,10.4851,1,1
2445.8800,116.1115,15.9679,86.4777,2.5410,15.5453,12.0652,10.3890,1,1
2445.9000,116.2011,16.0569,86.9022,2.5369,14.7566,11.9431,10.2697,1,1
2445.9200,116.3246,16.1722,87.3336,2.5324,13.8142,11.7937,10.1264,1,1
2445.9400,116.4717,16.3104,87.7834,2.5276,12.7829,11.6234,9.9650,1,1
2445.9600,116.6170,16.4626,88.2802,2.5230,11.8211,11.4483,9.7993,1,1
2445.9800,116.7591,16.6286,88.8260,2.5184,10.9377,11.2691,9.6303,1,1
2446.0000,116.8937,16.8071,89.4378,2.5140,10.1689,11.0886,9.4603,1,1
2446.0200,117.0190,16.9977,90.1227,2.5098,9.5296,10.9079,9.2903,1,1
2446.0400,117.1300,17.1984,90.8389,2.5058,9.0003,10.7287,9.1219,1,1
2446.0600,117.2144,17.4042,91.4842,2.5020,8.5341,10.5547,8.9587,1,1
2446.0800,117.2716,17.6148,92.0525,2.4982,8.1282,10.3861,8.8010,1,1
2446.1000,117.2974,17.8298,92.5164,2.4946,7.7747,10.2238,8.6495,1,1
2446.1200,117.2902,18.0489,92.8644,2.4911,7.4702,10.0680,8.5045,1,1
2446.1400,117.2541,18.2699,93.1215,2.4877,7.2161,9.9197,8.3668,1,1
2446.1600,117.1993,18.4871,93.3482,2.4844,7.0157,9.7807,8.2379,1,1
2446.1800,117.1263,18.7003,93.5478,2.4812,6.8691,9.6514,8.1179,1,1
2446.2000,117.0361,18.9089,93.7314,2.4781,6.7776,9.5319,8.0072,1,1
2446.2200,116.9292,19.1128,93.9034,2.4751,6.7416,9.4225,7.9059,1,1
2446.2400,116.8085,19.3094,94.0645,2.4722,6.7575,9.3235,7.8142,1,1
2446.2600,116.6809,19.4925,94.2159,2.4695,6.8169,9.2359,7.7326,1,1
2446.2800,116.5469,19.6617,94.3580,2.4670,6.9193,9.1596,7.6612,1,1
2446.3000,116.4088,19.8163,94.4962,2.4648,7.0646,9.0952,7.6006,1,1
2446.3200,116.2674,19.9560,94.6328,2.4628,7.2529,9.0429,7.5510,1,1
2446.3400,116.1205,20.0784,94.7517,2.4611,7.4784,9.0014,7.5109,1,1
2446.3600,115.9625,20.1773,94.8134,2.4597,7.7275,8.9679,7.4770,1,1
2446.3800,115.7930,20.2524,94.8155,2.4586,7.9997,8.9422,7.4489,1,1
2446.4000,115.6108,20.3003,94.7408,2.4579,8.3023,8.9241,7.4266,1,1
2446.4200,115.4154,20.3195,94.5824,2.4576,8.6384,8.9137,7.4098,1,1
2446.4400,115.2074,20.3173,94.3723,2.4576,8.9715,8.9092,7.3972,1,1
2446.4600,114.9887,20.3116,94.1893,2.4579,9.2127,8.9063,7.3851,1,1
2446.4800,114.7592,20.3033,94.0376,2.4585,9.3568,8.9046,7.3734,1,1
2446.5000,114.5173,20.2957,93.9353,2.4595,9.3780,8.9035,7.3614,1,1
2446.5200,114.2624,20.2902,93.8898,2.4609,9.2657,8.9026,7.3488,1,1
2446.5400,114.0009,20.2877,93.8925,2.4625,9.0460,8.9013,7.3354,1,1
2446.5600,113.7485,20.2900,93.9223,2.4641,8.7821,8.8987,7.3202,1,1
2446.5800,113.5060,20.2972,93.9781,2.4657,8.4775,8.8945,7.3034,1,1
2446.6000,113.2741,20.3097,94.0577,2.4673,8.1414,8.8886,7.2846,1,1
2446.6200,113.0531,20.3277,94.1601,2.4689,7.7776,8.8808,7.2638,1,1
2446.6400,112.8518,20.3522,94.2818,2.4703,7.3951,8.8711,7.2410,1,1
2446.6600,112.6916,20.3856,94.4140,2.4714,7.0160,8.8594,7.2166,1,1
2446.6800,112.5736,20.4281,94.5562,2.4722,6.6414,8.8457,7.1904,1,1
2446.7000,112.5009,20.4803,94.7075,2.4726,6.2737,8.8300,7.1625,1,1
2446.7200,112.4747,20.5426,94.8674,2.4727,5.9140,8.8122,7.1329,1,1
2446.7400,112.5008,20.6144,95.0325,2.4723,5.5722,8.7925,7.1018,1,1
2446.7600,112.5934,20.6941,95.1946,2.4712,5.2719,8.7713,7.0698,1,1
2446.7800,112.7533,20.7817,95.3532,2.4694,5.0146,8.7484,7.0368,1,1
2446.8000,112.9867,20.8769,95.5088,2.4668,4.8037,8.7238,7.0030,1,1
2446.8200,113.2961,20.9797,95.6617,2.4635,4.6408,8.6975,6.9683,1,1
2446.8400,113.6715,21.0898,95.8033,2.4593,4.5319,8.6700,6.9330,1,1
2446.8600,114.0887,21.2069,95.9126,2.4542,4.4917,8.6426,6.8979,1,1
2446.8800,114.5464,21.3310,95.9883,2.4482,4.5216,8.6152,6.8629,1,1
2446.9000,115.0420,21.4625,96.0188,2.4412,4.6346,8.5877,6.8281,1,1
2446.9200,115.5742,21.6017,95.9996,2.4331,4.8360,8.5601,6.7934,1,1
2446.9400,116.1363,21.7465,95.9555,2.4241,5.0914,8.5336,6.7595,1,1
2446.9600,116.7116,21.8918,95.9476,2.4149,5.3168,8.5108,6.7284,1,1
2446.9800,117.2992,22.0375,95.9796,2.4055,5.5076,8.4917,6.7003,1,1
2447.0000,117.8987,22.1822,96.0710,2.3960,5.6459,8.4773,6.6756,1,1
2447.0200,118.5097,22.3254,96.2297,2.3864,5.7242,8.4677,6.6545,1,1
2447.0400,119.1213,22.4679,96.4298,2.3768,5.7458,8.4625,6.6368,1,1
2447.0600,119.7066,22.6118,96.6082,2.3672,5.7189,8.4607,6.6223,1,1
2447.0800,120.2642,22.7572,96.7613,2.3578,5.6437,8.4621,6.6109,1,1
2447.1000,120.7893,22.9045,96.8741,2.3485,5.5173,8.4666,6.6026,1,1
2447.1200,121.2800,23.0539,96.9404,2.3394,5.3385,8.4742,6.5974,1,1
2447.1400,121.7327,23.2052,96.9705,2.3304,5.1193,8.4847,6.5952,1,1
2447.1600,122.1380,23.3573,96.9897,2.3219,4.8884,8.4977,6.5954,1,1
2447.1800,122.4956,23.5102,96.9994,2.3137,4.6473,8.5134,6.5982,1,1
2447.2000,122.8032,23.6646,97.0037,2.3058,4.3982,8.5315,6.6034,1,1
2447.2200,123.0598,23.8205,97.0043,2.2983,4.1420,8.5522,6.6110,1,1
2447.2400,123.2653,23.9758,97.0023,2.2912,3.8921,8.5752,6.6207,1,1
2447.2600,123.4189,24.1250,97.0008,2.2846,3.6811,8.5998,6.6319,1,1
2447.2800,123.5206,24.2679,96.9999,2.2784,3.5108,8.6262,6.6445,1,1
2447.3000,123.5687,24.4040,97.0011,2.2729,3.3878,8.6545,6.6587,1,1
2447.3200,123.5625,24.5333,97.0049,2.2679,3.3147,8.6850,6.6745,1,1
2447.3400,123.5066,24.6532,97.0093,2.2635,3.2937,8.7160,6.6908,1,1
2447.3600,123.4124,24.7577,97.0093,2.2596,3.3296,8.7432,6.7052,1,1
2447.3800,123.2805,24.8463,97.0043,2.2561,3.4231,8.7664,6.7176,1,1
2447.4000,123.1096,24.9170,96.9900,2.2532,3.5832,8.7850,6.7275,1,1
2447.4200,122.8994,24.9690,96.9646,2.2508,3.8136,8.7987,6.7350,1,1
2447.4400,122.6619,25.0050,96.9400,2.2488,4.0875,8.8067,6.7391,1,1
2447.4600,122.4268,25.0311,96.9456,2.2470,4.3391,8.8072,6.7381,1,1
2447.4800,122.1954,25.0478,96.9830,2.2454,4.5648,8.8002,6.7318,1,1
2447.5000,121.9728,25.0566,97.0591,2.2438,4.7497,8.7849,6.7196,1,1
2447.5200,121.7608,25.0583,97.1769,2.2423,4.8878,8.7612,6.7012,1,1
2447.5400,121.5644,25.0513,97.3326,2.2410,4.9839,8.7297,6.6773,1,1
2447.5600,121.3958,25.0321,97.5174,2.2397,5.0504,8.6923,6.6491,1,1
2447.5800,121.2557,25.0005,97.7309,2.2384,5.0876,8.6490,6.6166,1,1
2447.6000,121.1475,24.9557,97.9746,2.2373,5.0958,8.6002,6.5801,1,1
2447.6200,121.0726,24.8975,98.2491,2.2362,5.0751,8.5459,6.5395,1,1
2447.6400,121.0292,24.8261,98.5440,2.2353,5.0303,8.4865,6.4953,1,1
2447.6600,121.0126,24.7424,98.8343,2.2343,4.9729,8.4234,6.4486,1,1
2447.6800,121.0228,24.6464,99.1184,2.2334,4.9034,8.3565,6.3995,1,1
2447.7000,121.0610,24.5375,99.3913,2.2326,4.8225,8.2860,6.3479,1,1
2447.7200,121.1279,24.4155,99.6507,2.2318,4.7305,8.2119,6.2940,1,1
2447.7400,121.2158,24.2827,99.8963,2.2310,4.6339,8.1349,6.2382,1,1
2447.7600,121.3059,24.1452,100.1271,2.2302,4.5480,8.0566,6.1823,1,1
2447.7800,121.3970,24.0031,100.3429,2.2293,4.4740,7.9773,6.1262,1,1
2447.8000,121.4861,23.8566,100.5385,2.2284,4.4169,7.8969,6.0701,1,1
2447.8200,121.5718,23.7058,100.7119,2.2275,4.3788,7.8156,6.0140,1,1
2447.8400,121.6514,23.5545,100.8794,2.2265,4.3537,7.7342,5.9585,1,1
2447.8600,121.7183,23.4115,101.0809,2.2255,4.3272,7.6549,5.9049,1,1
2447.8800,121.7722,23.2775,101.3189,2.2246,4.2986,7.5778,5.8533,1,1
2447.9000,121.8102,23.1545,101.6113,2.2237,4.2661,7.5027,5.8034,1,1
2447.9200,121.8314,23.0436,101.9653,2.2229,4.2288,7.4297,5.7552,1,1
2447.9400,121.8393,22.9436,102.3466,2.2221,4.1836,7.3606,5.7104,1,1
2447.9600,121.8429,22.8521,102.6713,2.2217,4.1226,7.3002,5.6736,1,1
2447.9800,121.8424,22.7690,102.9349,2.2217,4.0452,7.2487,5.6451,1,1
2448.0000,121.8387,22.6945,103.1192,2.2220,3.9476,7.2071,5.6259,1,1
2448.0200,121.8320,22.6288,103.2170,2.2227,3.8281,7.1758,5.6164,1,1
2448.0400,121.8261,22.5695,103.2326,2.2237,3.6942,7.1546,5.6164,1,1
2448.0600,121.8296,22.5101,103.1767,2.2250,3.5644,7.1430,5.6257,1,1
2448.0800,121.8433,22.4504,103.0499,2.2266,3.4396,7.1408,5.6441,1,1
2448.1000,121.8719,22.3896,102.8536,2.2284,3.3222,7.1481,5.6718,1,1
2448.1200,121.9173,22.3272,102.5885,2.2304,3.2132,7.1649,5.7087,1,1
2448.1400,121.9699,22.2619,102.2529,2.2327,3.1170,7.1911,5.7548,1,1
2448.1600,122.0057,22.1898,101.8423,2.2350,3.0441,7.2264,5.8097,1,1
2448.1800,122.0236,22.1110,101.3564,2.2373,2.9950,7.2707,5.8734,1,1
2448.2000,122.0229,22.0245,100.7919,2.2397,2.9710,7.3243,5.9462,1,1
2448.2200,122.0033,21.9299,100.1474,2.2422,2.9726,7.3872,6.0280,1,1
2448.2400,121.9507,21.8273,99.4314,2.2446,3.0040,7.4588,6.1183,1,1
2448.2600,121.8306,21.7162,98.6651,2.2467,3.0756,7.5381,6.2161,1,1
2448.2800,121.6413,21.5968,97.8492,2.2486,3.1883,7.6250,6.3212,1,1
2448.3000,121.3779,21.4683,96.9828,2.2503,3.3510,7.7198,6.4340,1,1
2448.3200,121.0386,21.3305,96.0652,2.2518,3.5675,7.8227,6.5547,1,4
2448.3400,120.6137,21.1851,95.1158,2.2529,3.8140,7.9317,6.6813,1,4
2448.3600,120.0798,21.0368,94.1814,2.2526,4.0326,8.0422,6.8091,1,4
2448.3800,119.4353,20.8856,93.2645,2.2508,4.2201,8.1539,6.9378,1,4
2448.4000,118.6670,20.7310,92.3728,2.2474,4.3666,8.2666,7.0671,1,4
2448.4200,117.7694,20.5726,91.5093,2.2422,4.4681,8.3803,7.1970,1,4
2448.4400,116.7704,20.4163,90.6822,2.2356,4.5178,8.4921,7.3248,1,4
2448.4600,115.7381,20.2761,89.9115,2.2282,4.4988,8.5953,7.4437,1,4
2448.4800,114.6759,20.1530,89.1982,2.2200,4.4099,8.6893,7.5534,1,4
2448.5000,113.5904,20.0499,88.5439,2.2112,4.2385,8.7729,7.6526,1,4
2448.5200,112.4843,19.9682,87.9493,2.2018,3.9795,8.8453,7.7406,1,4
2448.5400,111.3823,19.9075,87.4255,2.1919,3.6623,8.9065,7.8171,1,4
2448.5600,110.3451,19.8670,86.9998,2.1819,3.3590,8.9560,7.8809,1,4
2448.5800,109.3757,19.8467,86.6739,2.1717,3.0734,8.9939,7.9321,1,4
2448.6000,108.4794,19.8465,86.4576,2.1614,2.8208,9.0201,7.9703,1,4
2448.6200,107.6584,19.8662,86.3547,2.1510,2.6075,9.0345,7.9955,1,4
2448.6400,106.9413,19.9066,86.3521,2.1407,2.4310,9.0368,8.0073,1,4
2448.6600,106.3976,19.9697,86.4174,2.1308,2.2848,9.0261,8.0054,1,4
2448.6800,106.0316,20.0557,86.5489,2.1212,2.1686,9.0023,7.9896,1,4
2448.7000,105.8653,20.1637,86.7408,2.1121,2.0831,8.9653,7.9597,1,1
2448.7200,105.9078,20.2935,86.9907,2.1035,2.0284,8.9149,7.9156,1,1
2448.7400,106.1348,20.4490,87.2973,2.0954,2.0014,8.8513,7.8576,1,1
2448.7600,106.4868,20.6404,87.6575,2.0884,1.9946,8.7747,7.7865,1,1
2448.7800,106.9610,20.8682,88.0711,2.0824,2.0076,8.6852,7.7022,1,1
2448.8000,107.5524,21.1352,88.5352,2.0775,2.0402,8.5825,7.6047,1,1
2448.8200,108.2591,21.4425,89.0485,2.0738,2.0924,8.4666,7.4940,1,1
2448.8400,109.0590,21.7877,89.6180,2.0712,2.1591,8.3385,7.3708,1,1
2448.8600,109.8980,22.1655,90.2605,2.0697,2.2286,8.2003,7.2370,1,1
2448.8800,110.7736,22.5756,90.9771,2.0694,2.3000,8.0521,7.0928,1,1
2448.9000,111.6804,23.0183,91.7736,2.0703,2.3697,7.8936,6.9375,1,1
2448.9200,112.6163,23.4938,92.6525,2.0724,2.4363,7.7246,6.7710,1,1
2448.9400,113.5582,23.9976,93.6057,2.0755,2.5036,7.5481,6.5967,1,1
2448.9600,114.4491,24.5186,94.6131,2.0792,2.5808,7.3712,6.4230,1,1
2448.9800,115.2860,25.0562,95.6742,2.0835,2.6686,7.1943,6.2505,1,1
2449.0000,116.0567,25.6103,96.7985,2.0883,2.7698,7.0185,6.0805,1,1
2449.0200,116.7564,26.1808,97.9898,2.0935,2.8856,6.8442,5.9136,1,1
2449.0400,117.3838,26.7604,99.2008,2.0992,3.0121,6.6729,5.7512,1,1
2449.0600,117.9360,27.3311,100.3162,2.1051,3.1397,6.5083,5.5961,1,1
2449.0800,118.4128,27.8921,101.3293,2.1114,3.2679,6.3506,5.4487,1,1
2449.1000,118.8108,28.4412,102.2072,2.1180,3.3961,6.2007,5.3096,1,1
2449.1200,119.1287,28.9777,102.9366,2.1249,3.5241,6.0588,5.1791,1,1
2449.1400,119.3733,29.4953,103.5487,2.1320,3.6474,5.9253,5.0573,1,1
2449.1600,119.5618,29.9788,104.1197,2.1392,3.7552,5.8010,4.9446,1,1
2449.1800,119.6951,30.4275,104.6535,2.1466,3.8469,5.6858,4.8412,1,1
2449.2000,119.7753,30.8401,105.1633,2.1540,3.9214,5.5800,4.7472,1,1
2449.2200,119.8034,31.2162,105.6544,2.1615,3.9782,5.4837,4.6626,1,1
2449.2400,119.7835,31.5481,106.1304,2.1690,4.0129,5.3968,4.5872,1,1
2449.2600,119.7259,31.8167,106.6004,2.1764,4.0147,5.3191,4.5204,1,1
2449.2800,119.6311,32.0211,107.0650,2.1838,3.9828,5.2507,4.4622,1,1
2449.3000,119.5010,32.1579,107.5294,2.1912,3.9111,5.1917,4.4126,1,1
2449.3200,119.3363,32.2257,107.9956,2.1985,3.7970,5.1422,4.3716,1,1
2449.3400,119.1386,32.2216,108.4551,2.2057,3.6540,5.1015,4.3387,1,1
2449.3600,118.9122,32.1384,108.8872,2.2129,3.5149,5.0685,4.3126,1,1
2449.3800,118.6573,31.9753,109.2904,2.2200,3.3813,5.0431,4.2932,1,1
2449.4000,118.3743,31.7236,109.6571,2.2270,3.2578,5.0254,4.2807,1,1
2449.4200,118.0634,31.3795,109.9841,2.2340,3.1461,5.0154,4.2752,1,1
2449.4400,117.7264,30.9685,110.2846,2.2409,3.0539,5.0118,4.2751,1,1
2449.4600,117.3678,30.5523,110.5907,2.2477,3.0001,5.0108,4.2767,1,1
2449.4800,116.9878,30.1345,110.9044,2.2545,2.9857,5.0124,4.2799,1,1
2449.5000,116.5852,29.7271,111.2381,2.2613,3.0174,5.0157,4.2838,1,1
2449.5200,116.1597,29.3351,111.5968,2.2681,3.0980,5.0205,4.2880,1,1
2449.5400,115.7184,28.9601,111.9591,2.2747,3.2191,5.0266,4.2928,1,1
2449.5600,115.2789,28.6057,112.2730,2.2810,3.3600,5.0337,4.2986,1,1
2449.5800,114.8421,28.2720,112.5354,2.2870,3.5198,5.0418,4.3054,1,1
2449.6000,114.4074,27.9599,112.7319,2.2926,3.6972,5.0507,4.3132,1,1
2449.6200,113.9745,27.6695,112.8566,2.2978,3.8918,5.0604,4.3220,1,1
2449.6400,113.5586,27.4039,112.9241,2.3026,4.0940,5.0710,4.3319,1,1
2449.6600,113.1964,27.1702,112.9703,2.3067,4.2803,5.0825,4.3430,1,1
2449.6800,112.8900,26.9687,112.9970,2.3101,4.4494,5.0950,4.3551,1,1
2449.7000,112.6459,26.8004,113.0096,2.3129,4.5992,5.1086,4.3685,1,1
2449.7200,112.4668,26.6654,113.0103,2.3151,4.7287,5.1232,4.3830,1,1
2449.7400,112.3569,26.5669,113.0036,2.3165,4.8278,5.1388,4.3988,1,1
2449.7600,112.3267,26.5119,113.0002,2.3166,4.8722,5.1559,4.4159,1,1
2449.7800,112.3766,26.5012,113.0005,2.3155,4.8603,5.1745,4.4345,1,1
2449.8000,112.5098,26.5403,113.0054,2.3129,4.7814,5.1945,4.4545,1,1
2449.8200,112.7275,26.6315,113.0151,2.3089,4.6313,5.2161,4.4760,1,1
2449.8400,113.0284,26.7608,113.0366,2.3035,4.4284,5.2391,4.4989,1,1
2449.8600,113.4089,26.8935,113.0872,2.2975,4.2183,5.2631,4.5230,1,1
2449.8800,113.8691,27.0279,113.1681,2.2906,4.0031,5.2882,4.5481,1,1
2449.9000,114.4126,27.1587,113.2880,2.2831,3.7890,5.3140,4.5743,1,1
2449.9200,115.0408,27.2839,113.4504,2.2748,3.5785,5.3405,4.6015,1,1
2449.9400,115.7394,27.3972,113.6377,2.2662,3.3819,5.3682,4.6297,1,1
2449.9600,116.4737,27.4833,113.8071,2.2581,3.2243,5.3980,4.6594,1,1
2449.9800,117.2417,27.5414,113.9564,2.2506,3.1072,5.4300,4.6905,1,1
2450.0000,118.0417,27.5678,114.0831,2.2438,3.0383,5.4643,4.7228,1,1
2450.0200,118.8727,27.5609,114.1861,2.2377,3.0207,5.5009,4.7562,1,1
2450.0400,119.7165,27.5213,114.2439,2.2325,3.0476,5.5402,4.7917,1,1
2450.0600,120.5285,27.4500,114.2038,2.2286,3.1026,5.5836,4.8321,1,1
2450.0800,121.3064,27.3472,114.0626,2.2260,3.1846,5.6309,4.8776,1,1
2450.1000,122.0417,27.2126,113.8032,2.2248,3.2913,5.6824,4.9285,1,1
2450.1200,122.7308,27.0460,113.4186,2.2249,3.4215,5.7381,4.9851,1,1
2450.1400,123.3701,26.8484,112.9289,2.2265,3.5735,5.7984,5.0477,1,1
2450.1600,123.9507,26.6227,112.3835,2.2297,3.7427,5.8646,5.1175,1,1
2450.1800,124.4720,26.3689,111.7850,2.2345,3.9289,5.9367,5.1945,1,1
2450.2000,124.9309,26.0869,111.1410,2.2410,4.1318,6.0148,5.2789,1,1
2450.2200,125.3261,25.7765,110.4545,2.2492,4.3513,6.0990,5.3709,1,1
2450.2400,125.6601,25.4404,109.7319,2.2590,4.5841,6.1897,5.4705,1,1
2450.2600,125.9386,25.0848,108.9888,2.2704,4.8223,6.2873,5.5783,1,1
2450.2800,126.1618,24.7101,108.2259,2.2832,5.0650,6.3919,5.6942,1,1
2450.3000,126.3280,24.3153,107.4458,2.2977,5.3040,6.5034,5.8181,1,1
2450.3200,126.4364,23.9001,106.6493,2.3137,5.5357,6.6216,5.9500,1,1
2450.3400,126.4972,23.4722,105.8417,2.3310,5.7838,6.7476,6.0908,1,1
2450.3600,126.5357,23.0505,105.0356,2.3485,6.1059,6.8837,6.2423,1,1
2450.3800,126.5533,22.6359,104.2318,2.3661,6.5053,7.0302,6.4048,1,1
2450.4000,126.5552,22.2320,103.4349,2.3838,6.9952,7.1882,6.5796,1,1
2450.4200,126.5437,21.8402,102.6468,2.4015,7.5812,7.3584,6.7672,1,1
2450.4400,126.5186,21.4621,101.8609,2.4189,8.2581,7.5378,6.9644,1,1
2450.4600,126.4797,21.1016,101.0608,2.4352,9.0136,7.7189,7.1634,1,1
2450.4800,126.4268,20.7591,100.2454,2.4503,9.8478,7.9014,7.3638,1,1
2450.5000,126.3600,20.4355,99.4009,2.4641,10.7781,8.0843,7.5645,1,1
2450.5200,126.2794,20.1314,98.5218,2.4764,11.8115,8.2671,7.7651,1,1
2450.5400,126.1858,19.8466,97.6453,2.4875,12.8803,8.4482,7.9638,1,1
2450.5600,126.0811,19.5812,96.8623,2.4977,13.8193,8.6238,8.1569,1,1
2450.5800,125.9654,19.3350,96.1780,2.5069,14.6192,8.7935,8.3440,1,1
2450.6000,125.8380,19.1081,95.6160,2.5153,15.2416,8.9570,8.5246,1,1
2450.6200,125.6985,18.9006,95.1860,2.5229,15.6707,9.1139,8.6985,1,1
2450.6400,125.5513,18.7123,94.8696,2.5297,15.9219,9.2631,8.8645,1,1
2450.6600,125.4072,18.5426,94.6216,2.5359,16.0326,9.4016,9.0195,1,1
2450.6800,125.2666,18.3916,94.4398,2.5414,16.0045,9.5293,9.1634,1,1
2450.7000,125.1314,18.2593,94.3162,2.5463,15.8376,9.6458,9.2956,1,1
2450.7200,125.0023,18.1456,94.2475,2.5507,15.5320,9.7509,9.4161,1,1
2450.7400,124.8811,18.0504,94.2332,2.5544,15.1064,9.8438,9.5239,1,1
2450.7600,124.7718,17.9731,94.2723,2.5574,14.6061,9.9225,9.6172,1,1
2450.7800,124.6748,17.9139,94.3645,2.5596,14.0331,9.9869,9.6958,1,1
2450.8000,124.5909,17.8724,94.5070,2.5610,13.3847,10.0367,9.7593,1,1
2450.8200,124.5205,17.8487,94.6988,2.5617,12.6596,10.0718,9.8077,1,2
2450.8400,124.4640,17.8430,94.9472,2.5614,11.9026,10.0917,9.8404,1,2
2450.8600,124.4226,17.8558,95.2700,2.5597,11.2228,10.0955,9.8561,1,2
2450.8800,124.3962,17.8872,95.6685,2.5565,10.6267,10.0832,9.8546,1,2
2450.9000,124.3855,17.9377,96.1496,2.5517,10.1443,10.0539,9.8350,1,2
2450.9200,124.3905,18.0074,96.7161,2.5451,9.7878,10.0074,9.7970,1,2
2450.9400,124.4107,18.0951,97.3567,2.5372,9.5329,9.9456,9.7428,1,2
2450.9600,124.4445,18.1980,98.0433,2.5287,9.3197,9.8732,9.6780,1,1
2450.9800,124.4918,18.3159,98.7748,2.5198,9.1452,9.7906,9.6028,1,1
2451.0000,124.5524,18.4485,99.5531,2.5107,9.0018,9.6981,9.5178,1,1
2451.0200,124.6263,18.5956,100.3789,2.5014,8.8865,9.5958,9.4231,1,1
2451.0400,124.7129,18.7563,101.2261,2.4919,8.7879,9.4859,9.3210,1,1
2451.0600,124.8107,18.9281,102.0307,2.4825,8.6785,9.3737,9.2170,1,1
2451.0800,124.9194,19.1108,102.7889,2.4733,8.5568,9.2595,9.1112,1,1
2451.1000,125.0383,19.3045,103.4859,2.4642,8.4151,9.1441,9.0048,1,1
2451.1200,125.1669,19.5091,104.1154,2.4552,8.2504,9.0279,8.8980,1,1
2451.1400,125.3073,19.7230,104.6829,2.4464,8.0667,8.9119,8.7917,1,1
2451.1600,125.4643,19.9421,105.2017,2.4381,7.8736,8.7981,8.6882,1,1
2451.1800,125.6383,20.1664,105.6725,2.4302,7.6716,8.6867,8.5875,1,1
2451.2000,125.8294,20.3955,106.0973,2.4229,7.4607,8.5780,8.4900,1,1
2451.2200,126.0376,20.6293,106.4769,2.4161,7.2408,8.4721,8.3958,1,1
2451.2400,126.2659,20.8659,106.8109,2.4098,7.0174,8.3697,8.3056,1,1
2451.2600,126.5214,21.1006,107.0982,2.4039,6.8036,8.2727,8.2213,1,1
